Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Aiba	ESC	SGL	100038935	LOC100038935
Aiba	ESC	SGL	100041354	LOC100041354
Aiba	ESC	SGL	100465	Mobkl2c
Aiba	ESC	SGL	100532	Rell1
Aiba	ESC	SGL	101320	Dyrk4
Aiba	ESC	SGL	101488	Slco2b1
Aiba	ESC	SGL	101602	AI467606
Aiba	ESC	SGL	101739	Psip1
Aiba	ESC	SGL	101744	C330005M16Rik
Aiba	ESC	SGL	102084	AI451557
Aiba	ESC	SGL	102278	Cpne7
Aiba	ESC	SGL	102626	Mapkapk3
Aiba	ESC	SGL	102871	D330045A20Rik
Aiba	ESC	SGL	102991	AU022751
Aiba	ESC	SGL	103142	Rdh9
Aiba	ESC	SGL	103149	Upb1
Aiba	ESC	SGL	103161	Apof
Aiba	ESC	SGL	103172	Ndg2
Aiba	ESC	SGL	103712	6330403K07Rik
Aiba	ESC	SGL	103775	Slc25a41
Aiba	ESC	SGL	104079	Nxph3
Aiba	ESC	SGL	104156	Etv5
Aiba	ESC	SGL	104174	Gldc
Aiba	ESC	SGL	104384	Rhox9
Aiba	ESC	SGL	104582	Rprml
Aiba	ESC	SGL	104885	Tmem179
Aiba	ESC	SGL	105005	AW125753
Aiba	ESC	SGL	105193	Nhlrc1
Aiba	ESC	SGL	105349	Akr1c18
Aiba	ESC	SGL	105439	Slain1
Aiba	ESC	SGL	105450	Mmrn2
Aiba	ESC	SGL	105594	Cphx
Aiba	ESC	SGL	105827	Amigo2
Aiba	ESC	SGL	105853	Mal2
Aiba	ESC	SGL	105855	Nckap1l
Aiba	ESC	SGL	106248	Qtrtd1
Aiba	ESC	SGL	106347	Ildr1
Aiba	ESC	SGL	106369	Ypel1
Aiba	ESC	SGL	106512	Gpsm3
Aiba	ESC	SGL	106877	Afap1l1
Aiba	ESC	SGL	106952	Centd3
Aiba	ESC	SGL	107141	Cyp2c50
Aiba	ESC	SGL	107221	Gpr120
Aiba	ESC	SGL	107227	Macrod1
Aiba	ESC	SGL	107373	4632417K18Rik
Aiba	ESC	SGL	107605	Rdh1
Aiba	ESC	SGL	107747	Aldh1l1
Aiba	ESC	SGL	107753	Lgals2
Aiba	ESC	SGL	107815	Scml2
Aiba	ESC	SGL	107831	Bai1
Aiba	ESC	SGL	107868	Usp9y
Aiba	ESC	SGL	107889	Gcm2
Aiba	ESC	SGL	107934	Celsr3
Aiba	ESC	SGL	107970	Hist1h1t
Aiba	ESC	SGL	108013	Brunol4
Aiba	ESC	SGL	108017	Fxyd4
Aiba	ESC	SGL	108075	Ltbp4
Aiba	ESC	SGL	108089	Rnf144a
Aiba	ESC	SGL	108114	Slc22a7
Aiba	ESC	SGL	108115	Slco4a1
Aiba	ESC	SGL	108699	Chn1
Aiba	ESC	SGL	108723	Card11
Aiba	ESC	SGL	108802	Calr4
Aiba	ESC	SGL	108897	2810003C17Rik
Aiba	ESC	SGL	108911	Rcc2
Aiba	ESC	SGL	109032	Sp110
Aiba	ESC	SGL	109079	Sephs1
Aiba	ESC	SGL	109151	Chd9
Aiba	ESC	SGL	109205	Sobp
Aiba	ESC	SGL	109272	8030451F13Rik
Aiba	ESC	SGL	109594	Lmo1
Aiba	ESC	SGL	109689	Arrb1
Aiba	ESC	SGL	109857	Cbr3
Aiba	ESC	SGL	109901	Ela1
Aiba	ESC	SGL	109904	Mcf2
Aiba	ESC	SGL	110095	Pygl
Aiba	ESC	SGL	110173	Manba
Aiba	ESC	SGL	110542	Amhr2
Aiba	ESC	SGL	110637	Grik4
Aiba	ESC	SGL	110794	Cebpe
Aiba	ESC	SGL	110958	D6Mm5e
Aiba	ESC	SGL	112415	C030039L03Rik
Aiba	ESC	SGL	11287	Pzp
Aiba	ESC	SGL	11302	Aatk
Aiba	ESC	SGL	11307	Abcg1
Aiba	ESC	SGL	11419	Accn2
Aiba	ESC	SGL	114304	Slc28a3
Aiba	ESC	SGL	11435	Chrna1
Aiba	ESC	SGL	114654	Ly6g6d
Aiba	ESC	SGL	11474	Actn3
Aiba	ESC	SGL	11484	Aspa
Aiba	ESC	SGL	11496	Adam22
Aiba	ESC	SGL	11513	Adcy7
Aiba	ESC	SGL	11529	Adh7
Aiba	ESC	SGL	11536	Gpr182
Aiba	ESC	SGL	11545	Parp1
Aiba	ESC	SGL	11565	Adssl1
Aiba	ESC	SGL	11601	Angpt2
Aiba	ESC	SGL	11610	Agtrap
Aiba	ESC	SGL	11611	Agxt
Aiba	ESC	SGL	11614	Nr0b1
Aiba	ESC	SGL	11622	Ahr
Aiba	ESC	SGL	11624	Ahrr
Aiba	ESC	SGL	11634	Aire
Aiba	ESC	SGL	11647	Alpl
Aiba	ESC	SGL	11650	Akp5
Aiba	ESC	SGL	11676	Aldoc
Aiba	ESC	SGL	116810	Foxn4
Aiba	ESC	SGL	116838	Rims2
Aiba	ESC	SGL	11684	Alox12
Aiba	ESC	SGL	11685	Alox12e
Aiba	ESC	SGL	11687	Alox15
Aiba	ESC	SGL	11689	Alox5
Aiba	ESC	SGL	11717	Ampd3
Aiba	ESC	SGL	11722	Amy1
Aiba	ESC	SGL	11754	Aoc3
Aiba	ESC	SGL	117590	Asb10
Aiba	ESC	SGL	11775	Ap3b2
Aiba	ESC	SGL	11784	Apba2
Aiba	ESC	SGL	11806	Apoa1
Aiba	ESC	SGL	11810	Apobec1
Aiba	ESC	SGL	11811	Apobec2
Aiba	ESC	SGL	11812	Apoc1
Aiba	ESC	SGL	11815	Apod
Aiba	ESC	SGL	11828	Aqp3
Aiba	ESC	SGL	11830	Aqp5
Aiba	ESC	SGL	11838	Arc
Aiba	ESC	SGL	118454	Gjc2
Aiba	ESC	SGL	11847	Arg2
Aiba	ESC	SGL	11861	Arl4a
Aiba	ESC	SGL	11864	Arnt2
Aiba	ESC	SGL	11870	Art1
Aiba	ESC	SGL	11875	Art5
Aiba	ESC	SGL	11876	Artn
Aiba	ESC	SGL	11890	Asgr2
Aiba	ESC	SGL	11891	Rab27a
Aiba	ESC	SGL	11898	Ass1
Aiba	ESC	SGL	11932	Atp1b2
Aiba	ESC	SGL	11941	Atp2b2
Aiba	ESC	SGL	11989	Slc7a3
Aiba	ESC	SGL	12032	Bcan
Aiba	ESC	SGL	12051	Bcl3
Aiba	ESC	SGL	12064	Bdnf
Aiba	ESC	SGL	12116	Bhmt
Aiba	ESC	SGL	12121	Bicd1
Aiba	ESC	SGL	12124	Bik
Aiba	ESC	SGL	12142	Prdm1
Aiba	ESC	SGL	12162	Bmp7
Aiba	ESC	SGL	12167	Bmpr1b
Aiba	ESC	SGL	12182	Bst1
Aiba	ESC	SGL	12192	Zfp36l1
Aiba	ESC	SGL	12212	Chic1
Aiba	ESC	SGL	12263	C2
Aiba	ESC	SGL	12286	Cacna1a
Aiba	ESC	SGL	12296	Cacnb2
Aiba	ESC	SGL	12308	Calb2
Aiba	ESC	SGL	12310	Calca
Aiba	ESC	SGL	12311	Calcr
Aiba	ESC	SGL	12323	Camk2b
Aiba	ESC	SGL	12335	Capn3
Aiba	ESC	SGL	12337	Capn5
Aiba	ESC	SGL	12352	Car5a
Aiba	ESC	SGL	12353	Car6
Aiba	ESC	SGL	12374	Casr
Aiba	ESC	SGL	12404	Cbln1
Aiba	ESC	SGL	12411	Cbs
Aiba	ESC	SGL	12426	Cckbr
Aiba	ESC	SGL	12427	Ccna1
Aiba	ESC	SGL	12443	Ccnd1
Aiba	ESC	SGL	12493	Cd37
Aiba	ESC	SGL	12496	Entpd2
Aiba	ESC	SGL	12500	Cd3d
Aiba	ESC	SGL	12518	Cd79a
Aiba	ESC	SGL	12519	Cd80
Aiba	ESC	SGL	12526	Cd8b1
Aiba	ESC	SGL	12550	Cdh1
Aiba	ESC	SGL	12560	Cdh3
Aiba	ESC	SGL	12561	Cdh4
Aiba	ESC	SGL	12577	Cdkn1c
Aiba	ESC	SGL	12587	Mia1
Aiba	ESC	SGL	12590	Cdx1
Aiba	ESC	SGL	12606	Cebpa
Aiba	ESC	SGL	12614	Celsr1
Aiba	ESC	SGL	12640	Cga
Aiba	ESC	SGL	12642	Ch25h
Aiba	ESC	SGL	12652	Chga
Aiba	ESC	SGL	12671	Chrm3
Aiba	ESC	SGL	12683	Cidea
Aiba	ESC	SGL	12715	Ckm
Aiba	ESC	SGL	12716	Ckmt1
Aiba	ESC	SGL	12737	Cldn1
Aiba	ESC	SGL	12739	Cldn3
Aiba	ESC	SGL	12740	Cldn4
Aiba	ESC	SGL	12741	Cldn5
Aiba	ESC	SGL	12745	Clgn
Aiba	ESC	SGL	12808	Cobl
Aiba	ESC	SGL	12810	Coch
Aiba	ESC	SGL	12817	Col13a1
Aiba	ESC	SGL	12821	Col17a1
Aiba	ESC	SGL	12822	Col18a1
Aiba	ESC	SGL	12840	Col9a2
Aiba	ESC	SGL	12845	Comp
Aiba	ESC	SGL	12865	Cox7a1
Aiba	ESC	SGL	12877	Cpeb1
Aiba	ESC	SGL	12891	Cpne6
Aiba	ESC	SGL	12894	Cpt1a
Aiba	ESC	SGL	12903	Crabp1
Aiba	ESC	SGL	12904	Crabp2
Aiba	ESC	SGL	12919	Crhbp
Aiba	ESC	SGL	12922	Crhr2
Aiba	ESC	SGL	12925	Crip1
Aiba	ESC	SGL	12933	Crmp1
Aiba	ESC	SGL	12954	Cryaa
Aiba	ESC	SGL	12959	Cryba4
Aiba	ESC	SGL	12965	Crygb
Aiba	ESC	SGL	12966	Crygc
Aiba	ESC	SGL	12967	Crygd
