Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Chambers	HSC	SGL	68545	1110006O17Rik
Chambers	HSC	SGL	76306	1110021L09Rik
Chambers	HSC	SGL	72285	1810073O08Rik
Chambers	HSC	SGL	72061	2010111I01Rik
Chambers	HSC	SGL	70386	2210017G18Rik
Chambers	HSC	SGL	72190	2510009E07Rik
Chambers	HSC	SGL	108899	2700081O15Rik
Chambers	HSC	SGL	77994	2810055G20Rik
Chambers	HSC	SGL	76377	2810410L24Rik
Chambers	HSC	SGL	67063	2810432L12Rik
Chambers	HSC	SGL	622434	4631416L12Rik
Chambers	HSC	SGL	68187	4921533L14Rik
Chambers	HSC	SGL	66743	4931406I20Rik
Chambers	HSC	SGL	74476	4933439C10Rik
Chambers	HSC	SGL	74756	5830408B19Rik
Chambers	HSC	SGL	77883	6030498E09Rik
Chambers	HSC	SGL	103012	6720401G13Rik
Chambers	HSC	SGL	99946	6720422M22Rik
Chambers	HSC	SGL	213393	8430408G22Rik
Chambers	HSC	SGL	329540	8430427H17Rik
Chambers	HSC	SGL	74539	9030425L15Rik
Chambers	HSC	SGL	71583	9130008F23Rik
Chambers	HSC	SGL	227737	9130404D14Rik
Chambers	HSC	SGL	109279	9530010C24Rik
Chambers	HSC	SGL	58227	9630031F12Rik
Chambers	HSC	SGL	319521	A730056I06Rik
Chambers	HSC	SGL	224833	AI661453
Chambers	HSC	SGL	99055	AI662476
Chambers	HSC	SGL	106267	AI844685
Chambers	HSC	SGL	98445	AI844869
Chambers	HSC	SGL	99132	AI956758
Chambers	HSC	SGL	106074	AW557046
Chambers	HSC	SGL	217265	Abca5
Chambers	HSC	SGL	11480	Acvr2a
Chambers	HSC	SGL	56248	Ak3
Chambers	HSC	SGL	11676	Aldoc
Chambers	HSC	SGL	11746	Anxa4
Chambers	HSC	SGL	65255	Asb4
Chambers	HSC	SGL	228788	BC020535
Chambers	HSC	SGL	235184	BC024479
Chambers	HSC	SGL	12111	Bgn
Chambers	HSC	SGL	12156	Bmp2
Chambers	HSC	SGL	108013	Brunol4
Chambers	HSC	SGL	228662	Btbd3
Chambers	HSC	SGL	77469	C030034E14Rik
Chambers	HSC	SGL	319712	C230013L11Rik
Chambers	HSC	SGL	101831	C230052I12Rik
Chambers	HSC	SGL	97130	C77080
Chambers	HSC	SGL	63955	Cables1
Chambers	HSC	SGL	12296	Cacnb2
Chambers	HSC	SGL	320405	Cadps2
Chambers	HSC	SGL	75600	Calml4
Chambers	HSC	SGL	12350	Car3
Chambers	HSC	SGL	230099	Car9
Chambers	HSC	SGL	12364	Casp12
Chambers	HSC	SGL	12390	Cav2
Chambers	HSC	SGL	12490	Cd34
Chambers	HSC	SGL	74596	Cds1
Chambers	HSC	SGL	12643	Chad
Chambers	HSC	SGL	64945	Cldn12
Chambers	HSC	SGL	12843	Col1a2
Chambers	HSC	SGL	12826	Col4a1
Chambers	HSC	SGL	12827	Col4a2
Chambers	HSC	SGL	66871	Cpne8
Chambers	HSC	SGL	83691	Crispld1
Chambers	HSC	SGL	83410	Cstf2t
Chambers	HSC	SGL	13019	Ctf1
Chambers	HSC	SGL	30785	Cttnbp2
Chambers	HSC	SGL	80281	Cttnbp2nl
Chambers	HSC	SGL	14007	Cugbp2
Chambers	HSC	SGL	20312	Cx3cl1
Chambers	HSC	SGL	74519	Cyp2j9
Chambers	HSC	SGL	27528	D0H4S114
Chambers	HSC	SGL	52525	D16Ertd780e
Chambers	HSC	SGL	241520	D430039N05Rik
Chambers	HSC	SGL	330286	D630045J12Rik
Chambers	HSC	SGL	320969	D930050A07Rik
Chambers	HSC	SGL	97998	Depdc6
Chambers	HSC	SGL	50768	Dlc1
Chambers	HSC	SGL	13405	Dmd
Chambers	HSC	SGL	330662	Dock1
Chambers	HSC	SGL	64705	Dpys
Chambers	HSC	SGL	13511	Dsg2
Chambers	HSC	SGL	72349	Dusp3
Chambers	HSC	SGL	230259	E130308A19Rik
Chambers	HSC	SGL	13636	Efna1
Chambers	HSC	SGL	13730	Emp1
Chambers	HSC	SGL	13800	Enah
Chambers	HSC	SGL	13805	Eng
Chambers	HSC	SGL	13807	Eno2
Chambers	HSC	SGL	13823	Epb4.1l3
Chambers	HSC	SGL	54357	Epb4.1l4b
Chambers	HSC	SGL	226352	Epb4.1l5
Chambers	HSC	SGL	69524	Esam1
Chambers	HSC	SGL	13982	Esr1
Chambers	HSC	SGL	14013	Evi1
Chambers	HSC	SGL	16456	F11r
Chambers	HSC	SGL	56473	Fads2
Chambers	HSC	SGL	50758	Fbxl17
Chambers	HSC	SGL	232237	Fgd5
Chambers	HSC	SGL	14166	Fgf11
