Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Giannakis	GEP	SGL	100038965	LOC100038965
Giannakis	GEP	SGL	100039281	LOC100039281
Giannakis	GEP	SGL	100039355	LOC100039355
Giannakis	GEP	SGL	100042604	LOC100042604
Giannakis	GEP	SGL	100043585	LOC100043585
Giannakis	GEP	SGL	100763	Ube3c
Giannakis	GEP	SGL	101437	Dhx32
Giannakis	GEP	SGL	102098	Arhgef18
Giannakis	GEP	SGL	103236	Csnk1g2
Giannakis	GEP	SGL	103694	Tmed4
Giannakis	GEP	SGL	103850	Nt5m
Giannakis	GEP	SGL	104099	Itga9
Giannakis	GEP	SGL	104416	Bap1
Giannakis	GEP	SGL	104445	Cdc42ep1
Giannakis	GEP	SGL	104625	Cnot6
Giannakis	GEP	SGL	105148	Iars
Giannakis	GEP	SGL	105298	Epdr1
Giannakis	GEP	SGL	105785	Kdelr3
Giannakis	GEP	SGL	106326	Osbpl11
Giannakis	GEP	SGL	106572	Rab31
Giannakis	GEP	SGL	106628	Trip10
Giannakis	GEP	SGL	106766	Stap2
Giannakis	GEP	SGL	107047	Psmg2
Giannakis	GEP	SGL	107271	Yars
Giannakis	GEP	SGL	107358	Tm9sf3
Giannakis	GEP	SGL	107435	Hat1
Giannakis	GEP	SGL	107477	Guca1b
Giannakis	GEP	SGL	107607	Nod1
Giannakis	GEP	SGL	107701	Sf3b4
Giannakis	GEP	SGL	107746	Rapgef1
Giannakis	GEP	SGL	107771	Bmyc
Giannakis	GEP	SGL	107829	Thoc5
Giannakis	GEP	SGL	107932	Chd4
Giannakis	GEP	SGL	107951	Cdk9
Giannakis	GEP	SGL	107995	Cdc20
Giannakis	GEP	SGL	108014	Sfrs9
Giannakis	GEP	SGL	108058	Camk2d
Giannakis	GEP	SGL	108069	Grm3
Giannakis	GEP	SGL	108077	Skiv2l
Giannakis	GEP	SGL	108096	Slco1a5
Giannakis	GEP	SGL	108101	Fermt3
Giannakis	GEP	SGL	108143	Taf9
Giannakis	GEP	SGL	108147	Atic
Giannakis	GEP	SGL	108148	Galnt2
Giannakis	GEP	SGL	108150	Galnt7
Giannakis	GEP	SGL	108151	Sema3d
Giannakis	GEP	SGL	108155	Ogt
Giannakis	GEP	SGL	108156	Mthfd1
Giannakis	GEP	SGL	108655	Foxp1
Giannakis	GEP	SGL	108699	Chn1
Giannakis	GEP	SGL	108705	Pttg1ip
Giannakis	GEP	SGL	108800	Ston2
Giannakis	GEP	SGL	109079	Sephs1
Giannakis	GEP	SGL	109154	2410014A08Rik
Giannakis	GEP	SGL	109904	Mcf2
Giannakis	GEP	SGL	109934	Abr
Giannakis	GEP	SGL	110157	Raf1
Giannakis	GEP	SGL	110173	Manba
Giannakis	GEP	SGL	110208	Pgd
Giannakis	GEP	SGL	110213	Tegt
Giannakis	GEP	SGL	110265	Msra
Giannakis	GEP	SGL	110521	Hivep1
Giannakis	GEP	SGL	110611	Hdlbp
Giannakis	GEP	SGL	110639	Prps2
Giannakis	GEP	SGL	110651	Rps6ka3
Giannakis	GEP	SGL	110750	Cse1l
Giannakis	GEP	SGL	110826	Etfb
Giannakis	GEP	SGL	110829	Lims1
Giannakis	GEP	SGL	110948	Hlcs
Giannakis	GEP	SGL	111173	Erc1
Giannakis	GEP	SGL	11303	Abca1
Giannakis	GEP	SGL	11304	Abca4
Giannakis	GEP	SGL	11308	Abi1
Giannakis	GEP	SGL	114141	Cldn16
Giannakis	GEP	SGL	114142	Foxp2
Giannakis	GEP	SGL	11428	Aco1
Giannakis	GEP	SGL	11449	Chrng
Giannakis	GEP	SGL	114584	Clic1
Giannakis	GEP	SGL	114716	Spred2
Giannakis	GEP	SGL	11477	Acvr1
Giannakis	GEP	SGL	11512	Adcy6
Giannakis	GEP	SGL	11513	Adcy7
Giannakis	GEP	SGL	11546	Parp2
Giannakis	GEP	SGL	11549	Adra1a
Giannakis	GEP	SGL	11566	Adss
Giannakis	GEP	SGL	11607	Agtr1a
Giannakis	GEP	SGL	11624	Ahrr
Giannakis	GEP	SGL	11625	Ahsg
Giannakis	GEP	SGL	11658	Alcam
Giannakis	GEP	SGL	116838	Rims2
Giannakis	GEP	SGL	116848	Baz2a
Giannakis	GEP	SGL	116871	Mta3
Giannakis	GEP	SGL	11694	Alx3
Giannakis	GEP	SGL	117167	Steap4
Giannakis	GEP	SGL	11736	Ankfy1
Giannakis	GEP	SGL	11754	Aoc3
Giannakis	GEP	SGL	117591	Slc2a9
Giannakis	GEP	SGL	117599	Helb
Giannakis	GEP	SGL	11764	Ap1b1
Giannakis	GEP	SGL	11773	Ap2m1
Giannakis	GEP	SGL	11784	Apba2
