Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Aiba	NSC	SGL	100087	Kti12
Aiba	NSC	SGL	100088	Rcc1
Aiba	NSC	SGL	101612	Grwd1
Aiba	NSC	SGL	101809	Spred3
Aiba	NSC	SGL	102278	Cpne7
Aiba	NSC	SGL	102920	Cenpi
Aiba	NSC	SGL	103213	Traf3ip2
Aiba	NSC	SGL	103468	Nup107
Aiba	NSC	SGL	104079	Nxph3
Aiba	NSC	SGL	104156	Etv5
Aiba	NSC	SGL	104215	Rhoq
Aiba	NSC	SGL	104732	4930427A07Rik
Aiba	NSC	SGL	104806	Fancm
Aiba	NSC	SGL	105005	AW125753
Aiba	NSC	SGL	105348	Golm1
Aiba	NSC	SGL	105349	Akr1c18
Aiba	NSC	SGL	105988	Espl1
Aiba	NSC	SGL	106344	Rfc4
Aiba	NSC	SGL	106582	Nrm
Aiba	NSC	SGL	106795	Tcf19
Aiba	NSC	SGL	107373	4632417K18Rik
Aiba	NSC	SGL	107435	Hat1
Aiba	NSC	SGL	107522	Ece2
Aiba	NSC	SGL	107815	Scml2
Aiba	NSC	SGL	107995	Cdc20
Aiba	NSC	SGL	108069	Grm3
Aiba	NSC	SGL	108150	Galnt7
Aiba	NSC	SGL	108671	Dnajc9
Aiba	NSC	SGL	108900	2700049P18Rik
Aiba	NSC	SGL	108907	Nusap1
Aiba	NSC	SGL	108911	Rcc2
Aiba	NSC	SGL	108961	E2f8
Aiba	NSC	SGL	108978	4930555G01Rik
Aiba	NSC	SGL	109050	6530418L21Rik
Aiba	NSC	SGL	109054	Pfdn4
Aiba	NSC	SGL	109212	6720460F02Rik
Aiba	NSC	SGL	109323	C1qtnf7
Aiba	NSC	SGL	109594	Lmo1
Aiba	NSC	SGL	110033	Kif22
Aiba	NSC	SGL	110074	Dut
Aiba	NSC	SGL	110095	Pygl
Aiba	NSC	SGL	110109	Nol1
Aiba	NSC	SGL	110196	Fdps
Aiba	NSC	SGL	110197	Dgkg
Aiba	NSC	SGL	110639	Prps2
Aiba	NSC	SGL	110749	Chaf1b
Aiba	NSC	SGL	110750	Cse1l
Aiba	NSC	SGL	11435	Chrna1
Aiba	NSC	SGL	114584	Clic1
Aiba	NSC	SGL	114606	Tle6
Aiba	NSC	SGL	114663	Impa2
Aiba	NSC	SGL	11475	Acta2
Aiba	NSC	SGL	11486	Ada
Aiba	NSC	SGL	11489	Adam12
Aiba	NSC	SGL	11492	Adam19
Aiba	NSC	SGL	11535	Adm
Aiba	NSC	SGL	11552	Adra2b
Aiba	NSC	SGL	11555	Adrb2
Aiba	NSC	SGL	11565	Adssl1
Aiba	NSC	SGL	11576	Afp
Aiba	NSC	SGL	11601	Angpt2
Aiba	NSC	SGL	11624	Ahrr
Aiba	NSC	SGL	11689	Alox5
Aiba	NSC	SGL	117591	Slc2a9
Aiba	NSC	SGL	11796	Birc3
Aiba	NSC	SGL	11799	Birc5
Aiba	NSC	SGL	11837	Arbp
Aiba	NSC	SGL	11838	Arc
Aiba	NSC	SGL	11839	Areg
Aiba	NSC	SGL	11859	Phox2a
Aiba	NSC	SGL	11987	Slc7a1
Aiba	NSC	SGL	11991	Hnrnpd
Aiba	NSC	SGL	11997	Akr1b7
Aiba	NSC	SGL	12012	Baat
Aiba	NSC	SGL	12021	Bard1
Aiba	NSC	SGL	12029	Bcl6b
Aiba	NSC	SGL	12062	Bdkrb2
Aiba	NSC	SGL	121021	Cspg4
Aiba	NSC	SGL	121022	Mrps6
Aiba	NSC	SGL	12142	Prdm1
Aiba	NSC	SGL	12144	Blm
Aiba	NSC	SGL	12162	Bmp7
Aiba	NSC	SGL	12189	Brca1
Aiba	NSC	SGL	12190	Brca2
Aiba	NSC	SGL	12212	Chic1
Aiba	NSC	SGL	12235	Bub1
Aiba	NSC	SGL	12236	Bub1b
