Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Sharov	MSC	SGL	228094	Cerkl
Sharov	MSC	SGL	56758	Mbnl1
Sharov	MSC	SGL	73998	Herc3
Sharov	MSC	SGL	107769	Tm6sf1
Sharov	MSC	SGL	235559	Topbp1
Sharov	MSC	SGL	14360	Fyn
Sharov	MSC	SGL	319710	Frmd6
Sharov	MSC	SGL	217830	9030617O03Rik
Sharov	MSC	SGL	13709	Elf1
Sharov	MSC	SGL	105855	Nckap1l
Sharov	MSC	SGL	240354	Malt1
Sharov	MSC	SGL	107373	4632417K18Rik
Sharov	MSC	SGL	17936	Nab1
Sharov	MSC	SGL	15950	Ifi203
Sharov	MSC	SGL	66632	Atpbd4
Sharov	MSC	SGL	241915	Phc3
Sharov	MSC	SGL	16451	Jak1
Sharov	MSC	SGL	52830	Pnrc2
Sharov	MSC	SGL	234463	Tmem34
Sharov	MSC	SGL	12402	Cbl
Sharov	MSC	SGL	56442	Serinc1
Sharov	MSC	SGL	20913	Stxbp4
Sharov	MSC	SGL	21763	Tex2
Sharov	MSC	SGL	110956	D17H6S56E-5
