Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Fortunel	ESC	SGL	11443	Chrnb1
Fortunel	ESC	SGL	11450	Adipoq
Fortunel	ESC	SGL	11459	Acta1
Fortunel	ESC	SGL	11532	Adh5
Fortunel	ESC	SGL	11533	Adh5-ps1
Fortunel	ESC	SGL	11545	Parp1
Fortunel	ESC	SGL	11546	Parp2
Fortunel	ESC	SGL	11555	Adrb2
Fortunel	ESC	SGL	11556	Adrb3
Fortunel	ESC	SGL	11566	Adss
Fortunel	ESC	SGL	11571	Crisp1
Fortunel	ESC	SGL	11614	Nr0b1
Fortunel	ESC	SGL	11615	AL024110
Fortunel	ESC	SGL	11630	Aim1
Fortunel	ESC	SGL	11637	Ak2
Fortunel	ESC	SGL	11640	Akap1
Fortunel	ESC	SGL	11647	Alpl
Fortunel	ESC	SGL	11677	Akr1b3
Fortunel	ESC	SGL	11692	Gfer
Fortunel	ESC	SGL	11744	Anxa11
Fortunel	ESC	SGL	11745	Anxa3
Fortunel	ESC	SGL	11758	Prdx6
Fortunel	ESC	SGL	11765	Ap1g1
Fortunel	ESC	SGL	11792	Apex1
Fortunel	ESC	SGL	11799	Birc5
Fortunel	ESC	SGL	11812	Apoc1
Fortunel	ESC	SGL	11816	Apoe
Fortunel	ESC	SGL	11819	Nr2f2
Fortunel	ESC	SGL	11821	Aprt
Fortunel	ESC	SGL	11908	Atf1
Fortunel	ESC	SGL	11927	Atox1
Fortunel	ESC	SGL	11931	Atp1b1
Fortunel	ESC	SGL	11946	Atp5a1
Fortunel	ESC	SGL	11989	Slc7a3
Fortunel	ESC	SGL	11991	Hnrnpd
Fortunel	ESC	SGL	12005	Axin1
Fortunel	ESC	SGL	12028	Bax
Fortunel	ESC	SGL	12029	Bcl6b
Fortunel	ESC	SGL	12034	Phb2
Fortunel	ESC	SGL	12036	Bcat2
Fortunel	ESC	SGL	12039	Bckdha
Fortunel	ESC	SGL	12067	Ube2n-ps1
Fortunel	ESC	SGL	12116	Bhmt
Fortunel	ESC	SGL	12124	Bik
