Study	Stem cell type	Gene list type	Entrez Gene	Gene name
RamalhoSantos	ESC	SGL	11364	Acadm
RamalhoSantos	ESC	SGL	11370	Acadvl
RamalhoSantos	ESC	SGL	11416	Slc33a1
RamalhoSantos	ESC	SGL	11431	Acp1
RamalhoSantos	ESC	SGL	11451	Acrv1
RamalhoSantos	ESC	SGL	11464	Actc1
RamalhoSantos	ESC	SGL	11475	Acta2
RamalhoSantos	ESC	SGL	11492	Adam19
RamalhoSantos	ESC	SGL	11502	Adam9
RamalhoSantos	ESC	SGL	11532	Adh5
RamalhoSantos	ESC	SGL	11533	Adh5-ps1
RamalhoSantos	ESC	SGL	11545	Parp1
RamalhoSantos	ESC	SGL	11556	Adrb3
RamalhoSantos	ESC	SGL	11566	Adss
RamalhoSantos	ESC	SGL	11571	Crisp1
RamalhoSantos	ESC	SGL	11609	Agtr2
RamalhoSantos	ESC	SGL	11614	Nr0b1
RamalhoSantos	ESC	SGL	11615	AL024110
RamalhoSantos	ESC	SGL	11622	Ahr
RamalhoSantos	ESC	SGL	11639	Ak3l1
RamalhoSantos	ESC	SGL	11647	Alpl
RamalhoSantos	ESC	SGL	11648	Akp3
RamalhoSantos	ESC	SGL	11677	Akr1b3
RamalhoSantos	ESC	SGL	11692	Gfer
RamalhoSantos	ESC	SGL	11702	Amd1
RamalhoSantos	ESC	SGL	11740	Slc25a5
RamalhoSantos	ESC	SGL	11752	Anxa8
RamalhoSantos	ESC	SGL	11778	Ap3s2
RamalhoSantos	ESC	SGL	11792	Apex1
RamalhoSantos	ESC	SGL	11811	Apobec2
RamalhoSantos	ESC	SGL	11886	Asah1
RamalhoSantos	ESC	SGL	11898	Ass1
RamalhoSantos	ESC	SGL	11907	Ate1
RamalhoSantos	ESC	SGL	11908	Atf1
RamalhoSantos	ESC	SGL	11909	Atf2
RamalhoSantos	ESC	SGL	11931	Atp1b1
RamalhoSantos	ESC	SGL	11950	Atp5f1
RamalhoSantos	ESC	SGL	11957	Atp5j
RamalhoSantos	ESC	SGL	11964	Atp6v1a
RamalhoSantos	ESC	SGL	11989	Slc7a3
RamalhoSantos	ESC	SGL	11991	Hnrnpd
RamalhoSantos	ESC	SGL	12028	Bax
RamalhoSantos	ESC	SGL	12033	Bcap29
RamalhoSantos	ESC	SGL	12035	Bcat1
