Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Sharov	ESC	SGL	100763	Ube3c
Sharov	ESC	SGL	101471	AA673488
Sharov	ESC	SGL	102093	Phkb
Sharov	ESC	SGL	102657	Cd276
Sharov	ESC	SGL	104156	Etv5
Sharov	ESC	SGL	106957	Slc39a6
Sharov	ESC	SGL	108653	4933426K21Rik
Sharov	ESC	SGL	108837	Ibtk
Sharov	ESC	SGL	11920	Atm
Sharov	ESC	SGL	11989	Slc7a3
Sharov	ESC	SGL	12070	Ngfrap1
Sharov	ESC	SGL	12740	Cldn4
Sharov	ESC	SGL	12822	Col18a1
Sharov	ESC	SGL	13605	Ect2
Sharov	ESC	SGL	13619	Phc1
Sharov	ESC	SGL	13800	Enah
Sharov	ESC	SGL	13990	Smarcad1
Sharov	ESC	SGL	14388	Gab1
Sharov	ESC	SGL	14584	Gfpt2
Sharov	ESC	SGL	14635	Galk1
Sharov	ESC	SGL	14786	Grb7
Sharov	ESC	SGL	15366	Hmmr
Sharov	ESC	SGL	16210	Impact
Sharov	ESC	SGL	16400	Itga3
Sharov	ESC	SGL	16468	Jarid2
Sharov	ESC	SGL	17089	Lyar
Sharov	ESC	SGL	17765	Mtf2
Sharov	ESC	SGL	17865	Mybl2
Sharov	ESC	SGL	17979	Ncoa3
Sharov	ESC	SGL	18045	Nfyb
Sharov	ESC	SGL	18140	Uhrf1
Sharov	ESC	SGL	18968	Pola1
Sharov	ESC	SGL	19207	Ptch2
Sharov	ESC	SGL	19730	Ralgds
Sharov	ESC	SGL	20591	Jarid1c
Sharov	ESC	SGL	20603	Sms
Sharov	ESC	SGL	208194	Endogl1
Sharov	ESC	SGL	209558	Enpp3
Sharov	ESC	SGL	210009	Mtrr
Sharov	ESC	SGL	215476	C330019G07Rik
Sharov	ESC	SGL	216877	Dhx33
Sharov	ESC	SGL	219103	Cenpj
Sharov	ESC	SGL	22249	Unc13b
Sharov	ESC	SGL	22390	Wee1
Sharov	ESC	SGL	226519	Lamc1
Sharov	ESC	SGL	226751	Cdc42bpa
Sharov	ESC	SGL	227099	Pms1
Sharov	ESC	SGL	228026	Pdk1
Sharov	ESC	SGL	230484	Usp1
Sharov	ESC	SGL	230770	Tmem39b
Sharov	ESC	SGL	231051	Mll3
Sharov	ESC	SGL	233805	Dcun1d3
Sharov	ESC	SGL	234865	Nup133
Sharov	ESC	SGL	235184	BC024479
Sharov	ESC	SGL	235469	Suhw4
Sharov	ESC	SGL	23808	Ash2l
Sharov	ESC	SGL	23983	Pcbp1
Sharov	ESC	SGL	24074	Taf7
Sharov	ESC	SGL	26932	Ppp2r5e
Sharov	ESC	SGL	269470	Wdr3
Sharov	ESC	SGL	27355	X99384
Sharov	ESC	SGL	29808	Mga
Sharov	ESC	SGL	319955	Ercc6
Sharov	ESC	SGL	320557	B230112C05Rik
Sharov	ESC	SGL	320806	Gfm2
Sharov	ESC	SGL	330409	Cecr2
Sharov	ESC	SGL	330662	Dock1
Sharov	ESC	SGL	382038	AK122209
Sharov	ESC	SGL	404710	Iqgap3
Sharov	ESC	SGL	51869	Rif1
Sharov	ESC	SGL	54484	Mkrn1
Sharov	ESC	SGL	56697	Akap10
Sharov	ESC	SGL	56742	Psrc1
Sharov	ESC	SGL	57434	Xrcc2
Sharov	ESC	SGL	58180	Hic2
Sharov	ESC	SGL	58865	Tdh
Sharov	ESC	SGL	63959	Slc29a1
Sharov	ESC	SGL	65020	Zfp110
Sharov	ESC	SGL	66011	Ranbp17
Sharov	ESC	SGL	66262	Ing5
Sharov	ESC	SGL	668572	2610021A01Rik
Sharov	ESC	SGL	68916	Cdkal1
Sharov	ESC	SGL	69748	Aldh16a1
Sharov	ESC	SGL	70767	Prpf3
Sharov	ESC	SGL	71715	Dhx35
Sharov	ESC	SGL	71950	Nanog
Sharov	ESC	SGL	71988	Esco2
Sharov	ESC	SGL	72415	Sgol1
Sharov	ESC	SGL	72754	Arhgef10l
Sharov	ESC	SGL	74143	Opa1
Sharov	ESC	SGL	74370	4932417H02Rik
Sharov	ESC	SGL	74414	Polr3c
Sharov	ESC	SGL	75605	Jarid1b
Sharov	ESC	SGL	75746	Morc4
Sharov	ESC	SGL	77963	Hook1
Sharov	ESC	SGL	83397	Akap12
Sharov	ESC	SGL	94242	Tinagl
