Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Fevr	InSC	SGL	101612	Grwd1
Fevr	InSC	SGL	102334	Ankrd10
Fevr	InSC	SGL	103573	Xpo1
Fevr	InSC	SGL	104721	Ddx1
Fevr	InSC	SGL	104836	Cbll1
Fevr	InSC	SGL	105837	Mtbp
Fevr	InSC	SGL	106344	Rfc4
Fevr	InSC	SGL	106582	Nrm
Fevr	InSC	SGL	107435	Hat1
Fevr	InSC	SGL	107995	Cdc20
Fevr	InSC	SGL	108143	Taf9
Fevr	InSC	SGL	108156	Mthfd1
Fevr	InSC	SGL	108723	Card11
Fevr	InSC	SGL	110033	Kif22
Fevr	InSC	SGL	110052	Dek
Fevr	InSC	SGL	110460	Acat2
Fevr	InSC	SGL	110639	Prps2
Fevr	InSC	SGL	110749	Chaf1b
Fevr	InSC	SGL	110809	Sfrs1
Fevr	InSC	SGL	111175	Pecr
Fevr	InSC	SGL	11431	Acp1
Fevr	InSC	SGL	11432	Acp2
Fevr	InSC	SGL	114663	Impa2
Fevr	InSC	SGL	11486	Ada
Fevr	InSC	SGL	11551	Adra2a
Fevr	InSC	SGL	11564	Adsl
Fevr	InSC	SGL	11576	Afp
Fevr	InSC	SGL	116847	Prelp
Fevr	InSC	SGL	11692	Gfer
Fevr	InSC	SGL	11740	Slc25a5
Fevr	InSC	SGL	11774	Ap3b1
Fevr	InSC	SGL	11792	Apex1
Fevr	InSC	SGL	11799	Birc5
Fevr	InSC	SGL	11826	Aqp1
Fevr	InSC	SGL	11829	Aqp4
Fevr	InSC	SGL	11845	Arf6
Fevr	InSC	SGL	11855	Arhgap5
Fevr	InSC	SGL	11925	Neurog3
Fevr	InSC	SGL	11957	Atp5j
Fevr	InSC	SGL	12006	Axin2
Fevr	InSC	SGL	12055	Bcl7c
Fevr	InSC	SGL	12189	Brca1
Fevr	InSC	SGL	12190	Brca2
Fevr	InSC	SGL	12235	Bub1
Fevr	InSC	SGL	12236	Bub1b
Fevr	InSC	SGL	12387	Ctnnb1
Fevr	InSC	SGL	12400	Cbfb
Fevr	InSC	SGL	12412	Cbx1
Fevr	InSC	SGL	12419	Cbx5
Fevr	InSC	SGL	12421	Rb1cc1
Fevr	InSC	SGL	12428	Ccna2
Fevr	InSC	SGL	12442	Ccnb2
Fevr	InSC	SGL	12443	Ccnd1
Fevr	InSC	SGL	12444	Ccnd2
Fevr	InSC	SGL	12448	Ccne2
Fevr	InSC	SGL	12461	Cct2
Fevr	InSC	SGL	12462	Cct3
