Study	Stem cell type	Gene list type	Entrez Gene	Gene name
RamalhoSantos	HSC	SGL	11303	Abca1
RamalhoSantos	HSC	SGL	11307	Abcg1
RamalhoSantos	HSC	SGL	11363	Acadl
RamalhoSantos	HSC	SGL	11364	Acadm
RamalhoSantos	HSC	SGL	11426	Macf1
RamalhoSantos	HSC	SGL	11430	Acox1
RamalhoSantos	HSC	SGL	11443	Chrnb1
RamalhoSantos	HSC	SGL	11480	Acvr2a
RamalhoSantos	HSC	SGL	11497	Adam3
RamalhoSantos	HSC	SGL	11502	Adam9
RamalhoSantos	HSC	SGL	11512	Adcy6
RamalhoSantos	HSC	SGL	11513	Adcy7
RamalhoSantos	HSC	SGL	11540	Adora2a
RamalhoSantos	HSC	SGL	11544	Adprh
RamalhoSantos	HSC	SGL	11546	Parp2
RamalhoSantos	HSC	SGL	11569	Aebp2
RamalhoSantos	HSC	SGL	11622	Ahr
RamalhoSantos	HSC	SGL	11630	Aim1
RamalhoSantos	HSC	SGL	11632	Aip
RamalhoSantos	HSC	SGL	11636	Ak1
RamalhoSantos	HSC	SGL	11639	Ak3l1
RamalhoSantos	HSC	SGL	11676	Aldoc
RamalhoSantos	HSC	SGL	11677	Akr1b3
RamalhoSantos	HSC	SGL	11692	Gfer
RamalhoSantos	HSC	SGL	11732	Ank
RamalhoSantos	HSC	SGL	11764	Ap1b1
RamalhoSantos	HSC	SGL	11767	Ap1m1
RamalhoSantos	HSC	SGL	11772	Ap2a2
RamalhoSantos	HSC	SGL	11773	Ap2m1
RamalhoSantos	HSC	SGL	11787	Apbb2
RamalhoSantos	HSC	SGL	11797	Birc2
RamalhoSantos	HSC	SGL	11804	Aplp2
RamalhoSantos	HSC	SGL	11816	Apoe
RamalhoSantos	HSC	SGL	11836	Araf
RamalhoSantos	HSC	SGL	11852	Rhob
RamalhoSantos	HSC	SGL	11854	Rhod
RamalhoSantos	HSC	SGL	11875	Art5
RamalhoSantos	HSC	SGL	11883	Arsa
RamalhoSantos	HSC	SGL	11910	Atf3
RamalhoSantos	HSC	SGL	11928	Atp1a1
RamalhoSantos	HSC	SGL	11938	Atp2a2
RamalhoSantos	HSC	SGL	11993	Aup1
RamalhoSantos	HSC	SGL	12005	Axin1
RamalhoSantos	HSC	SGL	12009	Azi1
RamalhoSantos	HSC	SGL	12012	Baat
RamalhoSantos	HSC	SGL	12040	Bckdhb
RamalhoSantos	HSC	SGL	12044	Bcl2a1a
RamalhoSantos	HSC	SGL	12051	Bcl3
RamalhoSantos	HSC	SGL	12053	Bcl6
RamalhoSantos	HSC	SGL	12054	Bcl7b
RamalhoSantos	HSC	SGL	12091	Glb1
RamalhoSantos	HSC	SGL	12111	Bgn
RamalhoSantos	HSC	SGL	12151	Bmi1
RamalhoSantos	HSC	SGL	12153	Bmp1
RamalhoSantos	HSC	SGL	12159	Bmp4
RamalhoSantos	HSC	SGL	12162	Bmp7
RamalhoSantos	HSC	SGL	12173	Bnc1
RamalhoSantos	HSC	SGL	12180	Smyd1
RamalhoSantos	HSC	SGL	12183	Bpgm
RamalhoSantos	HSC	SGL	12190	Brca2
RamalhoSantos	HSC	SGL	12193	Zfp36l2
RamalhoSantos	HSC	SGL	12228	Btg3
RamalhoSantos	HSC	SGL	12258	Serping1
RamalhoSantos	HSC	SGL	12328	Caml
RamalhoSantos	HSC	SGL	12337	Capn5
RamalhoSantos	HSC	SGL	12351	Car4
RamalhoSantos	HSC	SGL	12363	Casp4
RamalhoSantos	HSC	SGL	12364	Casp12
RamalhoSantos	HSC	SGL	12365	Casp14
RamalhoSantos	HSC	SGL	12367	Casp3
RamalhoSantos	HSC	SGL	12393	Runx2
RamalhoSantos	HSC	SGL	12406	Serpinh1
RamalhoSantos	HSC	SGL	12408	Cbr1
RamalhoSantos	HSC	SGL	12443	Ccnd1
RamalhoSantos	HSC	SGL	12460	Ccs
RamalhoSantos	HSC	SGL	12476	Cd151
RamalhoSantos	HSC	SGL	12479	Cd1d1
RamalhoSantos	HSC	SGL	12509	Cd59a
RamalhoSantos	HSC	SGL	12519	Cd80
RamalhoSantos	HSC	SGL	12520	Cd81
RamalhoSantos	HSC	SGL	12522	Cd83
RamalhoSantos	HSC	SGL	12537	Cdc2l1
RamalhoSantos	HSC	SGL	12560	Cdh3
RamalhoSantos	HSC	SGL	12575	Cdkn1a
RamalhoSantos	HSC	SGL	12577	Cdkn1c
RamalhoSantos	HSC	SGL	12608	Cebpb
RamalhoSantos	HSC	SGL	12616	Cenpb
RamalhoSantos	HSC	SGL	12617	Cenpc1
RamalhoSantos	HSC	SGL	12643	Chad
RamalhoSantos	HSC	SGL	12648	Chd1
