Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Stappenback	SiEP	SGL	101706	Numa1
Stappenback	SiEP	SGL	102857	Slc6a8
Stappenback	SiEP	SGL	107589	Mylk
Stappenback	SiEP	SGL	109652	Acy1
Stappenback	SiEP	SGL	11461	Actb
Stappenback	SiEP	SGL	11739	Slc25a4
Stappenback	SiEP	SGL	11740	Slc25a5
Stappenback	SiEP	SGL	11800	Api5
Stappenback	SiEP	SGL	11808	Apoa4
Stappenback	SiEP	SGL	11813	Apoc2
Stappenback	SiEP	SGL	11947	Atp5b
Stappenback	SiEP	SGL	11951	Atp5g1
Stappenback	SiEP	SGL	11997	Akr1b7
Stappenback	SiEP	SGL	12010	B2m
Stappenback	SiEP	SGL	12013	Bach1
Stappenback	SiEP	SGL	12227	Btg2
Stappenback	SiEP	SGL	12306	Anxa2
Stappenback	SiEP	SGL	12309	S100g
Stappenback	SiEP	SGL	12368	Casp6
Stappenback	SiEP	SGL	12652	Chga
Stappenback	SiEP	SGL	12653	Chgb
Stappenback	SiEP	SGL	12799	Cnp
Stappenback	SiEP	SGL	12858	Cox5a
Stappenback	SiEP	SGL	13001	Csnk2b
Stappenback	SiEP	SGL	13040	Ctss
Stappenback	SiEP	SGL	13113	Cyp3a13
Stappenback	SiEP	SGL	13167	Dbi
Stappenback	SiEP	SGL	13180	Pcbd1
Stappenback	SiEP	SGL	13185	Dscr3
Stappenback	SiEP	SGL	13207	Ddx5
Stappenback	SiEP	SGL	13809	Enpep
Stappenback	SiEP	SGL	14043	Ext2
Stappenback	SiEP	SGL	14079	Fabp2
Stappenback	SiEP	SGL	14080	Fabp1
Stappenback	SiEP	SGL	14607	Gip
Stappenback	SiEP	SGL	14683	Gnas
Stappenback	SiEP	SGL	14718	Got1
Stappenback	SiEP	SGL	14733	Gpc1
Stappenback	SiEP	SGL	15006	H2-Q1
Stappenback	SiEP	SGL	15078	H3f3a
Stappenback	SiEP	SGL	15212	Hexb
Stappenback	SiEP	SGL	15567	Slc6a4
Stappenback	SiEP	SGL	16164	Il13ra1
Stappenback	SiEP	SGL	16204	Fabp6
Stappenback	SiEP	SGL	16691	Krt8
Stappenback	SiEP	SGL	17187	Max
Stappenback	SiEP	SGL	17288	Mep1b
Stappenback	SiEP	SGL	17319	Mif
Stappenback	SiEP	SGL	17449	Mdh1
Stappenback	SiEP	SGL	17540	Mrvi1
Stappenback	SiEP	SGL	18148	Npm1
Stappenback	SiEP	SGL	18221	Nudc
Stappenback	SiEP	SGL	18416	Otc
Stappenback	SiEP	SGL	18477	Prdx1
Stappenback	SiEP	SGL	18518	Igbp1
Stappenback	SiEP	SGL	18546	Pcp4
Stappenback	SiEP	SGL	18624	Pepd
Stappenback	SiEP	SGL	18858	Pmp22
Stappenback	SiEP	SGL	19053	Ppp2cb
Stappenback	SiEP	SGL	19171	Psmb10
Stappenback	SiEP	SGL	19182	Psmc3
Stappenback	SiEP	SGL	19241	Tmsb4x
Stappenback	SiEP	SGL	19324	Rab1
Stappenback	SiEP	SGL	19672	Rcn1
Stappenback	SiEP	SGL	19891	Rpa2
Stappenback	SiEP	SGL	19896	Rpl10a
Stappenback	SiEP	SGL	20018	Rpo1-3
Stappenback	SiEP	SGL	20102	Rps4x
Stappenback	SiEP	SGL	20218	Khdrbs1
Stappenback	SiEP	SGL	20229	Sat1
Stappenback	SiEP	SGL	20280	Scp2
Stappenback	SiEP	SGL	20300	Ccl25
Stappenback	SiEP	SGL	20363	Sepp1
