Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Kiel	HSC(Femur-HSC)	SGL	101502	Hsd3b7
Kiel	HSC(Femur-HSC)	SGL	101706	Numa1
Kiel	HSC(Femur-HSC)	SGL	102294	Cyp4v3
Kiel	HSC(Femur-HSC)	SGL	103098	Slc6a15
Kiel	HSC(Femur-HSC)	SGL	103710	Slc35e4
Kiel	HSC(Femur-HSC)	SGL	105439	Slain1
Kiel	HSC(Femur-HSC)	SGL	105689	Mycbp2
Kiel	HSC(Femur-HSC)	SGL	106064	AW549877
Kiel	HSC(Femur-HSC)	SGL	107250	Kazald1
Kiel	HSC(Femur-HSC)	SGL	108062	Cstf2
Kiel	HSC(Femur-HSC)	SGL	108767	Pnrc1
Kiel	HSC(Femur-HSC)	SGL	108807	4933415E08Rik
Kiel	HSC(Femur-HSC)	SGL	108946	Zzz3
Kiel	HSC(Femur-HSC)	SGL	109332	Cdcp1
Kiel	HSC(Femur-HSC)	SGL	11303	Abca1
Kiel	HSC(Femur-HSC)	SGL	11364	Acadm
Kiel	HSC(Femur-HSC)	SGL	114674	Gtf2ird2
Kiel	HSC(Femur-HSC)	SGL	114716	Spred2
Kiel	HSC(Femur-HSC)	SGL	11480	Acvr2a
Kiel	HSC(Femur-HSC)	SGL	11622	Ahr
Kiel	HSC(Femur-HSC)	SGL	11657	Alb
Kiel	HSC(Femur-HSC)	SGL	11746	Anxa4
Kiel	HSC(Femur-HSC)	SGL	11807	Apoa2
Kiel	HSC(Femur-HSC)	SGL	11816	Apoe
Kiel	HSC(Femur-HSC)	SGL	11836	Araf
Kiel	HSC(Femur-HSC)	SGL	11843	Arf4
Kiel	HSC(Femur-HSC)	SGL	11846	Arg1
Kiel	HSC(Femur-HSC)	SGL	12033	Bcap29
Kiel	HSC(Femur-HSC)	SGL	12040	Bckdhb
Kiel	HSC(Femur-HSC)	SGL	12111	Bgn
Kiel	HSC(Femur-HSC)	SGL	12151	Bmi1
Kiel	HSC(Femur-HSC)	SGL	12193	Zfp36l2
Kiel	HSC(Femur-HSC)	SGL	12350	Car3
Kiel	HSC(Femur-HSC)	SGL	12366	Casp2
Kiel	HSC(Femur-HSC)	SGL	12368	Casp6
Kiel	HSC(Femur-HSC)	SGL	12398	Cbfa2t3
Kiel	HSC(Femur-HSC)	SGL	12469	Cct8
Kiel	HSC(Femur-HSC)	SGL	12479	Cd1d1
Kiel	HSC(Femur-HSC)	SGL	12480	Cd1d2
Kiel	HSC(Femur-HSC)	SGL	12490	Cd34
Kiel	HSC(Femur-HSC)	SGL	12520	Cd81
Kiel	HSC(Femur-HSC)	SGL	12577	Cdkn1c
Kiel	HSC(Femur-HSC)	SGL	12785	Cnbp
Kiel	HSC(Femur-HSC)	SGL	12826	Col4a1
Kiel	HSC(Femur-HSC)	SGL	12827	Col4a2
Kiel	HSC(Femur-HSC)	SGL	12894	Cpt1a
Kiel	HSC(Femur-HSC)	SGL	12946	Cr1l
Kiel	HSC(Femur-HSC)	SGL	13024	Ctla2a
Kiel	HSC(Femur-HSC)	SGL	13025	Ctla2b
Kiel	HSC(Femur-HSC)	SGL	13070	Cyp11a1
Kiel	HSC(Femur-HSC)	SGL	13096	Cyp2c37
Kiel	HSC(Femur-HSC)	SGL	13106	Cyp2e1
Kiel	HSC(Femur-HSC)	SGL	13107	Cyp2f2
Kiel	HSC(Femur-HSC)	SGL	13112	Cyp3a11
Kiel	HSC(Femur-HSC)	SGL	13123	Cyp7b1
Kiel	HSC(Femur-HSC)	SGL	13138	Dag1
Kiel	HSC(Femur-HSC)	SGL	13170	Dbp
Kiel	HSC(Femur-HSC)	SGL	13180	Pcbd1
Kiel	HSC(Femur-HSC)	SGL	13207	Ddx5
Kiel	HSC(Femur-HSC)	SGL	13411	Dnahc11
Kiel	HSC(Femur-HSC)	SGL	13805	Eng
Kiel	HSC(Femur-HSC)	SGL	13909	EG13909
Kiel	HSC(Femur-HSC)	SGL	13990	Smarcad1
Kiel	HSC(Femur-HSC)	SGL	14049	Eya2
Kiel	HSC(Femur-HSC)	SGL	14062	F2r
Kiel	HSC(Femur-HSC)	SGL	14065	F2rl3
Kiel	HSC(Femur-HSC)	SGL	14073	Faah
Kiel	HSC(Femur-HSC)	SGL	140742	Sesn1
Kiel	HSC(Femur-HSC)	SGL	14080	Fabp1
Kiel	HSC(Femur-HSC)	SGL	14085	Fah
Kiel	HSC(Femur-HSC)	SGL	14121	Fbp1
Kiel	HSC(Femur-HSC)	SGL	14148	Fdx1
Kiel	HSC(Femur-HSC)	SGL	14161	Fga
Kiel	HSC(Femur-HSC)	SGL	14166	Fgf11
Kiel	HSC(Femur-HSC)	SGL	14199	Fhl1
Kiel	HSC(Femur-HSC)	SGL	14281	Fos
Kiel	HSC(Femur-HSC)	SGL	14388	Gab1
Kiel	HSC(Femur-HSC)	SGL	14455	Gas5
Kiel	HSC(Femur-HSC)	SGL	14461	Gata2
Kiel	HSC(Femur-HSC)	SGL	14462	Gata3
Kiel	HSC(Femur-HSC)	SGL	14467	Gbas
Kiel	HSC(Femur-HSC)	SGL	14469	Gbp2
Kiel	HSC(Femur-HSC)	SGL	14473	Gc
Kiel	HSC(Femur-HSC)	SGL	14609	Gja1
Kiel	HSC(Femur-HSC)	SGL	14663	Glycam1
Kiel	HSC(Femur-HSC)	SGL	14697	Gnb5
Kiel	HSC(Femur-HSC)	SGL	14768	Lancl1
Kiel	HSC(Femur-HSC)	SGL	14789	Leprel2
Kiel	HSC(Femur-HSC)	SGL	14852	Gspt1
Kiel	HSC(Femur-HSC)	SGL	14873	Gsto1
Kiel	HSC(Femur-HSC)	SGL	14874	Gstz1
Kiel	HSC(Femur-HSC)	SGL	14886	Gtf2i
Kiel	HSC(Femur-HSC)	SGL	14913	Guca1a
Kiel	HSC(Femur-HSC)	SGL	14979	H2-Ke6
Kiel	HSC(Femur-HSC)	SGL	15024	H2-T10
Kiel	HSC(Femur-HSC)	SGL	15032	H2-T17
Kiel	HSC(Femur-HSC)	SGL	15107	Hadh
Kiel	HSC(Femur-HSC)	SGL	15242	Hhex
Kiel	HSC(Femur-HSC)	SGL	15278	Tfb2m
Kiel	HSC(Femur-HSC)	SGL	15289	Hmgb1
Kiel	HSC(Femur-HSC)	SGL	15387	Hnrnpk
Kiel	HSC(Femur-HSC)	SGL	15495	Hsd3b4
Kiel	HSC(Femur-HSC)	SGL	15525	Hspa4
Kiel	HSC(Femur-HSC)	SGL	15526	Hspa9
Kiel	HSC(Femur-HSC)	SGL	15950	Ifi203
Kiel	HSC(Femur-HSC)	SGL	16158	Il11ra2
Kiel	HSC(Femur-HSC)	SGL	16168	Il15
Kiel	HSC(Femur-HSC)	SGL	16205	Gimap1
Kiel	HSC(Femur-HSC)	SGL	16341	Eif3e
Kiel	HSC(Femur-HSC)	SGL	16403	Itga6
Kiel	HSC(Femur-HSC)	SGL	16431	Itm2a
Kiel	HSC(Femur-HSC)	SGL	16443	Itsn1
Kiel	HSC(Femur-HSC)	SGL	16456	F11r
Kiel	HSC(Femur-HSC)	SGL	16483	Kap
Kiel	HSC(Femur-HSC)	SGL	16543	Mdfic
Kiel	HSC(Femur-HSC)	SGL	16563	Kif2a
Kiel	HSC(Femur-HSC)	SGL	16590	Kit
Kiel	HSC(Femur-HSC)	SGL	16624	Klk1b8
Kiel	HSC(Femur-HSC)	SGL	16644	Kng1
Kiel	HSC(Femur-HSC)	SGL	16668	Krt18
Kiel	HSC(Femur-HSC)	SGL	16909	Lmo2
Kiel	HSC(Femur-HSC)	SGL	170439	Elovl6
Kiel	HSC(Femur-HSC)	SGL	17062	Ly6
Kiel	HSC(Femur-HSC)	SGL	17063	Muc13
Kiel	HSC(Femur-HSC)	SGL	170942	Erdr1
Kiel	HSC(Femur-HSC)	SGL	17125	Smad1
Kiel	HSC(Femur-HSC)	SGL	17268	Meis1
Kiel	HSC(Femur-HSC)	SGL	17766	Nudt1
Kiel	HSC(Femur-HSC)	SGL	17769	Mthfr
Kiel	HSC(Femur-HSC)	SGL	17840	Mup1
Kiel	HSC(Femur-HSC)	SGL	17842	Mup3
Kiel	HSC(Femur-HSC)	SGL	17843	Mup4
Kiel	HSC(Femur-HSC)	SGL	17844	Mup5
Kiel	HSC(Femur-HSC)	SGL	17850	Mut
Kiel	HSC(Femur-HSC)	SGL	17858	Mx2
Kiel	HSC(Femur-HSC)	SGL	17863	Myb
Kiel	HSC(Femur-HSC)	SGL	17975	Ncl
Kiel	HSC(Femur-HSC)	SGL	17984	Ndn
Kiel	HSC(Femur-HSC)	SGL	17999	Nedd4
Kiel	HSC(Femur-HSC)	SGL	18109	Mycn
Kiel	HSC(Femur-HSC)	SGL	18201	Nsmaf
Kiel	HSC(Femur-HSC)	SGL	18416	Otc
Kiel	HSC(Femur-HSC)	SGL	18432	Mybbp1a
Kiel	HSC(Femur-HSC)	SGL	18458	Pabpc1
Kiel	HSC(Femur-HSC)	SGL	18478	Pah
Kiel	HSC(Femur-HSC)	SGL	18597	Pdha1
Kiel	HSC(Femur-HSC)	SGL	18647	Pftk1
Kiel	HSC(Femur-HSC)	SGL	18712	Pim1
Kiel	HSC(Femur-HSC)	SGL	18749	Prkacb
Kiel	HSC(Femur-HSC)	SGL	18761	Prkcq
Kiel	HSC(Femur-HSC)	SGL	18764	Pkd2
Kiel	HSC(Femur-HSC)	SGL	18767	Pkia
Kiel	HSC(Femur-HSC)	SGL	18815	Plg
Kiel	HSC(Femur-HSC)	SGL	18949	Pnn
Kiel	HSC(Femur-HSC)	SGL	18979	Pon1
Kiel	HSC(Femur-HSC)	SGL	19024	Ppfibp2
Kiel	HSC(Femur-HSC)	SGL	19038	Ppic
Kiel	HSC(Femur-HSC)	SGL	19124	Procr
Kiel	HSC(Femur-HSC)	SGL	19212	Pter
Kiel	HSC(Femur-HSC)	SGL	192287	Slc25a36
Kiel	HSC(Femur-HSC)	SGL	19299	Abcd3
Kiel	HSC(Femur-HSC)	SGL	193813	Mcfd2
Kiel	HSC(Femur-HSC)	SGL	19655	Rbmx
Kiel	HSC(Femur-HSC)	SGL	19659	Rbp1
Kiel	HSC(Femur-HSC)	SGL	19662	Rbp4
Kiel	HSC(Femur-HSC)	SGL	19672	Rcn1
Kiel	HSC(Femur-HSC)	SGL	19714	Rev3l
Kiel	HSC(Femur-HSC)	SGL	19729	Rag1ap1
Kiel	HSC(Femur-HSC)	SGL	19733	Rgn
Kiel	HSC(Femur-HSC)	SGL	20116	Rps8
Kiel	HSC(Femur-HSC)	SGL	20187	Ryk
Kiel	HSC(Femur-HSC)	SGL	20250	Scd2
Kiel	HSC(Femur-HSC)	SGL	20301	Ccl27
Kiel	HSC(Femur-HSC)	SGL	20317	Serpinf1
Kiel	HSC(Femur-HSC)	SGL	20324	Sdpr
Kiel	HSC(Femur-HSC)	SGL	20382	Sfrs2
Kiel	HSC(Femur-HSC)	SGL	20384	Sfrs5
Kiel	HSC(Femur-HSC)	SGL	20392	Sgce
Kiel	HSC(Femur-HSC)	SGL	20496	Slc12a2
Kiel	HSC(Femur-HSC)	SGL	20505	Slc34a1
Kiel	HSC(Femur-HSC)	SGL	20524	Slc25a17
Kiel	HSC(Femur-HSC)	SGL	20677	Sox4
Kiel	HSC(Femur-HSC)	SGL	20700	Serpina1a
Kiel	HSC(Femur-HSC)	SGL	20701	Serpina1b
Kiel	HSC(Femur-HSC)	SGL	20702	Serpina1c
Kiel	HSC(Femur-HSC)	SGL	20703	Serpina1d
Kiel	HSC(Femur-HSC)	SGL	20704	Serpina1e
Kiel	HSC(Femur-HSC)	SGL	20715	Serpina3g
Kiel	HSC(Femur-HSC)	SGL	20729	Spin1
Kiel	HSC(Femur-HSC)	SGL	20744	Strbp
Kiel	HSC(Femur-HSC)	SGL	20917	Suclg2
Kiel	HSC(Femur-HSC)	SGL	210126	Lpp
Kiel	HSC(Femur-HSC)	SGL	21349	Tal1
Kiel	HSC(Femur-HSC)	SGL	21355	Tap2
Kiel	HSC(Femur-HSC)	SGL	21391	Tbxas1
Kiel	HSC(Femur-HSC)	SGL	21413	Tcf4
Kiel	HSC(Femur-HSC)	SGL	21417	Zeb1
Kiel	HSC(Femur-HSC)	SGL	217333	Trim47
Kiel	HSC(Femur-HSC)	SGL	217664	Mgat2
Kiel	HSC(Femur-HSC)	SGL	21785	Tff2
Kiel	HSC(Femur-HSC)	SGL	21807	Tsc22d1
Kiel	HSC(Femur-HSC)	SGL	21817	Tgm2
Kiel	HSC(Femur-HSC)	SGL	21822	Tgtp
Kiel	HSC(Femur-HSC)	SGL	21846	Tie1
Kiel	HSC(Femur-HSC)	SGL	21847	Klf10
Kiel	HSC(Femur-HSC)	SGL	21940	Cd27
Kiel	HSC(Femur-HSC)	SGL	22129	Ttc3
Kiel	HSC(Femur-HSC)	SGL	22194	Ube2e1
Kiel	HSC(Femur-HSC)	SGL	22238	Ugt2b5
Kiel	HSC(Femur-HSC)	SGL	22262	Uox
Kiel	HSC(Femur-HSC)	SGL	22371	Vwf
