Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Fortunel	RPC	SGL	11350	Abl1
Fortunel	RPC	SGL	11431	Acp1
Fortunel	RPC	SGL	11474	Actn3
Fortunel	RPC	SGL	11481	Acvr2b
Fortunel	RPC	SGL	11487	Adam10
Fortunel	RPC	SGL	11489	Adam12
Fortunel	RPC	SGL	11492	Adam19
Fortunel	RPC	SGL	11520	Adfp
Fortunel	RPC	SGL	11532	Adh5
Fortunel	RPC	SGL	11545	Parp1
Fortunel	RPC	SGL	11546	Parp2
Fortunel	RPC	SGL	11566	Adss
Fortunel	RPC	SGL	11614	Nr0b1
Fortunel	RPC	SGL	11615	AL024110
Fortunel	RPC	SGL	11637	Ak2
Fortunel	RPC	SGL	11651	Akt1
Fortunel	RPC	SGL	11668	Aldh1a1
Fortunel	RPC	SGL	11692	Gfer
Fortunel	RPC	SGL	11767	Ap1m1
Fortunel	RPC	SGL	11773	Ap2m1
Fortunel	RPC	SGL	11774	Ap3b1
Fortunel	RPC	SGL	11777	Ap3s1
Fortunel	RPC	SGL	11778	Ap3s2
Fortunel	RPC	SGL	11792	Apex1
Fortunel	RPC	SGL	11799	Birc5
Fortunel	RPC	SGL	11800	Api5
Fortunel	RPC	SGL	11803	Aplp1
Fortunel	RPC	SGL	11819	Nr2f2
Fortunel	RPC	SGL	11821	Aprt
Fortunel	RPC	SGL	11837	Arbp
Fortunel	RPC	SGL	11843	Arf4
Fortunel	RPC	SGL	11848	Rhoa
Fortunel	RPC	SGL	11867	Arpc1b
Fortunel	RPC	SGL	11908	Atf1
Fortunel	RPC	SGL	11909	Atf2
Fortunel	RPC	SGL	11924	Neurog2
Fortunel	RPC	SGL	11931	Atp1b1
Fortunel	RPC	SGL	11946	Atp5a1
Fortunel	RPC	SGL	11949	Atp5c1
Fortunel	RPC	SGL	11974	Atp6v0e
Fortunel	RPC	SGL	11983	Atpif1
Fortunel	RPC	SGL	11991	Hnrnpd
Fortunel	RPC	SGL	12013	Bach1
Fortunel	RPC	SGL	12022	Barx1
Fortunel	RPC	SGL	12028	Bax
Fortunel	RPC	SGL	12034	Phb2
Fortunel	RPC	SGL	12036	Bcat2
Fortunel	RPC	SGL	12040	Bckdhb
Fortunel	RPC	SGL	12055	Bcl7c
Fortunel	RPC	SGL	12067	Ube2n-ps1
Fortunel	RPC	SGL	12091	Glb1
Fortunel	RPC	SGL	12124	Bik
Fortunel	RPC	SGL	12125	Bcl2l11
Fortunel	RPC	SGL	12140	Fabp7
Fortunel	RPC	SGL	12142	Prdm1
Fortunel	RPC	SGL	12144	Blm
Fortunel	RPC	SGL	12175	Bnip2
Fortunel	RPC	SGL	12181	Bop1
Fortunel	RPC	SGL	12189	Brca1
Fortunel	RPC	SGL	12190	Brca2
Fortunel	RPC	SGL	12192	Zfp36l1
Fortunel	RPC	SGL	12227	Btg2
Fortunel	RPC	SGL	12228	Btg3
Fortunel	RPC	SGL	12235	Bub1
Fortunel	RPC	SGL	12237	Bub3
Fortunel	RPC	SGL	12283	Cab39
Fortunel	RPC	SGL	12304	Pdia4
Fortunel	RPC	SGL	12305	Ddr1
Fortunel	RPC	SGL	12316	Aspm
Fortunel	RPC	SGL	12321	Calu
Fortunel	RPC	SGL	12335	Capn3
Fortunel	RPC	SGL	12340	Capza1
Fortunel	RPC	SGL	12366	Casp2
Fortunel	RPC	SGL	12367	Casp3
Fortunel	RPC	SGL	12385	Ctnna1
Fortunel	RPC	SGL	12387	Ctnnb1
Fortunel	RPC	SGL	12388	Ctnnd1
Fortunel	RPC	SGL	12400	Cbfb
Fortunel	RPC	SGL	12406	Serpinh1
Fortunel	RPC	SGL	12412	Cbx1
Fortunel	RPC	SGL	12416	Cbx2
Fortunel	RPC	SGL	12417	Cbx3
Fortunel	RPC	SGL	12419	Cbx5
Fortunel	RPC	SGL	12428	Ccna2
Fortunel	RPC	SGL	12429	Ccnb1-rs1
Fortunel	RPC	SGL	12442	Ccnb2
Fortunel	RPC	SGL	12443	Ccnd1
Fortunel	RPC	SGL	12444	Ccnd2
Fortunel	RPC	SGL	12445	Ccnd3
Fortunel	RPC	SGL	12448	Ccne2
Fortunel	RPC	SGL	12449	Ccnf
Fortunel	RPC	SGL	12452	Ccng2
Fortunel	RPC	SGL	12462	Cct3
Fortunel	RPC	SGL	12464	Cct4
Fortunel	RPC	SGL	12465	Cct5
Fortunel	RPC	SGL	12466	Cct6a
Fortunel	RPC	SGL	12468	Cct7
Fortunel	RPC	SGL	12469	Cct8
Fortunel	RPC	SGL	12484	Cd24a
Fortunel	RPC	SGL	12488	Cd2ap
Fortunel	RPC	SGL	12526	Cd8b1
Fortunel	RPC	SGL	12530	Cdc25a
Fortunel	RPC	SGL	12532	Cdc25c
Fortunel	RPC	SGL	12534	Cdc2a
Fortunel	RPC	SGL	12540	Cdc42
Fortunel	RPC	SGL	12561	Cdh4
Fortunel	RPC	SGL	12566	Cdk2
Fortunel	RPC	SGL	12567	Cdk4
Fortunel	RPC	SGL	12577	Cdkn1c
Fortunel	RPC	SGL	12583	Cdo1
Fortunel	RPC	SGL	12585	Cdr2
Fortunel	RPC	SGL	12607	Cebpz
Fortunel	RPC	SGL	12611	Cebpg
Fortunel	RPC	SGL	12615	Cenpa
Fortunel	RPC	SGL	12626	Cetn3
Fortunel	RPC	SGL	12631	Cfl1
Fortunel	RPC	SGL	12632	Cfl2
Fortunel	RPC	SGL	12648	Chd1
Fortunel	RPC	SGL	12649	Chek1
Fortunel	RPC	SGL	12702	Socs3
Fortunel	RPC	SGL	12737	Cldn1
Fortunel	RPC	SGL	12748	Clk2
Fortunel	RPC	SGL	12767	Cxcr4
Fortunel	RPC	SGL	12778	Cxcr7
Fortunel	RPC	SGL	12785	Cnbp
Fortunel	RPC	SGL	12812	Coil
Fortunel	RPC	SGL	12822	Col18a1
Fortunel	RPC	SGL	12826	Col4a1
Fortunel	RPC	SGL	12827	Col4a2
Fortunel	RPC	SGL	12831	Col5a1
Fortunel	RPC	SGL	12832	Col5a2
Fortunel	RPC	SGL	12839	Col9a1
Fortunel	RPC	SGL	12843	Col1a2
Fortunel	RPC	SGL	12847	Copa
Fortunel	RPC	SGL	12859	Cox5b
Fortunel	RPC	SGL	12864	Cox6c
Fortunel	RPC	SGL	12867	Cox7c
Fortunel	RPC	SGL	12873	Cpa3
