Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Kokkinaki	SSC	SGL	100226	Stx12
Kokkinaki	SSC	SGL	101923	BB212172
Kokkinaki	SSC	SGL	102436	Lars2
Kokkinaki	SSC	SGL	104130	Ndufb11
Kokkinaki	SSC	SGL	105776	AI115024
Kokkinaki	SSC	SGL	108123	Napg
Kokkinaki	SSC	SGL	114332	Lyve1
Kokkinaki	SSC	SGL	11568	Aebp1
Kokkinaki	SSC	SGL	11669	Aldh2
Kokkinaki	SSC	SGL	11674	Aldoa
Kokkinaki	SSC	SGL	11803	Aplp1
Kokkinaki	SSC	SGL	12029	Bcl6b
Kokkinaki	SSC	SGL	12043	Bcl2
Kokkinaki	SSC	SGL	12111	Bgn
Kokkinaki	SSC	SGL	12124	Bik
Kokkinaki	SSC	SGL	12140	Fabp7
Kokkinaki	SSC	SGL	12156	Bmp2
Kokkinaki	SSC	SGL	12260	C1qb
Kokkinaki	SSC	SGL	12306	Anxa2
Kokkinaki	SSC	SGL	12442	Ccnb2
Kokkinaki	SSC	SGL	12444	Ccnd2
Kokkinaki	SSC	SGL	12505	Cd44
Kokkinaki	SSC	SGL	12508	Cd53
Kokkinaki	SSC	SGL	12521	Cd82
Kokkinaki	SSC	SGL	12552	Cdh11
Kokkinaki	SSC	SGL	12819	Col15a1
Kokkinaki	SSC	SGL	12842	Col1a1
Kokkinaki	SSC	SGL	12843	Col1a2
Kokkinaki	SSC	SGL	12876	Cpe
Kokkinaki	SSC	SGL	12970	Crygs
Kokkinaki	SSC	SGL	13007	Csrp1
Kokkinaki	SSC	SGL	13010	Cst3
Kokkinaki	SSC	SGL	13393	Dlx3
Kokkinaki	SSC	SGL	13411	Dnahc11
Kokkinaki	SSC	SGL	13417	Dnahc8
Kokkinaki	SSC	SGL	13437	Dnpep
Kokkinaki	SSC	SGL	13532	Dub2
Kokkinaki	SSC	SGL	13730	Emp1
Kokkinaki	SSC	SGL	13836	Epha2
Kokkinaki	SSC	SGL	13849	Ephx1
Kokkinaki	SSC	SGL	13929	Amz2
Kokkinaki	SSC	SGL	14000	Rnasen
Kokkinaki	SSC	SGL	14020	Evi5
Kokkinaki	SSC	SGL	14055	Ezh1
Kokkinaki	SSC	SGL	140742	Sesn1
Kokkinaki	SSC	SGL	14231	Fkbp7
Kokkinaki	SSC	SGL	14234	Foxc2
Kokkinaki	SSC	SGL	14360	Fyn
Kokkinaki	SSC	SGL	14546	Gdap10
Kokkinaki	SSC	SGL	14561	Gdf11
Kokkinaki	SSC	SGL	14569	Gdi2
Kokkinaki	SSC	SGL	14585	Gfra1
Kokkinaki	SSC	SGL	14617	Gjd2
Kokkinaki	SSC	SGL	14667	Gm2a
Kokkinaki	SSC	SGL	14674	Gna13
Kokkinaki	SSC	SGL	14678	Gnai2
Kokkinaki	SSC	SGL	14712	Gnpat
Kokkinaki	SSC	SGL	14733	Gpc1
Kokkinaki	SSC	SGL	14751	Gpi1
Kokkinaki	SSC	SGL	14824	Grn
Kokkinaki	SSC	SGL	14860	Gsta4
Kokkinaki	SSC	SGL	14862	Gstm1
Kokkinaki	SSC	SGL	14894	Gtl3
Kokkinaki	SSC	SGL	15192	Hdgfl1
Kokkinaki	SSC	SGL	15937	Ier3
Kokkinaki	SSC	SGL	15951	Ifi204
Kokkinaki	SSC	SGL	16011	Igfbp5
Kokkinaki	SSC	SGL	16367	Irs1
Kokkinaki	SSC	SGL	16412	Itgb1
Kokkinaki	SSC	SGL	16499	Kcnab3
Kokkinaki	SSC	SGL	16525	Kcnk1
Kokkinaki	SSC	SGL	16543	Mdfic
Kokkinaki	SSC	SGL	16581	Kifc2
Kokkinaki	SSC	SGL	16668	Krt18
Kokkinaki	SSC	SGL	16828	Ldha
Kokkinaki	SSC	SGL	16832	Ldhb
Kokkinaki	SSC	SGL	16869	Lhx1
Kokkinaki	SSC	SGL	170439	Elovl6
Kokkinaki	SSC	SGL	170718	Idh3b
Kokkinaki	SSC	SGL	170755	Sgk3
Kokkinaki	SSC	SGL	170769	TOB3L
Kokkinaki	SSC	SGL	17105	Lyz2
Kokkinaki	SSC	SGL	17134	Mafg
Kokkinaki	SSC	SGL	171504	Apob48r
Kokkinaki	SSC	SGL	17313	Mgp
Kokkinaki	SSC	SGL	17758	Mtap4
Kokkinaki	SSC	SGL	17951	Naip5
Kokkinaki	SSC	SGL	18226	Nup62
Kokkinaki	SSC	SGL	18453	P4hb
Kokkinaki	SSC	SGL	18479	Pak1
Kokkinaki	SSC	SGL	18541	Pcnt
Kokkinaki	SSC	SGL	18611	Pea15a
Kokkinaki	SSC	SGL	18642	Pfkm
Kokkinaki	SSC	SGL	18706	Pik3ca
Kokkinaki	SSC	SGL	18762	Prkcz
Kokkinaki	SSC	SGL	18826	Lcp1
Kokkinaki	SSC	SGL	18858	Pmp22
Kokkinaki	SSC	SGL	18999	Pou5f1
Kokkinaki	SSC	SGL	19056	Ppp3cb
Kokkinaki	SSC	SGL	19073	Srgn
Kokkinaki	SSC	SGL	19124	Procr
Kokkinaki	SSC	SGL	19128	Pros1
Kokkinaki	SSC	SGL	192158	AF085738
Kokkinaki	SSC	SGL	19219	Ptger4
Kokkinaki	SSC	SGL	19241	Tmsb4x
Kokkinaki	SSC	SGL	19256	Ptpn20
Kokkinaki	SSC	SGL	19326	Rab11b
Kokkinaki	SSC	SGL	19339	Rab3a
Kokkinaki	SSC	SGL	19703	Renbp
Kokkinaki	SSC	SGL	19718	Rfc2
Kokkinaki	SSC	SGL	19989	Rpl7
Kokkinaki	SSC	SGL	20128	Trim30
Kokkinaki	SSC	SGL	20194	S100a10
Kokkinaki	SSC	SGL	20195	S100a11
Kokkinaki	SSC	SGL	20220	Sap18
Kokkinaki	SSC	SGL	20306	Ccl7
Kokkinaki	SSC	SGL	20312	Cx3cl1
Kokkinaki	SSC	SGL	20370	Sez6
Kokkinaki	SSC	SGL	20377	Sfrp1
Kokkinaki	SSC	SGL	20387	Sftpa1
Kokkinaki	SSC	SGL	20646	Snrpn
Kokkinaki	SSC	SGL	20692	Sparc
Kokkinaki	SSC	SGL	20743	Spnb3
Kokkinaki	SSC	SGL	21844	Tiam1
Kokkinaki	SSC	SGL	21859	Timp3
Kokkinaki	SSC	SGL	21881	Tkt
Kokkinaki	SSC	SGL	21916	Tmod1
Kokkinaki	SSC	SGL	21928	Tnfaip2
Kokkinaki	SSC	SGL	21956	Tnnt2
Kokkinaki	SSC	SGL	21968	Tom1
Kokkinaki	SSC	SGL	22003	Tpm1
Kokkinaki	SSC	SGL	22177	Tyrobp
Kokkinaki	SSC	SGL	22230	Ufd1l
Kokkinaki	SSC	SGL	22258	Usp4
Kokkinaki	SSC	SGL	22273	Uqcrc1
Kokkinaki	SSC	SGL	22319	Vamp3
Kokkinaki	SSC	SGL	22419	Wnt5b
Kokkinaki	SSC	SGL	22526	ENSMUSG00000073257
Kokkinaki	SSC	SGL	227325	Dner
Kokkinaki	SSC	SGL	22759	Zfp97
Kokkinaki	SSC	SGL	22771	Zic1
Kokkinaki	SSC	SGL	23850	Pappa2
Kokkinaki	SSC	SGL	26397	Map2k3
Kokkinaki	SSC	SGL	26424	Nr5a2
Kokkinaki	SSC	SGL	26425	Nubp1
Kokkinaki	SSC	SGL	26466	Zfp260
Kokkinaki	SSC	SGL	26886	Cenph
Kokkinaki	SSC	SGL	26921	Map4k4
Kokkinaki	SSC	SGL	26941	Slc9a3r1
Kokkinaki	SSC	SGL	27045	Nit1
Kokkinaki	SSC	SGL	27388	Ptdss2
Kokkinaki	SSC	SGL	27528	D0H4S114
Kokkinaki	SSC	SGL	28064	Yipf3
Kokkinaki	SSC	SGL	30794	Pdlim4
Kokkinaki	SSC	SGL	50708	Hist1h1c
Kokkinaki	SSC	SGL	50776	Polg2
Kokkinaki	SSC	SGL	50884	Nckap1
Kokkinaki	SSC	SGL	50909	C1r
Kokkinaki	SSC	SGL	52150	Kcnk6
Kokkinaki	SSC	SGL	52348	Vps37a
Kokkinaki	SSC	SGL	52902	D10Bwg1070e
Kokkinaki	SSC	SGL	53310	Dlg3
Kokkinaki	SSC	SGL	53379	Hnrnpa2b1
Kokkinaki	SSC	SGL	54138	Atxn10
Kokkinaki	SSC	SGL	54151	Cyhr1
Kokkinaki	SSC	SGL	54324	Arhgef5
Kokkinaki	SSC	SGL	54342	Gnpnat1
Kokkinaki	SSC	SGL	54381	Pgcp
Kokkinaki	SSC	SGL	54401	Ywhab
Kokkinaki	SSC	SGL	54673	Sh3glb1
Kokkinaki	SSC	SGL	54683	Prdx5
Kokkinaki	SSC	SGL	54712	Plxnc1
Kokkinaki	SSC	SGL	56193	Plek
Kokkinaki	SSC	SGL	56496	Tspan6
Kokkinaki	SSC	SGL	56526	12:00 AM
Kokkinaki	SSC	SGL	57429	Sult5a1
Kokkinaki	SSC	SGL	57776	Ttyh1
