202629_at	1.744301606	0.57329535
209313_at	1.419230192	0.704607333
217879_at	2.16508811	0.461874967
222574_s_at	2.081530313	0.480415776
225291_at	1.778318384	0.562329001
226790_at	2.070621621	0.482946759
224430_s_at	2.081337409	0.480460302
215983_s_at	1.718034396	0.582060523
203039_s_at	2.193898545	0.455809592
219974_x_at	2.05157383	0.487430667
203365_s_at	0.509697802	1.961946854
212216_at	1.820433161	0.549319811
1557137_at	2.520067897	0.396814705
205126_at	1.492672577	0.669939286
223087_at	2.356382232	0.424379367
211971_s_at	1.664788582	0.600676873
224479_s_at	1.760909269	0.56788843
218024_at	1.759229832	0.568430561
219411_at	0.472571984	2.116079738
233665_x_at	1.893823372	0.528032347
217881_s_at	1.735108067	0.576332978
205550_s_at	1.374742008	0.727409212
225272_at	2.060378257	0.485347774
212470_at	1.678210442	0.595872827
205691_at	0.266732055	3.749080708
206374_at	0.443413657	2.255230493
208857_s_at	2.060209086	0.485387627
221550_at	1.80857933	0.552920175
218949_s_at	1.854239957	0.539304525
90265_at	0.569008682	1.75744243
202811_at	1.742943122	0.573742188
65086_at	0.70087754	1.426782774
241816_at	0.668613261	1.495632913
222741_s_at	1.930399666	0.518027441
52940_at	0.305296567	3.275503589
238794_at	1.520576442	0.657645333
217249_x_at	1.312154628	0.762105303
216219_at	4.949390354	0.202045086
214260_at	1.641021735	0.60937645
243087_at	1.930306878	0.518052342
216304_x_at	1.791513869	0.558187139
208033_s_at	0.552971726	1.808410726
218659_at	2.01500977	0.496275509
222702_x_at	2.088085779	0.478907529
218261_at	0.401826047	2.488639072
223560_s_at	1.773832458	0.5637511
218716_x_at	1.893514765	0.528118406
218921_at	0.315998272	3.164574271
209551_at	1.637760036	0.610590061
208190_s_at	0.471936582	2.118928766
205526_s_at	1.719268065	0.581642863
209421_at	2.090121515	0.478441082
218514_at	1.383456939	0.722826979
208987_s_at	0.682092304	1.466077237
218946_at	2.222353634	0.449973391
211566_x_at	1.398695914	0.714951685
211005_at	0.739201711	1.352810722
227942_s_at	2.109613761	0.47402042
210320_s_at	1.591751812	0.628238644
202502_at	2.826773939	0.35376016
58994_at	0.625541881	1.598613986
201836_s_at	1.703968492	0.586865312
223088_x_at	1.470521899	0.680030675
237942_at	0.317319598	3.151396906
201351_s_at	2.207878139	0.452923548
226129_at	0.415253768	2.408165988
201619_at	2.187105599	0.457225294
208435_s_at	4.626106609	0.216164495
236279_at	0.474413996	2.107863613
222805_at	2.593455028	0.385586019
233642_s_at	1.803171318	0.554578475
217989_at	2.850031228	0.350873348
218682_s_at	1.738922507	0.575068754
212162_at	1.675023118	0.597006686
238513_at	0.329759832	3.032510038
240304_s_at	0.076675764	13.04193074
65517_at	0.455842159	2.193741801
229396_at	0.465423027	2.148582991
225264_at	1.738361257	0.575254422
242214_at	1.924217343	0.519691813
226521_s_at	1.746946795	0.572427279
226247_at	2.013262688	0.496706171
220606_s_at	1.54057149	0.649109766
204927_at	0.733392685	1.363526008
218311_at	2.830255749	0.35332496
225908_at	1.605662005	0.622796078
222148_s_at	1.473392786	0.678705644
222014_x_at	1.833653002	0.545359454
219002_at	1.665562732	0.60039768
228124_at	0.402543192	2.48420547
222647_at	0.765019107	1.307156894
230110_at	6.557785436	0.152490503
229090_at	1.760284974	0.568089835
211684_s_at	1.567101571	0.638120731
233124_s_at	1.602498333	0.62402561
219003_s_at	2.742306997	0.364656474
230644_at	0.204118524	4.899114408
209111_at	1.617409602	0.618272575
223021_x_at	2.223663024	0.449708427
210028_s_at	1.529050428	0.654000667
235630_at	1.455832083	0.686892405
204747_at	1.439599497	0.694637642
221939_at	0.685152239	1.459529639
200614_at	1.646305064	0.607420837
219128_at	1.33138357	0.751098348
203517_at	1.772175875	0.56427808
224968_at	2.260479995	0.442383919
221547_at	1.924957953	0.519491867
234970_at	0.410259616	2.437480952
203495_at	0.731385322	1.367268347
211662_s_at	1.731428005	0.577557945
218889_at	1.725797923	0.579442116
221746_at	0.685356087	1.459095526
204254_s_at	0.303459292	3.295334918
214136_at	1.795190016	0.557044096
202183_s_at	0.734890168	1.360747557
219553_at	1.801251907	0.555169433
203259_s_at	1.811911032	0.551903478
226405_s_at	0.635620003	1.573267039
205795_at	0.301941052	3.311904731
216261_at	1.578586106	0.633478273
209262_s_at	0.604138017	1.655250906
1568678_s_at	1.584460507	0.631129647
221888_at	0.727782467	1.374036949
203711_s_at	2.315349622	0.431900215
211013_x_at	0.675464455	1.480462803
218480_at	1.645368358	0.607766641
227015_at	0.408278933	2.449305899
212217_at	1.862861197	0.536808648
233543_s_at	1.477093786	0.677005082
203643_at	0.620866042	1.610653398
205977_s_at	0.728000543	1.373625349
209105_at	1.839430472	0.543646534
225568_at	0.556592536	1.796646442
209710_at	0.531294295	1.882196006
205709_s_at	0.297648742	3.359664799
202158_s_at	2.653251478	0.376896049
201500_s_at	1.297468244	0.770731773
219079_at	1.575661916	0.634653913
229828_at	1.539636488	0.649503962
205173_x_at	2.39819464	0.416980333
205588_s_at	1.635340949	0.61149328
229289_at	0.627010298	1.594870136
227471_at	2.18229697	0.458232777
218578_at	2.046804774	0.48856638
218710_at	1.466733227	0.681787241
244320_at	1.399901449	0.714335999
200978_at	1.957726204	0.510796657
202930_s_at	2.224427137	0.449553947
51192_at	0.639800808	1.56298646
202256_at	0.722068822	1.384909539
211717_at	1.279478863	0.781568206
201383_s_at	1.566218705	0.638480435
209479_at	1.660790651	0.60212285
208907_s_at	1.7104691	0.58463494
1555886_at	1.93981047	0.515514281
203095_at	1.671469579	0.59827592
202760_s_at	0.281799516	3.548622138
226291_at	1.679053573	0.595573611
203008_x_at	2.074317297	0.482086324
223133_at	1.795644403	0.556903136
215046_at	2.209323469	0.452627247
226945_at	1.398381865	0.715112249
219580_s_at	0.193980766	5.155150275
223473_at	0.706601267	1.415225315
210715_s_at	0.464824062	2.151351623
212764_at	3.103329014	0.322234605
215130_s_at	1.499087225	0.667072591
224437_s_at	1.818016536	0.550050003
233565_s_at	0.38843589	2.574427402
223023_at	0.570876282	1.751693022
222650_s_at	0.620257476	1.612233692
225071_at	1.433962963	0.697368081
212695_at	0.59423526	1.682835179
201894_s_at	1.706042434	0.586151892
235421_at	0.566792952	1.764312693
217874_at	1.55598678	0.642678982
225410_at	1.537001268	0.65061755
219241_x_at	0.590869185	1.692421986
35148_at	0.497328803	2.010742177
232034_at	0.550226567	1.817433145
203201_at	0.621669452	1.60857188
201007_at	1.744165211	0.573340182
208112_x_at	0.753436331	1.327252162
222617_s_at	1.576192162	0.634440409
227829_at	0.688932285	1.451521465
203583_at	1.627061911	0.614604763
235164_at	1.344136403	0.743972113
226024_at	1.401818519	0.713359102
222500_at	1.726320328	0.57926677
217880_at	1.579384583	0.63315801
205315_s_at	0.539821491	1.852464226
231867_at	3.780418544	0.264520975
218897_at	1.741314206	0.574278896
242874_at	0.505375568	1.978726444
226054_at	0.738274174	1.354510337
231179_at	1.603934756	0.623466756
212440_at	1.491165162	0.670616526
219513_s_at	0.605889101	1.650467055
205711_x_at	1.656100632	0.603828041
237706_at	1.34502472	0.743480759
218784_s_at	1.536913361	0.650654764
204717_s_at	0.517497503	1.932376474
227651_at	0.671021892	1.490264344
220212_s_at	1.286833671	0.777101208
204627_s_at	3.609758709	0.277026827
203970_s_at	1.841349517	0.543079948
208870_x_at	1.6238163	0.615833207
1554918_a_at	3.679753583	0.271757328
221782_at	1.986498791	0.503398243
212503_s_at	3.117584642	0.320761139
226484_at	0.49105416	2.036435248
219732_at	3.808687983	0.262557606
235546_at	0.640862807	1.560396374
222849_s_at	1.939678049	0.515549475
201841_s_at	0.439300926	2.276343939
224742_at	0.653117456	1.531118164
218910_at	0.390695517	2.55953794
202826_at	0.318088398	3.143780179
238865_at	0.209295549	4.777932465
224764_at	1.716874763	0.582453666
38043_at	0.641321987	1.559279145
204719_at	5.28947525	0.18905467
209141_at	1.591368171	0.628390097
218561_s_at	1.690367314	0.591587397
203685_at	0.363580176	2.750424988
213476_x_at	0.595004389	1.680659871
218780_at	0.424787349	2.35411907
200815_s_at	1.867309774	0.535529784
1555465_at	2.839299282	0.352199575
214250_at	0.701484168	1.425548922
243887_at	1.652461115	0.605157962
233759_s_at	1.918650748	0.521199599
222718_at	0.647080232	1.545403415
235196_at	1.974586306	0.506435194
202179_at	1.427268283	0.700639124
213463_s_at	1.512255297	0.661264009
213726_x_at	0.533573378	1.874156473
202109_at	0.776729853	1.287448907
225070_at	1.638422648	0.610343126
225009_at	0.650872891	1.536398296
219786_at	0.484047669	2.065912233
212645_x_at	1.270753287	0.786934813
225846_at	0.19362017	5.164751182
213220_at	1.73008009	0.578007923
242738_s_at	0.515760412	1.938884755
225339_at	1.790832494	0.558399517
242862_x_at	0.843054125	1.186163463
205571_at	1.644692287	0.608016471
217909_s_at	1.543303813	0.647960558
209849_s_at	1.572247992	0.636031978
221781_s_at	1.732895993	0.577068678
37004_at	4.564907362	0.219062496
212370_x_at	1.499532881	0.66687434
213366_x_at	1.537928173	0.650225425
209648_x_at	1.6898432	0.591770881
211758_x_at	1.753676166	0.570230707
218191_s_at	1.943162677	0.514624952
209428_s_at	0.793831844	1.25971263
218970_s_at	1.52585116	0.655371917
209316_s_at	1.856380188	0.538682758
217895_at	1.641109216	0.609343967
219204_s_at	1.555709458	0.642793547
227014_at	0.359187335	2.784062524
212163_at	2.006710333	0.498328027
209269_s_at	0.493562528	2.026085742
242313_at	2.47540406	0.403974453
221699_s_at	1.647490865	0.606983639
213413_at	1.97028966	0.507539587
220484_at	2.600383767	0.384558623
209092_s_at	1.736910204	0.575735002
221311_x_at	1.818404643	0.549932604
208671_at	2.146451743	0.465885154
208977_x_at	0.530801876	1.883942099
219382_at	0.54571318	1.832464446
232442_at	0.626234849	1.596845019
223445_at	1.56334454	0.639654263
203137_at	1.994039652	0.501494541
227291_s_at	2.043933998	0.489252589
218977_s_at	1.336415297	0.748270393
203196_at	2.508708539	0.398611471
210573_s_at	1.281512322	0.780328041
45714_at	0.714950917	1.398697415
225064_at	1.926816472	0.518990789
213334_x_at	0.745239302	1.341850862
201546_at	1.612577897	0.620125082
218343_s_at	1.886791025	0.530000401
200890_s_at	2.074030184	0.48215306
203351_s_at	1.806959251	0.553415911
214123_s_at	0.591373803	1.690977847
229969_at	1.548274539	0.645880284
209649_at	1.933839179	0.517106082
200752_s_at	0.581873387	1.718586934
219442_at	0.689733671	1.449834976
226108_at	0.768732792	1.300842127
216905_s_at	0.553022718	1.808243979
228495_at	1.405032538	0.711727289
203972_s_at	2.041154799	0.489918746
228485_s_at	2.35083451	0.425380858
202154_x_at	0.60148214	1.662559756
215223_s_at	2.26005429	0.442467247
225976_at	1.62101172	0.616898686
