Gene ID	7H9_R1	7H9_R2	Heat shock_R1	Heat shock_R2	Oxi.stress_R1	Oxi.stress_R2	acidic pH_R1	acidic pH_R2	HPC treated_R1	HPC treated_R2	Cow_R1	Cow_R2
MAP3310	431.0	1199.9	1634.2	1044.3	461.9	1252.6	6083.3	4909.2	11276.0	12502.8	55.2	794.8
MAP3311c	5.0	5.0	5.0	5.0	5.0	403.7	706.4	67.6	351.9	771.0	5.0	5.0
MAP3312	2346.9	2387.4	1997.3	2628.4	1562.7	3457.7	1195.5	2430.6	433.9	1300.4	1552.3	2184.8
MAP3313	5.0	5.0	5.0	5.0	5.0	5.0	2305.9	1424.9	1721.6	2299.6	5.0	5.0
MAP3314c	531.9	563.1	549.6	1031.9	752.7	1069.2	190.3	507.4	212.9	214.1	5.0	5.0
MAP3315	274.2	141.5	632.8	843.6	503.9	605.2	5.0	5.0	5.0	5.0	5.0	5.0
MAP3316	1098.4	443.7	1061.6	668.9	699.7	968.5	423.9	897.9	5.0	278.5	5.0	5.0
MAP3317	1505.9	1921.3	1559.8	1162.0	1282.8	932.7	1726.9	1258.9	444.8	1068.5	5726.2	6030.0
MAP3318c	1469.0	2242.3	2245.2	2788.2	2306.0	2614.0	582.3	1576.6	881.5	1224.9	6379.9	7519.0
MAP3319	563.5	5.0	611.6	441.8	225.8	407.9	1305.8	723.1	400.9	1007.1	5.0	5.0
MAP3321c	5.0	398.7	137.1	282.8	5.0	199.0	127.5	202.5	289.7	40.6	5.0	5.0
MAP3322c	1155.9	1744.7	1927.4	1438.7	973.8	1758.6	5052.5	2978.0	2769.9	4861.9	1014.5	1122.8
MAP3324c	5.0	34.8	641.0	5.0	1405.7	2334.3	5.0	18.2	5.0	5.0	5.0	972.3
MAP3325	929.6	412.3	1238.2	1033.5	957.8	1141.3	5.0	12.2	5.0	5.0	5.0	5.0
MAP3326c	1276.5	786.9	1403.1	978.7	688.7	1132.7	5.0	444.4	5.0	5.0	2040.9	1844.2
MAP3327c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3328c	583.2	1039.1	819.8	1003.1	20.3	617.1	338.6	492.8	39.3	175.4	947.8	364.6
MAP3329c	1177.6	1402.1	1148.9	600.9	448.0	648.3	5.0	5.0	5.0	5.0	304.4	38.9
MAP3330	498.1	5.0	1102.5	440.2	360.7	508.0	5.0	172.1	5.0	5.0	5.0	5.0
MAP3331	24.5	5.0	353.4	710.0	21.9	5.0	5.0	5.0	5.0	5.0	3191.7	4514.8
MAP3332	2165.1	1393.7	3054.2	1964.8	3205.1	2442.4	5.0	115.6	5.0	5.0	605.1	984.4
MAP3333c	1007.1	5.0	874.3	771.3	161.8	504.3	596.3	803.6	424.8	704.4	1196.9	942.3
MAP3334	1409.8	2555.6	2274.6	1700.9	1470.5	1702.2	5.0	317.0	5.0	5.0	2066.1	3072.9
MAP3335	422.5	5.0	109.4	586.2	111.8	172.9	5.0	634.9	183.5	126.2	1590.6	5.0
MAP3336c	5.0	5.0	194.0	5.0	5.0	5.0	1661.9	350.1	2207.5	3004.7	5.0	5.0
MAP3337	1620.1	1880.0	1795.6	1591.5	1565.1	1686.5	5.0	0.1	5.0	5.0	3942.9	7085.0
MAP3338	5.0	5.0	176.4	228.0	349.7	344.4	5.0	318.9	38.1	446.7	5.0	5.0
MAP3339c	875.7	450.5	829.7	809.0	1215.9	1074.3	1178.2	1001.0	241.4	962.9	5.0	5.0
MAP3340	2261.0	1367.1	1674.1	765.7	1319.7	1815.5	435.0	748.5	257.0	341.0	2105.5	1975.6
MAP3341	7317.4	10387.0	7216.7	11547.1	6693.1	16175.4	16674.8	12686.1	1305.5	3613.0	186.9	5.0
MAP3342	2604.9	4622.4	1929.5	5363.5	5280.3	10024.6	9438.5	9153.0	9049.0	10457.2	131.2	5.0
MAP3343c	6621.8	4883.1	5613.8	8410.8	6857.7	12733.2	1387.8	7580.7	770.8	1275.8	5.0	5.0
MAP3344c	2252.5	1427.6	3318.6	4017.9	3386.9	5007.7	755.2	3201.2	5.0	372.4	384.5	532.0
MAP3345c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3346c	393.1	332.1	666.8	666.2	578.6	921.8	5.0	93.1	5.0	5.0	5.0	5.0
MAP3347c	1443.5	1938.0	1965.6	1372.8	1037.7	1414.7	459.6	1220.7	347.8	483.7	2496.3	1840.3
MAP3348	47.1	5.0	359.6	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3349c	54.0	5.0	71.3	5.0	5.0	5.0	5.0	5.0	5.0	5.0	897.1	500.9
MAP3350c	140.7	5.0	291.4	5.0	5.0	5.0	5.0	5.0	5.0	5.0	57.4	5.0
MAP3351c	1430.2	1638.4	1153.0	1335.9	1209.7	1273.5	5.0	5.0	5.0	5.0	5.0	5.0
MAP3352c	308.0	5.0	264.9	324.3	135.8	5.0	581.5	505.8	812.6	1477.7	5.0	5.0
MAP3353c	1051.8	148.2	650.4	668.1	817.9	733.0	353.6	446.1	122.1	520.8	32.0	5.0
MAP3354c	1594.6	1738.4	1743.6	2003.8	1652.9	2140.3	4113.0	3782.5	3254.8	4782.8	409.8	1135.3
MAP3355c	1661.8	2579.3	2637.0	3722.8	3931.1	4849.4	1067.9	2859.0	571.7	718.3	1518.5	1567.8
MAP3356c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3358c	1568.9	1408.6	1297.5	1283.6	1097.6	1460.8	5.0	269.1	447.0	400.7	5.0	5.0
MAP3359c	2068.4	1874.3	2424.4	1717.1	1353.5	1788.4	849.4	1324.2	594.2	992.2	116.7	681.1
MAP3360c	2449.5	1631.6	2277.1	3676.8	1667.3	2707.5	398.6	3068.4	911.4	1565.4	5.0	5.0
MAP3361c	5.0	5.0	586.0	5.0	5.0	5.0	31.2	5.0	5.0	592.3	6279.9	3554.2
MAP3362c	752.2	182.4	763.5	1394.0	417.2	996.1	5.0	1543.6	5.0	5.0	996.4	5.0
MAP3363c	950.1	629.2	675.5	729.3	759.7	843.4	1505.9	1110.9	878.3	1144.2	68.9	1130.2
MAP3364c	2178.8	826.6	1098.0	1049.3	831.0	805.5	3942.7	3225.2	2302.2	3141.2	1395.0	1808.9
MAP3365c	1495.5	1421.9	1045.3	940.6	1019.2	1242.8	5.0	5.0	5.0	5.0	572.8	122.0
MAP3366	546.8	1012.5	669.7	1100.7	558.4	940.6	71.3	614.1	5.0	102.1	1840.9	1853.8
MAP3367c	1224.7	925.3	969.8	1032.2	631.2	1408.5	691.6	897.6	62.2	392.8	5.0	3208.6
MAP3368c	5.0	5.0	5.0	5.0	5.0	87.2	3682.4	54.3	5.0	157.2	1504.4	3101.6
MAP3369c	410.7	123.0	5.0	220.8	488.8	399.4	5.0	95.2	5.0	78.2	5.0	5.0
MAP3370c	1262.7	1738.2	2446.2	2473.3	2112.8	898.2	947.9	1049.1	58.8	316.0	1337.5	2189.4
MAP3371	2034.8	2013.9	2122.7	2326.5	1953.4	2635.0	5.0	385.3	159.9	5.0	1526.1	1387.3
MAP3372c	5.0	5.0	154.0	5.0	844.3	628.2	5.0	83.4	4.2	53.2	5.0	5.0
MAP3374	1845.4	2200.0	2304.0	1695.4	1500.1	2077.9	2056.5	1890.3	2841.6	3939.4	1288.9	675.0
MAP3375	1668.7	2642.5	1871.0	1993.6	1545.7	1782.5	5.0	5.0	5.0	5.0	3500.3	5222.9
MAP3376	1042.7	1704.9	860.1	907.0	906.1	634.3	1074.7	978.7	865.1	1759.6	704.0	807.7
MAP3377	604.2	5.0	888.6	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3378c	5.0	5.0	5.0	5.0	5.0	5.0	674.1	531.5	749.4	421.9	5.0	5.0
MAP3379c	1011.5	2022.7	1865.6	891.0	539.9	790.3	5.0	5.0	5.0	5.0	296.3	669.6
MAP3380c	5.0	1597.0	5.0	825.9	1359.0	3484.9	769.9	1716.6	5.0	150.0	5.0	5.0
MAP3381	2008.0	1856.4	2403.8	1499.3	1200.9	1296.3	916.8	604.2	557.0	505.5	1070.8	1380.5
MAP3382	5.0	5.0	5.0	5.0	304.7	5.0	5.0	5.0	5.0	5.0	1016.7	729.2
MAP3383	5.0	5.0	5.0	5.0	5.0	5.0	257.3	518.2	114.6	632.1	5.0	5.0
MAP3384	1129.1	399.8	501.4	574.5	680.0	802.7	1552.7	1560.2	527.4	1184.2	1218.9	1803.3
MAP3385	452.4	16.0	452.7	471.1	649.8	746.1	5.0	619.1	5.0	5.0	5.0	5.0
MAP3386	1200.6	1108.2	1822.1	1865.0	1248.0	1518.7	692.8	1187.9	120.5	510.4	976.7	752.6
MAP3387c	1310.6	755.7	1466.2	319.3	991.1	553.6	5.0	300.0	198.7	5.0	5.0	5.0
MAP3388c	518.0	520.0	709.1	350.2	668.1	573.8	5.0	5.0	5.0	5.0	629.7	275.8
MAP3389c	812.2	396.0	315.4	637.4	24.9	427.1	5.0	317.6	232.9	363.9	5.0	5.0
MAP3390c	754.1	1214.4	477.1	340.3	840.8	971.4	5.0	5.0	5.0	5.0	5.0	5.0
MAP3391c	575.5	699.8	87.8	478.7	595.7	391.3	863.2	746.9	5.0	386.5	1335.6	349.2
MAP3392c	1752.9	1309.8	2104.7	1942.8	1972.2	2289.0	5.0	5.0	5.0	5.0	6825.5	8443.4
MAP3393c	5.0	5.0	74.1	121.5	5.0	5.0	26.4	92.1	49.0	121.6	372.8	456.7
MAP3394c	2148.7	3188.8	2620.0	1718.9	1874.7	1834.9	830.0	811.7	168.5	169.4	2088.3	3329.2
MAP3395	493.2	143.0	248.8	1066.8	1046.1	1051.8	5.0	810.9	5.0	5.0	5.0	5.0
MAP3396c	2064.7	1480.9	2178.6	1235.0	1140.3	1915.6	663.7	918.1	5.0	526.7	864.1	1174.5
MAP3397c	5.0	5.0	5.0	5.0	5.0	5.0	622.0	727.2	233.4	621.3	5.0	5.0
MAP3398c	669.3	944.1	929.2	1196.1	868.6	1221.2	1660.2	1084.1	1271.4	2109.8	243.2	5.0
MAP3399	710.6	781.8	646.5	1138.0	326.4	1047.0	2301.3	906.9	416.4	318.0	2998.1	2395.6
MAP3400	961.0	2312.5	1150.5	833.6	1001.3	917.9	2737.6	1674.2	1542.7	2188.7	1003.6	1368.5
MAP3401	5.0	173.0	757.3	381.6	5.0	5.0	5.0	5.0	5.0	5.0	5.0	45.8
MAP3402	1455.0	834.6	1143.7	651.2	1157.2	978.0	5.0	605.4	5.0	5.0	83.6	485.9
MAP3403	1582.1	1928.7	2162.4	2245.0	994.1	1063.4	452.5	890.8	486.4	1048.7	9202.7	5173.9
MAP3404	24.1	5.0	1020.3	339.9	225.0	5.0	5.0	5.0	5.0	5.0	70.5	5.0
MAP3405	1608.9	1628.0	1916.7	2062.5	1798.8	1537.9	5.0	5.0	5.0	5.0	435.0	5.0
MAP3406c	631.3	1027.7	1127.8	992.3	656.3	867.5	175.6	518.9	5.0	311.2	5.0	5.0
MAP3407c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3408c	3871.8	3041.6	3242.5	3371.3	3010.1	3703.6	564.5	2149.3	5.0	317.3	2594.2	587.6
MAP3409c	4371.9	7294.3	4689.6	4685.4	3676.7	5660.5	1555.3	2467.5	486.4	1104.6	1876.5	2786.5
MAP3410c	1636.3	1752.5	2014.2	2486.8	1434.2	1895.8	1043.2	1451.0	583.8	913.1	5.0	5.0
MAP3411c	5.0	5.0	5.0	5.0	5.0	5.0	2252.5	609.3	3448.0	3100.3	5.0	5.0
MAP3412	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	29.6	467.2	877.6	5.0
MAP3413	1617.1	815.2	1572.7	1174.3	1217.8	1404.3	3527.1	2791.2	3026.2	4137.5	5.0	5.0
MAP3414	5.0	5.0	5.0	667.5	5.0	5.0	5.0	643.8	5.0	5.0	5.0	5.0
MAP3415	5.0	5.0	5.0	5.0	5.0	15.8	5.0	5.0	5.0	252.5	5.0	5.0
MAP3416	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	373.9	2678.8
MAP3417c	1122.9	574.6	1602.0	1481.2	452.8	958.8	5139.1	2633.5	2438.4	4254.4	5.0	5.0
MAP3418	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	332.3	179.0
MAP3419c	1011.1	954.2	782.5	280.0	5.0	664.0	5.0	5.0	5.0	5.0	5.0	146.2
MAP3420c	1950.2	613.5	1437.6	384.2	802.8	916.2	374.8	805.0	5.0	165.7	3890.9	872.2
MAP3421c	1090.9	1737.5	1239.7	1308.8	1836.0	1894.4	5.0	602.8	5.0	5.0	239.2	134.1
MAP3422c	699.8	1624.2	605.3	509.0	393.4	1004.9	37.5	516.9	5.0	194.9	146.9	549.1
MAP3423c	991.4	607.8	1079.1	993.0	942.7	1186.8	382.4	687.3	155.9	353.9	5.0	5.0
MAP3424c	699.1	902.6	732.6	432.4	727.8	893.1	256.8	287.2	332.3	464.9	5.0	198.7
MAP3425	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3426c	4020.3	4215.6	3290.6	3856.7	2662.9	3872.3	2814.0	2203.4	2149.5	2511.5	2550.9	2771.5
MAP3427c	5.0	5.0	5.0	5.0	5.0	5.0	535.2	5.0	171.2	284.0	4095.2	1015.6
MAP3428c	184.9	5.0	193.3	5.0	495.8	242.6	5.0	5.0	5.0	64.9	5.0	3607.2
MAP3429	1689.5	2892.4	2048.2	2962.9	2149.1	3005.6	727.1	1971.4	590.1	854.6	1567.0	766.2
MAP3430	852.3	199.7	5.0	5.0	5.0	17.2	5.0	5.0	5.0	5.0	5.0	5.0
MAP3431c	834.6	5.0	385.5	702.6	442.3	343.3	4108.0	2232.6	1796.0	2965.2	684.2	955.3
MAP3432	1072.9	1874.2	1910.4	1966.8	1789.4	2435.0	1756.6	2250.0	1858.9	2039.5	5.0	5.0
MAP3433	225.1	5.0	127.5	5.0	5.0	5.0	5.0	5.0	96.7	5.0	322.7	5.0
MAP3434	1190.4	900.9	1012.2	1567.4	1295.4	1595.4	819.2	1687.1	1095.2	1172.4	5.0	5.0
MAP3435c	175.9	386.0	5.0	270.5	374.5	109.2	549.4	1249.2	1134.8	1191.7	1049.1	23.1
MAP3436c	1417.3	2060.1	1765.4	1597.2	1226.1	1318.1	5.0	236.9	5.0	418.4	5.0	5.0
MAP3437c	848.6	381.6	868.3	870.7	529.9	1455.2	1236.3	1494.0	461.7	696.5	142.7	5.0
MAP3438c	1608.5	1560.8	1507.6	955.5	1035.6	1419.0	4626.1	2327.5	4053.2	4045.9	657.4	1353.6
MAP3439c	1918.3	2982.7	3033.7	1130.1	2033.4	2409.9	5.0	454.6	5.0	160.6	8419.9	4504.9
MAP3440c	118.3	5.0	548.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	69.6
MAP3441	5.0	5.0	5.0	5.0	5.0	5.0	5.0	235.0	5.0	5.0	3896.8	5.0
MAP3442	797.8	117.8	5.0	938.2	1057.9	304.3	5.0	53.9	5.0	5.0	5.0	5.0
MAP3443	600.5	916.6	514.4	1780.6	1326.4	2090.0	2050.6	1612.6	2390.4	1725.5	5.0	590.2
MAP3444	1484.9	1264.5	1265.3	1097.7	1337.7	1787.0	561.8	1261.6	5.0	5.0	2290.8	3276.4
MAP3445	655.3	5.0	408.3	331.2	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3446c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3447	5.0	5.0	5.0	5.0	5.0	5.0	4605.8	2008.5	5650.0	5211.9	1307.9	5.0
MAP3448	353.2	651.2	1065.6	613.3	234.8	626.6	5.0	196.8	112.2	257.1	5.0	5.0
MAP3449	615.2	5.0	3.8	5.0	793.8	5.0	15603.1	9396.5	20688.8	20658.4	2276.0	1180.7
MAP3450	87.0	5.0	235.7	16.1	5.0	5.0	5.0	35.3	5.0	5.0	623.1	242.1
MAP3451	1306.0	1586.0	1517.7	1707.1	830.8	1179.5	5.0	730.2	236.4	139.3	167.3	914.6
MAP3452c	1489.0	1158.5	1665.8	1217.3	1253.7	998.6	776.3	693.6	656.6	981.2	712.9	619.4
MAP3453c	807.3	393.1	767.4	408.0	218.7	885.3	3316.5	2087.2	2908.8	3696.8	5.0	5.0
MAP3454	5.0	5.0	5.0	5.0	116.6	5.0	456.2	60.1	429.5	537.4	5.0	5.0
MAP3455c	221.9	5.0	339.4	5.0	5.0	5.0	4150.7	3151.5	3961.6	3845.0	5.0	5.0
MAP3456c	1710.0	2039.3	1903.3	1853.4	1445.2	1481.7	5.0	945.3	5.0	5.0	3554.8	1749.4
MAP3457	2750.5	3255.2	3458.4	2270.1	2228.6	1822.8	578.4	1810.6	587.8	1230.7	5.0	5.0
MAP3458	1133.0	1231.1	1480.9	958.5	769.7	602.4	2824.2	2561.7	1965.7	3225.3	5.0	14.5
MAP3459	1213.2	1043.5	748.9	1122.3	1048.0	1128.8	5.0	1253.3	266.7	1386.9	604.0	856.8
MAP3460c	2991.1	2180.2	4125.0	2755.8	5137.4	3364.4	1545.5	1597.6	672.7	1279.8	1023.2	323.9
MAP3461	1420.7	1385.5	1286.0	1480.9	1344.6	79.5	5.0	5.0	5.0	5.0	5.0	5.0
MAP3462c	2666.3	3199.1	2705.5	2454.6	2687.4	3532.0	408.7	1613.1	615.3	1146.3	1255.0	276.7
MAP3463c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	894.7	5.0
MAP3464	540.5	186.4	115.3	5.0	5.0	5.0	5.0	5.0	5.0	5.0	382.4	5.0
MAP3465	412.6	1027.3	994.6	1109.6	1205.4	900.9	23.7	824.3	5.0	5.0	5.0	5.0
MAP3466	2904.7	3296.4	1619.6	1442.2	1581.5	2643.4	647.1	1670.2	30.7	867.5	6841.2	5504.8
MAP3468c	2719.4	3328.6	2373.6	1954.9	1996.4	2428.9	233.1	1014.5	125.7	86.4	435.6	1502.2
MAP3469c	504.6	96.9	328.3	1475.5	506.4	886.7	718.2	1285.6	392.2	645.1	5.0	5.0
MAP3470c	390.5	143.7	694.8	203.2	506.7	443.7	5.0	216.6	5.0	5.0	5.0	5.0
MAP3471c	1903.8	3105.5	2680.3	2617.5	2226.7	1736.8	5.0	1453.0	136.1	1291.5	132.1	181.5
MAP3472c	5.0	5.0	5.0	5.0	5.0	5.0	1588.7	665.6	907.6	1796.8	5.0	5.0
MAP3473c	2166.2	1615.5	2358.3	2786.5	2292.5	3102.3	1317.5	1904.5	570.1	948.2	725.3	618.4
MAP3474	1603.7	2283.0	1990.8	1864.4	2884.5	3237.1	5.0	872.9	5.0	5.0	298.4	708.2
MAP3476c	5.0	5.0	227.0	39.1	308.1	5.0	5.0	5.0	5.0	5.0	2280.3	2880.7
MAP3477	2397.5	4530.1	2488.1	6482.0	5576.9	10418.4	1666.6	5035.8	825.2	1224.5	5.0	891.9
MAP3478	799.6	1590.2	872.2	6090.3	3738.8	10314.0	5.0	4200.4	319.0	5.0	5.0	5.0
MAP3479c	43.3	446.2	463.8	564.7	416.7	540.4	5.0	5.0	5.0	5.0	938.0	1702.4
MAP3481	1696.8	1571.5	1947.1	3541.3	831.0	2573.0	5.0	1214.9	6.4	329.3	5.0	5.0
MAP3482	2514.7	1716.4	2494.6	1841.0	1631.2	2082.9	106.2	44.5	5.0	121.5	2651.5	2163.4
MAP3483	5.0	191.5	144.0	5.0	5.0	5.0	223.2	5.0	988.7	823.6	1362.7	4547.6
MAP3484	3016.4	3566.9	3545.3	2480.0	2275.9	2701.3	3717.8	3038.2	3175.9	3627.6	5.0	5.0
MAP3485	1923.7	718.9	2061.7	1091.3	1239.9	1716.6	781.4	1183.4	64.9	704.9	1841.5	1706.6
MAP3486	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3487c	1256.8	1153.1	1464.8	1628.8	1384.0	2157.7	396.8	666.2	626.3	974.5	354.2	878.2
MAP3488c	2444.5	3234.3	3091.1	2638.6	2372.7	2595.8	1569.3	1757.8	1079.6	1859.8	768.7	400.7
MAP3489c	1717.0	2631.5	2308.8	1335.0	1987.3	2080.1	4600.1	3046.1	2557.5	3881.3	169.2	5.0
MAP3490	2161.5	2204.7	2611.3	1813.3	860.7	2040.7	237.3	716.2	350.9	5.0	223.8	5.0
MAP3491	1049.2	2968.8	1829.3	939.8	1408.1	1685.8	213.7	223.1	628.6	1121.0	5.0	5.0
MAP3492	1230.8	491.9	1202.9	943.9	1482.5	590.9	2389.3	1378.9	2020.5	2384.9	5.0	1071.8
MAP3493	563.8	387.9	504.2	556.4	900.4	519.3	1245.8	525.9	145.9	253.9	1395.6	621.3
MAP3494	764.4	1619.1	1313.0	5.0	5.0	61.6	37.3	5.0	5.0	5.0	737.3	1146.7
MAP3495c	320.2	5.0	559.8	894.9	5.0	538.1	346.4	120.6	308.4	540.9	5.0	5.0
MAP3496	580.0	71.1	500.5	493.7	140.3	470.4	5.0	5.0	5.0	5.0	5.0	5.0
MAP3497	5.0	5.0	10.0	5.0	5.0	222.5	281.4	460.0	5.0	530.4	5.0	5.0
MAP3498c	2935.1	3121.4	3481.2	2178.8	2706.3	2400.2	130.8	1004.7	201.0	145.0	9012.3	7486.1
MAP3499c	618.4	1374.8	1088.3	964.1	851.7	2295.8	5.0	2008.1	5.0	5.0	5.0	373.0
MAP3500c	596.9	528.9	697.8	904.4	20.7	236.1	1944.3	2797.9	5.0	795.0	5.0	5.0
MAP3501	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3502	1755.1	2006.4	2318.9	2545.8	2153.3	2972.3	1208.1	1166.6	921.5	781.0	923.1	70.4
MAP3503c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	802.5	968.6
MAP3504c	546.4	446.4	347.3	839.3	534.5	407.4	343.0	378.5	5.0	319.4	469.3	53.0
MAP3505c	481.4	1136.5	927.8	90.3	372.2	5.0	5.0	5.0	5.0	5.0	195.6	151.0
MAP3506c	964.9	323.3	933.3	645.2	473.8	239.3	1234.0	572.0	526.0	811.2	272.7	565.5
MAP3507	1067.2	1595.5	799.3	719.5	465.0	5223.2	5.0	5.0	5.0	5.0	1870.0	599.1
MAP3508	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3509	513.7	5.0	825.6	494.9	546.7	402.6	241.9	617.5	99.2	932.7	5.0	5.0
MAP3510	52.9	5.0	5.0	447.3	1.4	189.4	2747.2	820.1	716.9	2086.2	1466.7	1163.5
MAP3511	341.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	153.4	5.0	1877.4	906.6
MAP3512	739.0	5.0	281.7	374.7	5.0	165.5	7396.8	3838.2	5297.9	5655.1	5.0	5.0
MAP3513	385.1	60.9	322.3	439.3	512.9	509.0	5.0	279.8	5.0	5.0	1758.3	704.9
MAP3514	1889.9	2121.0	3137.8	1728.3	2433.6	2618.1	5.0	470.5	181.0	5.0	2111.8	3175.6
MAP3515c	1368.7	814.3	536.9	780.1	1099.3	622.6	5.0	5.0	5.0	5.0	732.0	5.0
MAP3516	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3517	851.0	1634.2	863.2	118.9	538.3	1128.6	5.0	5.0	5.0	5.0	1117.5	1684.8
MAP3518c	1469.0	32.6	2743.1	1192.5	2119.2	1256.0	5790.0	2971.2	6023.0	6898.4	1676.6	335.6
MAP3519	2.6	404.5	651.7	5.0	5.0	5.0	5.0	5.0	5.0	5.0	175.6	1145.6
MAP3520c	891.4	5.0	529.8	737.1	740.4	801.2	900.0	734.8	733.6	929.3	1323.3	279.8
MAP3521	23.9	5.0	334.6	222.5	5.0	5.0	5.0	4.2	5.0	5.0	5.0	5.0
MAP3522	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	136.4	5.0	5.0
MAP3523c	122.8	5.0	5.0	510.8	327.9	809.2	5.0	5.0	115.7	66.1	5.0	5.0
MAP3524	327.5	5.0	274.6	105.6	5.0	5.0	5.0	47.0	5.0	5.0	2618.5	492.2
MAP3525c	557.3	1850.3	1352.0	974.2	641.5	1225.1	5.0	557.8	5.0	5.0	3947.5	5.0
MAP3526c	5.0	5.0	5.0	5.0	5.0	5.0	101.7	750.5	648.9	48.7	5.0	5.0
MAP3527	71.1	454.5	5.0	632.3	259.3	1003.5	5.0	702.9	5.0	5.0	5.0	5.0
MAP3528	1543.2	1922.7	2906.7	1569.8	2051.7	2098.9	2689.4	2592.7	2869.4	1655.8	322.7	5.0
MAP3529	1457.7	2895.9	2415.0	1762.5	1235.4	1897.2	5.0	5.0	411.0	5.0	2237.5	3889.9
MAP3530	989.7	891.4	823.5	154.8	465.4	541.3	118.6	507.0	5.0	5.0	5.0	5.0
MAP3531c	500.4	5.0	238.8	605.0	189.3	5.0	395.1	301.8	5.0	44.9	45.3	5.0
MAP3532c	324.7	5.0	343.1	5.0	5.0	5.0	5.0	5.0	102.6	5.0	575.6	68.7
MAP3533c	585.6	624.0	1216.3	417.1	1214.3	823.2	5.0	5.0	5.0	5.0	1219.0	951.6
MAP3534c	1289.7	1140.4	1354.5	1389.1	5.0	724.3	5.0	5.0	5.0	5.0	5.0	5.0
MAP3536	5.0	5.0	5.0	5.0	5.0	5.0	565.1	5.0	178.6	368.6	5.0	5.0
MAP3537c	1465.8	3854.5	1906.2	931.6	1074.2	2089.1	5.0	5.0	5.0	5.0	3491.5	3050.0
MAP3538	448.8	5.0	5.0	78.9	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3539c	739.3	799.2	758.3	5.0	760.0	386.7	3607.0	2194.3	3487.6	5662.7	840.9	1239.1
MAP3540c	876.9	5.0	577.8	827.7	437.1	237.1	5.0	5.0	5.0	5.0	2523.6	1490.6
MAP3541c	739.2	155.4	601.3	605.1	545.1	511.1	5.0	5.0	5.0	5.0	5.0	5.0
MAP3542	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3543	3749.0	3328.5	3009.7	2059.5	1918.8	1674.6	1033.0	1480.7	690.5	2379.8	1570.7	3031.3
MAP3544c	910.6	5.0	737.9	3398.0	1268.2	3930.3	5.0	674.1	5.0	5.0	5.0	5.0
MAP3545	5.0	5.0	5.0	30.0	3034.7	2789.5	3164.4	1237.3	1044.5	1125.5	5.0	5.0
MAP3546	784.2	357.2	652.3	558.2	2698.0	2625.2	5.0	262.3	5.0	5.0	5.0	5.0
MAP3547c	1646.4	1865.7	2112.8	1244.1	1366.0	1910.2	3196.1	2807.1	2170.7	2881.2	1140.6	2141.0
MAP3548c	1129.1	1044.3	1353.3	2031.5	857.7	1632.5	5.0	394.5	5.0	5.0	5.0	5.0
MAP3549	799.3	822.0	1713.6	1085.9	301.9	865.3	936.6	669.2	5.0	440.7	13090.5	8435.4
MAP3550	657.5	702.2	5.0	374.4	527.7	362.8	528.6	349.8	154.8	14.6	5.0	5.0
MAP3551c	41.2	56.3	5.0	707.3	681.1	418.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3552c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP3553	947.4	168.6	1309.4	872.0	331.7	1188.0	10534.7	7024.9	9522.2	9236.0	895.3	1769.3
MAP3554c	1208.3	778.5	2420.0	2056.5	1056.9	1489.5	330.1	752.2	459.6	792.3	1156.9	509.7
