# Generate Mapping Tables Script: Version 4 11:05 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:05 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
affy_hg_u133_plus_2|204614_at|204614_at	unigene|Hs.514913|Hs.514913	hgnc_symbol|SERPINB2|SERPINB2
affy_hg_u133_plus_2|1556021_at|1556021_at	unigene|Hs.439363|Hs.439363	hgnc_symbol|LOC144874|LOC144874
affy_hg_u133_plus_2|230252_at|230252_at	unigene|Hs.155538|Hs.155538	hgnc_symbol|GPR92|GPR92
affy_hg_u133_plus_2|223181_at|223181_at	unigene|Hs.532835|Hs.532835	hgnc_symbol|C18orf55|C18orf55
affy_hg_u133_plus_2|212981_s_at|212981_s_at	unigene|Hs.406492|Hs.406492	hgnc_symbol|KIAA0738|KIAA0738
affy_hg_u133_plus_2|203482_at|203482_at	unigene|Hs.447458|Hs.447458	hgnc_symbol|C10orf6|C10orf6
affy_hg_u133_plus_2|232693_s_at|232693_s_at	unigene|Hs.435535|Hs.435535	hgnc_symbol|ZNF395 /// FBXO16|ZNF395 /// FBXO16
affy_hg_u133_plus_2|1566889_at|1566889_at	unigene|Hs.369592|Hs.369592	hgnc_symbol|THADA|THADA
affy_hg_u133_plus_2|1559580_at|1559580_at	unigene|Hs.44277|Hs.44277	hgnc_symbol|MGC14816|MGC14816
affy_hg_u133_plus_2|233669_s_at|233669_s_at	unigene|Hs.516036|Hs.516036	hgnc_symbol|TRIM54|TRIM54
affy_hg_u133_plus_2|53202_at|53202_at	unigene|Hs.214247|Hs.214247	hgnc_symbol|C7orf25|C7orf25
affy_hg_u133_plus_2|1555197_a_at|1555197_a_at	unigene|Hs.236572|Hs.236572	hgnc_symbol|C21orf58|C21orf58
affy_hg_u133_plus_2|219539_at|219539_at	unigene|Hs.143818|Hs.143818	hgnc_symbol|GEMIN6|GEMIN6
affy_hg_u133_plus_2|224571_at|224571_at	unigene|Hs.350268|Hs.350268	hgnc_symbol|IRF2BP2|IRF2BP2
affy_hg_u133_plus_2|207090_x_at|207090_x_at	unigene|Hs.116622|Hs.116622	hgnc_symbol|KIAA0961|KIAA0961
affy_hg_u133_plus_2|213067_at|213067_at	unigene|Hs.16355|Hs.16355	hgnc_symbol|MYH10|MYH10
affy_hg_u133_plus_2|205709_s_at|205709_s_at	unigene|Hs.444924|Hs.444924	hgnc_symbol|CDS1|CDS1
affy_hg_u133_plus_2|219676_at|219676_at	unigene|Hs.288539|Hs.288539	hgnc_symbol|ZNF435|ZNF435
affy_hg_u133_plus_2|220560_at|220560_at	unigene|Hs.272100|Hs.272100	hgnc_symbol|C11orf21|C11orf21
affy_hg_u133_plus_2|230861_at|230861_at	unigene|Hs.454600|Hs.454600	hgnc_symbol|DKFZP434L187|DKFZP434L187
affy_hg_u133_plus_2|1566979_at|1566979_at	unigene|Hs.497417|Hs.497417	hgnc_symbol|KIAA0317|KIAA0317
affy_hg_u133_plus_2|225139_at|225139_at	unigene|Hs.341716|Hs.341716	hgnc_symbol|NFATC3|NFATC3
affy_hg_u133_plus_2|238871_at|238871_at	unigene|Hs.487188|Hs.487188	hgnc_symbol|MLLT4|MLLT4
affy_hg_u133_plus_2|225792_at|225792_at	unigene|Hs.378836|Hs.378836	hgnc_symbol|HOOK1|HOOK1
affy_hg_u133_plus_2|223799_at|223799_at	unigene|Hs.266782|Hs.266782	hgnc_symbol|KIAA1826|KIAA1826
affy_hg_u133_plus_2|231219_at|231219_at	unigene|Hs.460969|Hs.460969	hgnc_symbol|CKLFSF1|CKLFSF1
affy_hg_u133_plus_2|202163_s_at|202163_s_at	unigene|Hs.26703|Hs.26703	hgnc_symbol|CNOT8|CNOT8
affy_hg_u133_plus_2|212096_s_at|212096_s_at	unigene|Hs.7946|Hs.7946	hgnc_symbol|MTUS1|MTUS1
affy_hg_u133_plus_2|207950_s_at|207950_s_at	unigene|Hs.499725|Hs.499725	hgnc_symbol|ANK3|ANK3
affy_hg_u133_plus_2|1554173_at|1554173_at	unigene|Hs.313343|Hs.313343	hgnc_symbol|TREM5|TREM5
affy_hg_u133_plus_2|238355_at|238355_at	unigene|Hs.282901|Hs.282901	hgnc_symbol|RNPC2|RNPC2
affy_hg_u133_plus_2|203306_s_at|203306_s_at	unigene|Hs.423163|Hs.423163	hgnc_symbol|SLC35A1|SLC35A1
affy_hg_u133_plus_2|223809_at|223809_at	unigene|Hs.440890|Hs.440890	hgnc_symbol|RGS18|RGS18
affy_hg_u133_plus_2|226782_at|226782_at	unigene|Hs.507945|Hs.507945	hgnc_symbol|SLC25A30|SLC25A30
affy_hg_u133_plus_2|1568658_at|1568658_at	unigene|Hs.140617|Hs.140617	hgnc_symbol|LOC339804|LOC339804
affy_hg_u133_plus_2|216876_s_at|216876_s_at	unigene|Hs.41724|Hs.41724	hgnc_symbol|IL17|IL17
affy_hg_u133_plus_2|224873_s_at|224873_s_at	unigene|Hs.128201|Hs.128201	hgnc_symbol|MRPS25|MRPS25
affy_hg_u133_plus_2|218631_at|218631_at	unigene|Hs.23918|Hs.23918	hgnc_symbol|AVPI1|AVPI1
affy_hg_u133_plus_2|228291_s_at|228291_s_at	unigene|Hs.187635|Hs.187635	hgnc_symbol|C20orf19|C20orf19
affy_hg_u133_plus_2|212949_at|212949_at	unigene|Hs.308045|Hs.308045	hgnc_symbol|BRRN1|BRRN1
affy_hg_u133_plus_2|217078_s_at|217078_s_at	unigene|Hs.9688|Hs.9688	hgnc_symbol|CD300A|CD300A
affy_hg_u133_plus_2|227967_at|227967_at	unigene|Hs.533898|Hs.533898	hgnc_symbol|TUBGCP5|TUBGCP5
affy_hg_u133_plus_2|209684_at|209684_at	unigene|Hs.472270|Hs.472270	hgnc_symbol|RIN2|RIN2
affy_hg_u133_plus_2|1556698_a_at|1556698_a_at	unigene|Hs.386796|Hs.386796	hgnc_symbol|LOC285513|LOC285513
affy_hg_u133_plus_2|204092_s_at|204092_s_at	unigene|Hs.250822|Hs.250822	hgnc_symbol|STK6|STK6
affy_hg_u133_plus_2|219494_at|219494_at	unigene|Hs.30561|Hs.30561	hgnc_symbol|RAD54B|RAD54B
affy_hg_u133_plus_2|231099_at|231099_at	unigene|Hs.24030|Hs.24030	hgnc_symbol|SLC31A2|SLC31A2
affy_hg_u133_plus_2|218133_s_at|218133_s_at	unigene|Hs.145284|Hs.145284	hgnc_symbol|NIF3L1|NIF3L1
affy_hg_u133_plus_2|204957_at|204957_at	unigene|Hs.432948|Hs.432948	hgnc_symbol|ORC5L|ORC5L
affy_hg_u133_plus_2|1554544_a_at|1554544_a_at	unigene|Hs.501262|Hs.501262	hgnc_symbol|MBP|MBP
affy_hg_u133_plus_2|209357_at|209357_at	unigene|Hs.82071|Hs.82071	hgnc_symbol|CITED2|CITED2
affy_hg_u133_plus_2|1553640_at|1553640_at	unigene|Hs.353115|Hs.353115	hgnc_symbol|C8orf21|C8orf21
affy_hg_u133_plus_2|226559_at|226559_at	unigene|Hs.529857|Hs.529857	hgnc_symbol|IER5L|IER5L
affy_hg_u133_plus_2|211121_s_at|211121_s_at	unigene|Hs.103854|Hs.103854	hgnc_symbol|DOK1|DOK1
affy_hg_u133_plus_2|226630_at|226630_at	unigene|Hs.437941|Hs.437941	hgnc_symbol|C14orf106|C14orf106
affy_hg_u133_plus_2|238600_at|238600_at	unigene|Hs.479066|Hs.479066	hgnc_symbol|MARLIN1|MARLIN1
affy_hg_u133_plus_2|244398_x_at|244398_x_at	unigene|Hs.524767|Hs.524767	hgnc_symbol|MGC27466|MGC27466
affy_hg_u133_plus_2|220255_at|220255_at	unigene|Hs.302003|Hs.302003	hgnc_symbol|FANCE|FANCE
affy_hg_u133_plus_2|200865_at|200865_at	unigene|Hs.516023|Hs.516023	hgnc_symbol|EIF3S5|EIF3S5
affy_hg_u133_plus_2|235121_at|235121_at	unigene|Hs.467326|Hs.467326	hgnc_symbol|ZNF542|ZNF542
affy_hg_u133_plus_2|219713_at|219713_at	unigene|Hs.190207|Hs.190207	hgnc_symbol|CARKL|CARKL
affy_hg_u133_plus_2|209687_at|209687_at	unigene|Hs.522891|Hs.522891	hgnc_symbol|CXCL12|CXCL12
affy_hg_u133_plus_2|217953_at|217953_at	unigene|Hs.348921|Hs.348921	hgnc_symbol|PHF3|PHF3
affy_hg_u133_plus_2|218897_at|218897_at	unigene|Hs.439991|Hs.439991	hgnc_symbol|MGC10993|MGC10993
affy_hg_u133_plus_2|1558076_at|1558076_at	unigene|Hs.285055|Hs.285055	hgnc_symbol|DKFZp564C0469|DKFZp564C0469
affy_hg_u133_plus_2|221864_at|221864_at	unigene|Hs.460617|Hs.460617	hgnc_symbol|MGC13024|MGC13024
affy_hg_u133_plus_2|226093_at|226093_at	unigene|Hs.130934|Hs.130934	hgnc_symbol|DCP1B|DCP1B
affy_hg_u133_plus_2|229859_at|229859_at	unigene|Hs.353214|Hs.353214	hgnc_symbol|ICAM3|ICAM3
affy_hg_u133_plus_2|204674_at|204674_at	unigene|Hs.124922|Hs.124922	hgnc_symbol|LRMP|LRMP
affy_hg_u133_plus_2|206393_at|206393_at	unigene|Hs.523403|Hs.523403	hgnc_symbol|TNNI2|TNNI2
affy_hg_u133_plus_2|235339_at|235339_at	unigene|Hs.446217|Hs.446217	hgnc_symbol|SETDB2|SETDB2
affy_hg_u133_plus_2|221846_s_at|221846_s_at	unigene|Hs.274408|Hs.274408	hgnc_symbol|CASKIN2|CASKIN2
affy_hg_u133_plus_2|226490_at|226490_at	unigene|Hs.486596|Hs.486596	hgnc_symbol|NHSL1|NHSL1
affy_hg_u133_plus_2|230032_at|230032_at	unigene|Hs.60772|Hs.60772	hgnc_symbol|OSGEPL1|OSGEPL1
affy_hg_u133_plus_2|235450_at|235450_at	unigene|Hs.536850|Hs.536850	hgnc_symbol|FBXL4|FBXL4
affy_hg_u133_plus_2|225432_s_at|225432_s_at	unigene|Hs.488051|Hs.488051	hgnc_symbol|CSRP2BP|CSRP2BP
affy_hg_u133_plus_2|229215_at|229215_at	unigene|Hs.152475|Hs.152475	hgnc_symbol|ASCL2|ASCL2
affy_hg_u133_plus_2|223433_at|223433_at	unigene|Hs.83313|Hs.83313	hgnc_symbol|C7orf36|C7orf36
affy_hg_u133_plus_2|207294_at|207294_at	unigene|Hs.405348|Hs.405348	hgnc_symbol|AGTR2|AGTR2
affy_hg_u133_plus_2|223553_s_at|223553_s_at	unigene|Hs.153343|Hs.153343	hgnc_symbol|DOK3|DOK3
affy_hg_u133_plus_2|215342_s_at|215342_s_at	unigene|Hs.495391|Hs.495391	hgnc_symbol|RABGAP1L|RABGAP1L
affy_hg_u133_plus_2|58780_s_at|58780_s_at	unigene|Hs.35125|Hs.35125	hgnc_symbol|FLJ10357|FLJ10357
affy_hg_u133_plus_2|218501_at|218501_at	unigene|Hs.476402|Hs.476402	hgnc_symbol|ARHGEF3|ARHGEF3
affy_hg_u133_plus_2|219183_s_at|219183_s_at	unigene|Hs.170944|Hs.170944	hgnc_symbol|PSCD4|PSCD4
affy_hg_u133_plus_2|1567044_s_at|1567044_s_at	unigene|Hs.407368|Hs.407368	hgnc_symbol|C19orf13|C19orf13
affy_hg_u133_plus_2|206014_at|206014_at	unigene|Hs.259831|Hs.259831	hgnc_symbol|ACTL6B|ACTL6B
affy_hg_u133_plus_2|242918_at|242918_at	unigene|Hs.319334|Hs.319334	hgnc_symbol|NASP|NASP
affy_hg_u133_plus_2|224393_s_at|224393_s_at	unigene|Hs.209577|Hs.209577	hgnc_symbol|CECR6|CECR6
affy_hg_u133_plus_2|243495_s_at|243495_s_at	unigene|Hs.463375|Hs.463375	hgnc_symbol|KIAA0924|KIAA0924
affy_hg_u133_plus_2|224973_at|224973_at	unigene|Hs.10784|Hs.10784	hgnc_symbol|FAM46A|FAM46A
affy_hg_u133_plus_2|225803_at|225803_at	unigene|Hs.403933|Hs.403933	hgnc_symbol|FBXO32|FBXO32
affy_hg_u133_plus_2|214198_s_at|214198_s_at	unigene|Hs.517357|Hs.517357	hgnc_symbol|DGCR2|DGCR2
affy_hg_u133_plus_2|227678_at|227678_at	unigene|Hs.61188|Hs.61188	hgnc_symbol|KUB3|KUB3
affy_hg_u133_plus_2|242474_s_at|242474_s_at	unigene|Hs.58633|Hs.58633	hgnc_symbol|LOC203547|LOC203547
affy_hg_u133_plus_2|206443_at|206443_at	unigene|Hs.494178|Hs.494178	hgnc_symbol|RORB|RORB
affy_hg_u133_plus_2|57715_at|57715_at	unigene|Hs.241545|Hs.241545	hgnc_symbol|FAM26B|FAM26B
affy_hg_u133_plus_2|229337_at|229337_at	unigene|Hs.524085|Hs.524085	hgnc_symbol|USP2|USP2
affy_hg_u133_plus_2|222172_at|222172_at	unigene|Hs.509113|Hs.509113	hgnc_symbol|NPAS3|NPAS3
affy_hg_u133_plus_2|57082_at|57082_at	unigene|Hs.184482|Hs.184482	hgnc_symbol|ARH|ARH
affy_hg_u133_plus_2|207446_at|207446_at	unigene|Hs.366986|Hs.366986	hgnc_symbol|TLR6|TLR6
affy_hg_u133_plus_2|227798_at|227798_at	unigene|Hs.519005|Hs.519005	hgnc_symbol|SMAD1|SMAD1
affy_hg_u133_plus_2|208121_s_at|208121_s_at	unigene|Hs.160871|Hs.160871	hgnc_symbol|PTPRO|PTPRO
affy_hg_u133_plus_2|222697_s_at|222697_s_at	unigene|Hs.477115|Hs.477115	hgnc_symbol|ABHD10|ABHD10
affy_hg_u133_plus_2|222749_at|222749_at	unigene|Hs.404089|Hs.404089	hgnc_symbol|SUFU|SUFU
affy_hg_u133_plus_2|226985_at|226985_at	unigene|Hs.412406|Hs.412406	hgnc_symbol|FGD5|FGD5
affy_hg_u133_plus_2|231504_at|231504_at	unigene|Hs.100743|Hs.100743	hgnc_symbol|LOC130940|LOC130940
affy_hg_u133_plus_2|1563881_at|1563881_at	unigene|Hs.476636|Hs.476636	hgnc_symbol|LOC151878|LOC151878
affy_hg_u133_plus_2|238813_at|238813_at	unigene|Hs.522666|Hs.522666	hgnc_symbol|ALAS2|ALAS2
affy_hg_u133_plus_2|219378_at|219378_at	unigene|Hs.512914|Hs.512914	hgnc_symbol|NARG1L|NARG1L
affy_hg_u133_plus_2|1556096_s_at|1556096_s_at	unigene|Hs.443456|Hs.443456	hgnc_symbol|UNC13C|UNC13C
affy_hg_u133_plus_2|1569929_at|1569929_at	unigene|Hs.200716|Hs.200716	hgnc_symbol|MECP2|MECP2
affy_hg_u133_plus_2|240586_at|240586_at	unigene|Hs.283949|Hs.283949	hgnc_symbol|ENAM|ENAM
affy_hg_u133_plus_2|1561728_a_at|1561728_a_at	unigene|Hs.131037|Hs.131037	hgnc_symbol|LOC400238|LOC400238
affy_hg_u133_plus_2|1565830_at|1565830_at	unigene|Hs.458418|Hs.458418	hgnc_symbol|KIAA1731|KIAA1731
affy_hg_u133_plus_2|222922_at|222922_at	unigene|Hs.523899|Hs.523899	hgnc_symbol|KCNE3|KCNE3
affy_hg_u133_plus_2|213848_at|213848_at	unigene|Hs.3843|Hs.3843	hgnc_symbol|DUSP7|DUSP7
affy_hg_u133_plus_2|219369_s_at|219369_s_at	unigene|Hs.278815|Hs.278815	hgnc_symbol|OTUB2|OTUB2
affy_hg_u133_plus_2|1558755_x_at|1558755_x_at	unigene|Hs.515149|Hs.515149	hgnc_symbol|LOC284390|LOC284390
affy_hg_u133_plus_2|227002_at|227002_at	unigene|Hs.143878|Hs.143878	hgnc_symbol|C9orf59|C9orf59
affy_hg_u133_plus_2|209864_at|209864_at	unigene|Hs.140720|Hs.140720	hgnc_symbol|FRAT2|FRAT2
affy_hg_u133_plus_2|225727_at|225727_at	unigene|Hs.546414|Hs.546414	hgnc_symbol|PLEKHH1|PLEKHH1
affy_hg_u133_plus_2|226673_at|226673_at	unigene|Hs.306412|Hs.306412	hgnc_symbol|SH2D3C|SH2D3C
affy_hg_u133_plus_2|207606_s_at|207606_s_at	unigene|Hs.499264|Hs.499264	hgnc_symbol|ARHGAP12|ARHGAP12
affy_hg_u133_plus_2|1569873_at|1569873_at	unigene|Hs.440959|Hs.440959	hgnc_symbol|LIPL1|LIPL1
affy_hg_u133_plus_2|225167_at|225167_at	unigene|Hs.439488|Hs.439488	hgnc_symbol|FRMD4A|FRMD4A
affy_hg_u133_plus_2|235916_at|235916_at	unigene|Hs.135978|Hs.135978	hgnc_symbol|YPEL4|YPEL4
affy_hg_u133_plus_2|206712_at|206712_at	unigene|Hs.170904|Hs.170904	hgnc_symbol|GRTP1|GRTP1
affy_hg_u133_plus_2|217259_at|217259_at	unigene|Hs.343873|Hs.343873	hgnc_symbol|MTMR7|MTMR7
affy_hg_u133_plus_2|234379_at|234379_at	unigene|Hs.415048|Hs.415048	hgnc_symbol|FLT4|FLT4
affy_hg_u133_plus_2|216469_at|216469_at	unigene|Hs.452082|Hs.452082	hgnc_symbol|LOC392345|LOC392345
affy_hg_u133_plus_2|244097_at|244097_at	unigene|Hs.445757|Hs.445757	hgnc_symbol|CR2|CR2
affy_hg_u133_plus_2|1554588_a_at|1554588_a_at	unigene|Hs.447659|Hs.447659	hgnc_symbol|FLJ30990|FLJ30990
affy_hg_u133_plus_2|229116_at|229116_at	unigene|Hs.546344|Hs.546344	hgnc_symbol|CNKSR2|CNKSR2
affy_hg_u133_plus_2|215108_x_at|215108_x_at	unigene|Hs.460789|Hs.460789	hgnc_symbol|TNRC9|TNRC9
affy_hg_u133_plus_2|209262_s_at|209262_s_at	unigene|Hs.466148|Hs.466148	hgnc_symbol|NR2F6|NR2F6
affy_hg_u133_plus_2|1558796_a_at|1558796_a_at	unigene|Hs.520217|Hs.520217	hgnc_symbol|LOC441157|LOC441157
affy_hg_u133_plus_2|218589_at|218589_at	unigene|Hs.123464|Hs.123464	hgnc_symbol|P2RY5|P2RY5
affy_hg_u133_plus_2|1552553_a_at|1552553_a_at	unigene|Hs.546417|Hs.546417	hgnc_symbol|CARD12|CARD12
affy_hg_u133_plus_2|223412_at|223412_at	unigene|Hs.63841|Hs.63841	hgnc_symbol|KBTBD7|KBTBD7
affy_hg_u133_plus_2|1553193_at|1553193_at	unigene|Hs.333348|Hs.333348	hgnc_symbol|ZNF441|ZNF441
affy_hg_u133_plus_2|229603_at|229603_at	unigene|Hs.400698|Hs.400698	hgnc_symbol|FLJ35630|FLJ35630
affy_hg_u133_plus_2|227764_at|227764_at	unigene|Hs.21929|Hs.21929	hgnc_symbol|MGC52057|MGC52057
affy_hg_u133_plus_2|234583_at|234583_at	unigene|Hs.148909|Hs.148909	hgnc_symbol|CHL1|CHL1
affy_hg_u133_plus_2|202286_s_at|202286_s_at	unigene|Hs.23582|Hs.23582	hgnc_symbol|TACSTD2|TACSTD2
affy_hg_u133_plus_2|226847_at|226847_at	unigene|Hs.9914|Hs.9914	hgnc_symbol|FST|FST
affy_hg_u133_plus_2|220988_s_at|220988_s_at	unigene|Hs.171929|Hs.171929	hgnc_symbol|C1QTNF3|C1QTNF3
affy_hg_u133_plus_2|224073_at|224073_at	unigene|Hs.534461|Hs.534461	hgnc_symbol|FLJ20464|FLJ20464
affy_hg_u133_plus_2|220321_s_at|220321_s_at	unigene|Hs.21081|Hs.21081	hgnc_symbol|FLJ13646|FLJ13646
affy_hg_u133_plus_2|204689_at|204689_at	unigene|Hs.118651|Hs.118651	hgnc_symbol|HHEX|HHEX
affy_hg_u133_plus_2|238983_at|238983_at	unigene|Hs.479612|Hs.479612	hgnc_symbol|FLJ14001|FLJ14001
affy_hg_u133_plus_2|1556942_at|1556942_at	unigene|Hs.372492|Hs.372492	hgnc_symbol|KIAA1126|KIAA1126
affy_hg_u133_plus_2|1564318_at|1564318_at	unigene|Hs.436896|Hs.436896	hgnc_symbol|POLR3A|POLR3A
affy_hg_u133_plus_2|239043_at|239043_at	unigene|Hs.76561|Hs.76561	hgnc_symbol|ZNF404|ZNF404
affy_hg_u133_plus_2|204011_at|204011_at	unigene|Hs.18676|Hs.18676	hgnc_symbol|SPRY2|SPRY2
affy_hg_u133_plus_2|244163_at|244163_at	unigene|Hs.252451|Hs.252451	hgnc_symbol|SEMA3A|SEMA3A
affy_hg_u133_plus_2|237282_s_at|237282_s_at	unigene|Hs.184993|Hs.184993	hgnc_symbol|AKAP14|AKAP14
affy_hg_u133_plus_2|219932_at|219932_at	unigene|Hs.49765|Hs.49765	hgnc_symbol|SLC27A6|SLC27A6
affy_hg_u133_plus_2|209996_x_at|209996_x_at	unigene|Hs.491148|Hs.491148	hgnc_symbol|PCM1|PCM1
