Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Kiel	HSC(Pelvis-HSC)	SGL	101502	Hsd3b7
Kiel	HSC(Pelvis-HSC)	SGL	101706	Numa1
Kiel	HSC(Pelvis-HSC)	SGL	102294	Cyp4v3
Kiel	HSC(Pelvis-HSC)	SGL	103710	Slc35e4
Kiel	HSC(Pelvis-HSC)	SGL	105439	Slain1
Kiel	HSC(Pelvis-HSC)	SGL	105689	Mycbp2
Kiel	HSC(Pelvis-HSC)	SGL	106064	AW549877
Kiel	HSC(Pelvis-HSC)	SGL	107250	Kazald1
Kiel	HSC(Pelvis-HSC)	SGL	108062	Cstf2
Kiel	HSC(Pelvis-HSC)	SGL	108767	Pnrc1
Kiel	HSC(Pelvis-HSC)	SGL	108807	4933415E08Rik
Kiel	HSC(Pelvis-HSC)	SGL	108946	Zzz3
Kiel	HSC(Pelvis-HSC)	SGL	114674	Gtf2ird2
Kiel	HSC(Pelvis-HSC)	SGL	11515	Adcy9
Kiel	HSC(Pelvis-HSC)	SGL	11615	AL024110
Kiel	HSC(Pelvis-HSC)	SGL	11657	Alb
Kiel	HSC(Pelvis-HSC)	SGL	11807	Apoa2
Kiel	HSC(Pelvis-HSC)	SGL	11816	Apoe
Kiel	HSC(Pelvis-HSC)	SGL	11846	Arg1
Kiel	HSC(Pelvis-HSC)	SGL	12151	Bmi1
Kiel	HSC(Pelvis-HSC)	SGL	12193	Zfp36l2
Kiel	HSC(Pelvis-HSC)	SGL	12350	Car3
Kiel	HSC(Pelvis-HSC)	SGL	12398	Cbfa2t3
Kiel	HSC(Pelvis-HSC)	SGL	12469	Cct8
Kiel	HSC(Pelvis-HSC)	SGL	12577	Cdkn1c
Kiel	HSC(Pelvis-HSC)	SGL	12649	Chek1
Kiel	HSC(Pelvis-HSC)	SGL	12785	Cnbp
Kiel	HSC(Pelvis-HSC)	SGL	12826	Col4a1
Kiel	HSC(Pelvis-HSC)	SGL	12946	Cr1l
Kiel	HSC(Pelvis-HSC)	SGL	13024	Ctla2a
Kiel	HSC(Pelvis-HSC)	SGL	13025	Ctla2b
Kiel	HSC(Pelvis-HSC)	SGL	13096	Cyp2c37
Kiel	HSC(Pelvis-HSC)	SGL	13106	Cyp2e1
Kiel	HSC(Pelvis-HSC)	SGL	13107	Cyp2f2
Kiel	HSC(Pelvis-HSC)	SGL	13112	Cyp3a11
Kiel	HSC(Pelvis-HSC)	SGL	13123	Cyp7b1
Kiel	HSC(Pelvis-HSC)	SGL	13138	Dag1
Kiel	HSC(Pelvis-HSC)	SGL	13170	Dbp
Kiel	HSC(Pelvis-HSC)	SGL	13207	Ddx5
Kiel	HSC(Pelvis-HSC)	SGL	13653	Egr1
Kiel	HSC(Pelvis-HSC)	SGL	13805	Eng
Kiel	HSC(Pelvis-HSC)	SGL	13909	EG13909
Kiel	HSC(Pelvis-HSC)	SGL	14062	F2r
Kiel	HSC(Pelvis-HSC)	SGL	14065	F2rl3
Kiel	HSC(Pelvis-HSC)	SGL	14073	Faah
Kiel	HSC(Pelvis-HSC)	SGL	140742	Sesn1
Kiel	HSC(Pelvis-HSC)	SGL	14080	Fabp1
Kiel	HSC(Pelvis-HSC)	SGL	14085	Fah
Kiel	HSC(Pelvis-HSC)	SGL	14104	Fasn
Kiel	HSC(Pelvis-HSC)	SGL	14121	Fbp1
Kiel	HSC(Pelvis-HSC)	SGL	14148	Fdx1
Kiel	HSC(Pelvis-HSC)	SGL	14166	Fgf11
Kiel	HSC(Pelvis-HSC)	SGL	14245	Lpin1
Kiel	HSC(Pelvis-HSC)	SGL	14281	Fos
Kiel	HSC(Pelvis-HSC)	SGL	14455	Gas5
Kiel	HSC(Pelvis-HSC)	SGL	14461	Gata2
Kiel	HSC(Pelvis-HSC)	SGL	14469	Gbp2
Kiel	HSC(Pelvis-HSC)	SGL	14473	Gc
Kiel	HSC(Pelvis-HSC)	SGL	14609	Gja1
Kiel	HSC(Pelvis-HSC)	SGL	14635	Galk1
Kiel	HSC(Pelvis-HSC)	SGL	14663	Glycam1
Kiel	HSC(Pelvis-HSC)	SGL	14697	Gnb5
Kiel	HSC(Pelvis-HSC)	SGL	14768	Lancl1
Kiel	HSC(Pelvis-HSC)	SGL	14789	Leprel2
Kiel	HSC(Pelvis-HSC)	SGL	14859	Gsta3
Kiel	HSC(Pelvis-HSC)	SGL	14873	Gsto1
Kiel	HSC(Pelvis-HSC)	SGL	14874	Gstz1
Kiel	HSC(Pelvis-HSC)	SGL	14886	Gtf2i
Kiel	HSC(Pelvis-HSC)	SGL	14913	Guca1a
Kiel	HSC(Pelvis-HSC)	SGL	14979	H2-Ke6
Kiel	HSC(Pelvis-HSC)	SGL	15107	Hadh
Kiel	HSC(Pelvis-HSC)	SGL	15278	Tfb2m
Kiel	HSC(Pelvis-HSC)	SGL	15387	Hnrnpk
Kiel	HSC(Pelvis-HSC)	SGL	15495	Hsd3b4
Kiel	HSC(Pelvis-HSC)	SGL	15525	Hspa4
Kiel	HSC(Pelvis-HSC)	SGL	15526	Hspa9
Kiel	HSC(Pelvis-HSC)	SGL	16158	Il11ra2
Kiel	HSC(Pelvis-HSC)	SGL	16341	Eif3e
Kiel	HSC(Pelvis-HSC)	SGL	16403	Itga6
Kiel	HSC(Pelvis-HSC)	SGL	16431	Itm2a
Kiel	HSC(Pelvis-HSC)	SGL	16443	Itsn1
Kiel	HSC(Pelvis-HSC)	SGL	16456	F11r
Kiel	HSC(Pelvis-HSC)	SGL	16476	Jun
Kiel	HSC(Pelvis-HSC)	SGL	16483	Kap
Kiel	HSC(Pelvis-HSC)	SGL	16543	Mdfic
Kiel	HSC(Pelvis-HSC)	SGL	16590	Kit
Kiel	HSC(Pelvis-HSC)	SGL	16644	Kng1
Kiel	HSC(Pelvis-HSC)	SGL	16909	Lmo2
Kiel	HSC(Pelvis-HSC)	SGL	170439	Elovl6
Kiel	HSC(Pelvis-HSC)	SGL	17062	Ly6
Kiel	HSC(Pelvis-HSC)	SGL	17063	Muc13
Kiel	HSC(Pelvis-HSC)	SGL	170942	Erdr1
Kiel	HSC(Pelvis-HSC)	SGL	17268	Meis1
Kiel	HSC(Pelvis-HSC)	SGL	17685	Msh2
Kiel	HSC(Pelvis-HSC)	SGL	17840	Mup1
Kiel	HSC(Pelvis-HSC)	SGL	17842	Mup3
Kiel	HSC(Pelvis-HSC)	SGL	17843	Mup4
Kiel	HSC(Pelvis-HSC)	SGL	17844	Mup5
Kiel	HSC(Pelvis-HSC)	SGL	17863	Myb
Kiel	HSC(Pelvis-HSC)	SGL	17975	Ncl
Kiel	HSC(Pelvis-HSC)	SGL	17984	Ndn
Kiel	HSC(Pelvis-HSC)	SGL	17999	Nedd4
Kiel	HSC(Pelvis-HSC)	SGL	18109	Mycn
Kiel	HSC(Pelvis-HSC)	SGL	18416	Otc
Kiel	HSC(Pelvis-HSC)	SGL	18432	Mybbp1a
Kiel	HSC(Pelvis-HSC)	SGL	18478	Pah
Kiel	HSC(Pelvis-HSC)	SGL	18569	Pdcd4
Kiel	HSC(Pelvis-HSC)	SGL	18712	Pim1
Kiel	HSC(Pelvis-HSC)	SGL	18744	Pja1
Kiel	HSC(Pelvis-HSC)	SGL	18749	Prkacb
Kiel	HSC(Pelvis-HSC)	SGL	18761	Prkcq
Kiel	HSC(Pelvis-HSC)	SGL	18815	Plg
Kiel	HSC(Pelvis-HSC)	SGL	18979	Pon1
Kiel	HSC(Pelvis-HSC)	SGL	19038	Ppic
Kiel	HSC(Pelvis-HSC)	SGL	19124	Procr
Kiel	HSC(Pelvis-HSC)	SGL	192287	Slc25a36
Kiel	HSC(Pelvis-HSC)	SGL	19252	Dusp1
