Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Fortunel	NSC	SGL	11303	Abca1
Fortunel	NSC	SGL	11350	Abl1
Fortunel	NSC	SGL	11409	Acads
Fortunel	NSC	SGL	11464	Actc1
Fortunel	NSC	SGL	11481	Acvr2b
Fortunel	NSC	SGL	11489	Adam12
Fortunel	NSC	SGL	11492	Adam19
Fortunel	NSC	SGL	11502	Adam9
Fortunel	NSC	SGL	11520	Adfp
Fortunel	NSC	SGL	11533	Adh5-ps1
Fortunel	NSC	SGL	11535	Adm
Fortunel	NSC	SGL	11546	Parp2
Fortunel	NSC	SGL	11601	Angpt2
Fortunel	NSC	SGL	11615	AL024110
Fortunel	NSC	SGL	11637	Ak2
Fortunel	NSC	SGL	11666	Abcd1
Fortunel	NSC	SGL	11692	Gfer
Fortunel	NSC	SGL	11694	Alx3
Fortunel	NSC	SGL	11723	Amy2
Fortunel	NSC	SGL	11735	Ank3
Fortunel	NSC	SGL	11736	Ankfy1
Fortunel	NSC	SGL	11740	Slc25a5
Fortunel	NSC	SGL	11745	Anxa3
Fortunel	NSC	SGL	11767	Ap1m1
Fortunel	NSC	SGL	11792	Apex1
Fortunel	NSC	SGL	11810	Apobec1
Fortunel	NSC	SGL	11836	Araf
Fortunel	NSC	SGL	11837	Arbp
Fortunel	NSC	SGL	11843	Arf4
Fortunel	NSC	SGL	11899	Astn1
Fortunel	NSC	SGL	11922	Neurod6
Fortunel	NSC	SGL	11924	Neurog2
Fortunel	NSC	SGL	11949	Atp5c1
Fortunel	NSC	SGL	11977	Atp7a
Fortunel	NSC	SGL	11991	Hnrnpd
Fortunel	NSC	SGL	12018	Bak1
Fortunel	NSC	SGL	12021	Bard1
Fortunel	NSC	SGL	12055	Bcl7c
Fortunel	NSC	SGL	12067	Ube2n-ps1
Fortunel	NSC	SGL	12091	Glb1
Fortunel	NSC	SGL	12111	Bgn
Fortunel	NSC	SGL	12140	Fabp7
Fortunel	NSC	SGL	12153	Bmp1
Fortunel	NSC	SGL	12175	Bnip2
Fortunel	NSC	SGL	12189	Brca1
Fortunel	NSC	SGL	12190	Brca2
Fortunel	NSC	SGL	12192	Zfp36l1
Fortunel	NSC	SGL	12193	Zfp36l2
Fortunel	NSC	SGL	12226	Btg1
Fortunel	NSC	SGL	12235	Bub1
Fortunel	NSC	SGL	12237	Bub3
Fortunel	NSC	SGL	12287	Cacna1b
Fortunel	NSC	SGL	12305	Ddr1
Fortunel	NSC	SGL	12306	Anxa2
Fortunel	NSC	SGL	12316	Aspm
Fortunel	NSC	SGL	12334	Capn2
