Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Behbod	MaSC	SGL	101736	AU015263
Behbod	MaSC	SGL	108078	Olr1
Behbod	MaSC	SGL	11576	Afp
Behbod	MaSC	SGL	11601	Angpt2
Behbod	MaSC	SGL	11826	Aqp1
Behbod	MaSC	SGL	12316	Aspm
Behbod	MaSC	SGL	12349	Car2
Behbod	MaSC	SGL	12424	Cck
Behbod	MaSC	SGL	12429	Ccnb1-rs1
Behbod	MaSC	SGL	12490	Cd34
Behbod	MaSC	SGL	12841	Col9a3
Behbod	MaSC	SGL	13371	Dio2
Behbod	MaSC	SGL	13602	Sparcl1
Behbod	MaSC	SGL	13837	Epha3
Behbod	MaSC	SGL	13874	Ereg
Behbod	MaSC	SGL	14009	Etv1
Behbod	MaSC	SGL	14254	Flt1
Behbod	MaSC	SGL	14461	Gata2
Behbod	MaSC	SGL	14825	Cxcl1
Behbod	MaSC	SGL	14860	Gsta4
Behbod	MaSC	SGL	15116	Has1
Behbod	MaSC	SGL	15213	Hey1
Behbod	MaSC	SGL	15400	Hoxa3
Behbod	MaSC	SGL	15481	Hspa8
Behbod	MaSC	SGL	15902	Id2
Behbod	MaSC	SGL	16011	Igfbp5
Behbod	MaSC	SGL	16156	Il11
Behbod	MaSC	SGL	16165	Il13ra2
Behbod	MaSC	SGL	16193	Il6
Behbod	MaSC	SGL	16542	Kdr
Behbod	MaSC	SGL	16909	Lmo2
Behbod	MaSC	SGL	17064	Cd93
Behbod	MaSC	SGL	170757	Eltd1
Behbod	MaSC	SGL	17174	Masp1
Behbod	MaSC	SGL	17260	Mef2c
Behbod	MaSC	SGL	17286	Meox2
Behbod	MaSC	SGL	18074	Nid2
Behbod	MaSC	SGL	18104	Nqo1
Behbod	MaSC	SGL	18669	Abcb1b
Behbod	MaSC	SGL	18671	Abcb1a
Behbod	MaSC	SGL	19225	Ptgs2
Behbod	MaSC	SGL	19263	Ptprb
Behbod	MaSC	SGL	20292	Ccl11
Behbod	MaSC	SGL	20344	Selp
Behbod	MaSC	SGL	20452	St8sia4
Behbod	MaSC	SGL	20671	Sox17
Behbod	MaSC	SGL	20680	Sox7
Behbod	MaSC	SGL	20720	Serpine2
Behbod	MaSC	SGL	21687	Tek
Behbod	MaSC	SGL	21743	Inmt
Behbod	MaSC	SGL	21973	Top2a
Behbod	MaSC	SGL	22344	Vezf1
Behbod	MaSC	SGL	23796	Aplnr
Behbod	MaSC	SGL	27981	D4Wsu53e
Behbod	MaSC	SGL	53603	Tslp
Behbod	MaSC	SGL	54195	Gucy1b3
Behbod	MaSC	SGL	57814	Kcne4
Behbod	MaSC	SGL	58234	Shank3
Behbod	MaSC	SGL	59308	Emcn
Behbod	MaSC	SGL	64074	Smoc2
Behbod	MaSC	SGL	66442	Spc25
Behbod	MaSC	SGL	67020	Tmem88
Behbod	MaSC	SGL	67374	Jam2
Behbod	MaSC	SGL	67784	Plxnd1
