Study	Stem cell type	Gene list type	Entrez Gene	Gene name
RamalhoSantos	NSC	SGL	11303	Abca1
RamalhoSantos	NSC	SGL	11306	Abcb7
RamalhoSantos	NSC	SGL	11363	Acadl
RamalhoSantos	NSC	SGL	11364	Acadm
RamalhoSantos	NSC	SGL	11409	Acads
RamalhoSantos	NSC	SGL	11416	Slc33a1
RamalhoSantos	NSC	SGL	11428	Aco1
RamalhoSantos	NSC	SGL	11431	Acp1
RamalhoSantos	NSC	SGL	11432	Acp2
RamalhoSantos	NSC	SGL	11468	Actg2
RamalhoSantos	NSC	SGL	11487	Adam10
RamalhoSantos	NSC	SGL	11489	Adam12
RamalhoSantos	NSC	SGL	11492	Adam19
RamalhoSantos	NSC	SGL	11502	Adam9
RamalhoSantos	NSC	SGL	11514	Adcy8
RamalhoSantos	NSC	SGL	11520	Adfp
RamalhoSantos	NSC	SGL	11532	Adh5
RamalhoSantos	NSC	SGL	11533	Adh5-ps1
RamalhoSantos	NSC	SGL	11535	Adm
RamalhoSantos	NSC	SGL	11566	Adss
RamalhoSantos	NSC	SGL	11601	Angpt2
RamalhoSantos	NSC	SGL	11615	AL024110
RamalhoSantos	NSC	SGL	11636	Ak1
RamalhoSantos	NSC	SGL	11637	Ak2
RamalhoSantos	NSC	SGL	11641	Akap2
RamalhoSantos	NSC	SGL	11651	Akt1
RamalhoSantos	NSC	SGL	11692	Gfer
RamalhoSantos	NSC	SGL	11702	Amd1
RamalhoSantos	NSC	SGL	11717	Ampd3
RamalhoSantos	NSC	SGL	11737	Anp32a
RamalhoSantos	NSC	SGL	11740	Slc25a5
RamalhoSantos	NSC	SGL	11745	Anxa3
RamalhoSantos	NSC	SGL	11757	Prdx3
RamalhoSantos	NSC	SGL	11765	Ap1g1
RamalhoSantos	NSC	SGL	11767	Ap1m1
RamalhoSantos	NSC	SGL	11777	Ap3s1
RamalhoSantos	NSC	SGL	11778	Ap3s2
RamalhoSantos	NSC	SGL	11781	Ap4m1
RamalhoSantos	NSC	SGL	11789	Apc
RamalhoSantos	NSC	SGL	11792	Apex1
RamalhoSantos	NSC	SGL	11799	Birc5
RamalhoSantos	NSC	SGL	11800	Api5
RamalhoSantos	NSC	SGL	11821	Aprt
RamalhoSantos	NSC	SGL	11843	Arf4
RamalhoSantos	NSC	SGL	11845	Arf6
RamalhoSantos	NSC	SGL	11848	Rhoa
RamalhoSantos	NSC	SGL	11854	Rhod
RamalhoSantos	NSC	SGL	11886	Asah1
RamalhoSantos	NSC	SGL	11908	Atf1
RamalhoSantos	NSC	SGL	11909	Atf2
RamalhoSantos	NSC	SGL	11931	Atp1b1
RamalhoSantos	NSC	SGL	11946	Atp5a1
RamalhoSantos	NSC	SGL	11949	Atp5c1
RamalhoSantos	NSC	SGL	11957	Atp5j
RamalhoSantos	NSC	SGL	11964	Atp6v1a
RamalhoSantos	NSC	SGL	11974	Atp6v0e
RamalhoSantos	NSC	SGL	11991	Hnrnpd
RamalhoSantos	NSC	SGL	11993	Aup1
RamalhoSantos	NSC	SGL	11997	Akr1b7
RamalhoSantos	NSC	SGL	12023	Barx2
RamalhoSantos	NSC	SGL	12028	Bax
RamalhoSantos	NSC	SGL	12033	Bcap29
RamalhoSantos	NSC	SGL	12034	Phb2
RamalhoSantos	NSC	SGL	12042	Bcl10
RamalhoSantos	NSC	SGL	12055	Bcl7c
RamalhoSantos	NSC	SGL	12067	Ube2n-ps1
RamalhoSantos	NSC	SGL	12068	Bet1
RamalhoSantos	NSC	SGL	12091	Glb1
RamalhoSantos	NSC	SGL	12144	Blm
RamalhoSantos	NSC	SGL	12151	Bmi1
RamalhoSantos	NSC	SGL	12153	Bmp1
RamalhoSantos	NSC	SGL	12159	Bmp4
RamalhoSantos	NSC	SGL	12166	Bmpr1a
RamalhoSantos	NSC	SGL	12175	Bnip2
RamalhoSantos	NSC	SGL	12181	Bop1
RamalhoSantos	NSC	SGL	12189	Brca1
RamalhoSantos	NSC	SGL	12193	Zfp36l2
RamalhoSantos	NSC	SGL	12211	Birc6
RamalhoSantos	NSC	SGL	12235	Bub1
RamalhoSantos	NSC	SGL	12237	Bub3
RamalhoSantos	NSC	SGL	12283	Cab39
RamalhoSantos	NSC	SGL	12301	Cacybp
RamalhoSantos	NSC	SGL	12304	Pdia4
RamalhoSantos	NSC	SGL	12305	Ddr1
RamalhoSantos	NSC	SGL	12316	Aspm
RamalhoSantos	NSC	SGL	12319	Car8
RamalhoSantos	NSC	SGL	12321	Calu
RamalhoSantos	NSC	SGL	12331	Cap1
RamalhoSantos	NSC	SGL	12332	Capg
RamalhoSantos	NSC	SGL	12334	Capn2
RamalhoSantos	NSC	SGL	12339	Capn7
RamalhoSantos	NSC	SGL	12340	Capza1
RamalhoSantos	NSC	SGL	12343	Capza2
RamalhoSantos	NSC	SGL	12350	Car3
RamalhoSantos	NSC	SGL	12355	Nr1i3
RamalhoSantos	NSC	SGL	12359	Cat
RamalhoSantos	NSC	SGL	12361	Cask
RamalhoSantos	NSC	SGL	12366	Casp2
RamalhoSantos	NSC	SGL	12367	Casp3
RamalhoSantos	NSC	SGL	12368	Casp6
RamalhoSantos	NSC	SGL	12369	Casp7
RamalhoSantos	NSC	SGL	12400	Cbfb
RamalhoSantos	NSC	SGL	12406	Serpinh1
RamalhoSantos	NSC	SGL	12412	Cbx1
RamalhoSantos	NSC	SGL	12417	Cbx3
RamalhoSantos	NSC	SGL	12419	Cbx5
RamalhoSantos	NSC	SGL	12428	Ccna2
RamalhoSantos	NSC	SGL	12429	Ccnb1-rs1
RamalhoSantos	NSC	SGL	12442	Ccnb2
RamalhoSantos	NSC	SGL	12443	Ccnd1
RamalhoSantos	NSC	SGL	12445	Ccnd3
RamalhoSantos	NSC	SGL	12448	Ccne2
RamalhoSantos	NSC	SGL	12449	Ccnf
RamalhoSantos	NSC	SGL	12450	Ccng1
RamalhoSantos	NSC	SGL	12453	Ccni
RamalhoSantos	NSC	SGL	12457	Ccrn4l
RamalhoSantos	NSC	SGL	12460	Ccs
RamalhoSantos	NSC	SGL	12461	Cct2
RamalhoSantos	NSC	SGL	12462	Cct3
RamalhoSantos	NSC	SGL	12464	Cct4
RamalhoSantos	NSC	SGL	12465	Cct5
RamalhoSantos	NSC	SGL	12466	Cct6a
RamalhoSantos	NSC	SGL	12469	Cct8
RamalhoSantos	NSC	SGL	12479	Cd1d1
RamalhoSantos	NSC	SGL	12480	Cd1d2
RamalhoSantos	NSC	SGL	12484	Cd24a
RamalhoSantos	NSC	SGL	12492	Scarb2
RamalhoSantos	NSC	SGL	12499	Entpd5
RamalhoSantos	NSC	SGL	12512	Cd63
RamalhoSantos	NSC	SGL	12526	Cd8b1
RamalhoSantos	NSC	SGL	12527	Cd9
RamalhoSantos	NSC	SGL	12530	Cdc25a
RamalhoSantos	NSC	SGL	12532	Cdc25c
RamalhoSantos	NSC	SGL	12534	Cdc2a
RamalhoSantos	NSC	SGL	12540	Cdc42
RamalhoSantos	NSC	SGL	12544	Cdc45l
RamalhoSantos	NSC	SGL	12545	Cdc7
RamalhoSantos	NSC	SGL	12558	Cdh2
RamalhoSantos	NSC	SGL	12561	Cdh4
RamalhoSantos	NSC	SGL	12566	Cdk2
RamalhoSantos	NSC	SGL	12567	Cdk4
RamalhoSantos	NSC	SGL	12575	Cdkn1a
RamalhoSantos	NSC	SGL	12579	Cdkn2b
RamalhoSantos	NSC	SGL	12580	Cdkn2c
RamalhoSantos	NSC	SGL	12585	Cdr2
RamalhoSantos	NSC	SGL	12607	Cebpz
RamalhoSantos	NSC	SGL	12613	Cel
RamalhoSantos	NSC	SGL	12615	Cenpa
RamalhoSantos	NSC	SGL	12617	Cenpc1
RamalhoSantos	NSC	SGL	12626	Cetn3
RamalhoSantos	NSC	SGL	12631	Cfl1
RamalhoSantos	NSC	SGL	12632	Cfl2
RamalhoSantos	NSC	SGL	12648	Chd1
RamalhoSantos	NSC	SGL	12649	Chek1
RamalhoSantos	NSC	SGL	12675	Chuk
RamalhoSantos	NSC	SGL	12752	Cln3
RamalhoSantos	NSC	SGL	12753	Clock
