Study	Stem cell type	Gene list type	Entrez Gene	Gene name
Ivanova	ESC	SGL	11428	Aco1
Ivanova	ESC	SGL	11459	Acta1
Ivanova	ESC	SGL	11475	Acta2
Ivanova	ESC	SGL	11517	Adcyap1r1
Ivanova	ESC	SGL	11532	Adh5
Ivanova	ESC	SGL	11533	Adh5-ps1
Ivanova	ESC	SGL	11556	Adrb3
Ivanova	ESC	SGL	11566	Adss
Ivanova	ESC	SGL	11614	Nr0b1
Ivanova	ESC	SGL	11615	AL024110
Ivanova	ESC	SGL	11632	Aip
Ivanova	ESC	SGL	11636	Ak1
Ivanova	ESC	SGL	11639	Ak3l1
Ivanova	ESC	SGL	11640	Akap1
Ivanova	ESC	SGL	11752	Anxa8
Ivanova	ESC	SGL	11765	Ap1g1
Ivanova	ESC	SGL	11778	Ap3s2
Ivanova	ESC	SGL	11792	Apex1
Ivanova	ESC	SGL	11815	Apod
Ivanova	ESC	SGL	11843	Arf4
Ivanova	ESC	SGL	11858	Rnd2
Ivanova	ESC	SGL	11922	Neurod6
Ivanova	ESC	SGL	11989	Slc7a3
Ivanova	ESC	SGL	12035	Bcat1
Ivanova	ESC	SGL	12040	Bckdhb
Ivanova	ESC	SGL	12051	Bcl3
Ivanova	ESC	SGL	12064	Bdnf
Ivanova	ESC	SGL	12091	Glb1
Ivanova	ESC	SGL	12111	Bgn
Ivanova	ESC	SGL	12159	Bmp4
Ivanova	ESC	SGL	12161	Bmp6
Ivanova	ESC	SGL	12181	Bop1
Ivanova	ESC	SGL	12212	Chic1
Ivanova	ESC	SGL	12224	Klf5
Ivanova	ESC	SGL	12228	Btg3
Ivanova	ESC	SGL	12235	Bub1
Ivanova	ESC	SGL	12321	Calu
Ivanova	ESC	SGL	12385	Ctnna1
Ivanova	ESC	SGL	12389	Cav1
Ivanova	ESC	SGL	12406	Serpinh1
Ivanova	ESC	SGL	12412	Cbx1
Ivanova	ESC	SGL	12462	Cct3
Ivanova	ESC	SGL	12520	Cd81
Ivanova	ESC	SGL	12632	Cfl2
Ivanova	ESC	SGL	12683	Cidea
Ivanova	ESC	SGL	12702	Socs3
Ivanova	ESC	SGL	12716	Ckmt1
Ivanova	ESC	SGL	12810	Coch
Ivanova	ESC	SGL	12819	Col15a1
Ivanova	ESC	SGL	12822	Col18a1
Ivanova	ESC	SGL	12832	Col5a2
Ivanova	ESC	SGL	12833	Col6a1
Ivanova	ESC	SGL	12843	Col1a2
Ivanova	ESC	SGL	12876	Cpe
Ivanova	ESC	SGL	12903	Crabp1
Ivanova	ESC	SGL	12933	Crmp1
Ivanova	ESC	SGL	12972	Cryz
Ivanova	ESC	SGL	13008	Csrp2
Ivanova	ESC	SGL	13017	Ctbp2
Ivanova	ESC	SGL	13039	Ctsl
Ivanova	ESC	SGL	13043	Cttn
Ivanova	ESC	SGL	13131	Dab1
Ivanova	ESC	SGL	13138	Dag1
Ivanova	ESC	SGL	13164	Dazl
Ivanova	ESC	SGL	13171	Dbt
Ivanova	ESC	SGL	13195	Ddc
Ivanova	ESC	SGL	13206	Ddx4
Ivanova	ESC	SGL	13211	Dhx9
Ivanova	ESC	SGL	13360	Dhcr7
