LUID	Gene Names	Accession Numbers
178152	4930471M23Rik	BG064744
163414	NA	AV013131
176020	Lyn	BG063022
152534	Vkorc1	AV070326
171800	Csad	AI838262
168836	Cox7a2l	AV103166
162303	NA	AV000369
154549	NA	AV051225
161146	NA	AV032540
160373	Ppic	AV103240
162307	Arg2	AV000306
154655	1810021J13Rik	AV052323
155457	NA	AV058200
178218	Cln2	BG064807
163398	D5Ertd593e	AV012806
182686	B3gnt1	BG068907
183798	Map1lc3b	BG070050
177278	B2m	BG063994
157771	Sdbcag84	AV162211
189347	Zfp503	BG074838
164896	Tmed3	AV084315
181699	Smox	BG067973
155033	Fgfr1op2	AV055463
163485	Mtcp1	AV013645
190543	Vti1b	BG075842
168478	2810402K13Rik	AV140220
166894	Hmgn3	AV030488
180031	Tollip	C79165
151419	Cpt1a	AV089645
155465	1810049K24Rik	AV058250
189036	Tcta	BG074572
189353	Cpt1a	BG074843
168154	Ssr4	AV133727
159332	Rabac1	AV088381
165653	C030004A17Rik	AV019942
189739	Skiv2l	BG075170
154302	Sdf4	AV048780
187829	App	BG073564
151590	NA	AV084703
157640	NA	AV141372
154604	Crip2	AV051596
155763	NA	AV060165
169849	Paf53	AV135855
160651	AU040950	AV104145
163928	NA	NA
188798	Exoc8	BG074367
618867	NA	NA
160940	Hsd3b7	AV031647
167608	BC004004	AV087882
179315	BC004044	BG065806
155893	0610007N19Rik	AV061343
188792	D930036F22Rik	BG074361
182640	Apg12l	BG068862
172460	Mcoln1	AI841374
151426	2310045A20Rik	AV089583
152424	NA	AV071255
619059	NA	NA
164996	Atp1b3	AV086076
157903	Col18a1	AV170886
151696	Mvp	AV085052
161889	Ly6a	AV038265
177128	Rnf2	BG063781
151689	Hbld1	AV085049
151654	Mustn1	AV084915
171479	Mfge8	AA050002
187881	NA	AW550531
167766	Commd3	AV109506
171419	A130052D22	AA153522
164982	Sdfr1	AV085841
157365	5031400M07Rik	AV114192
165473	NA	AV017222
161561	NA	AV034788
164792	NA	AV083851
155016	NA	AV055513
181178	D13Wsu50e	BG067481
168812	NA	AV150095
175055	Jak2	AA521703
177588	Ctsz	BG064259
183800	9430070O13Rik	BG070052
619781	Zfp35	X17617
171742	A730024A03Rik	AI838435
188328	D11Bwg0434e	BG073974
176952	Crtap	BG063806
151753	NA	AV085253
174640	Cdh2	AA245769
185216	Vldlr	BG071280
190309	Tgif	BG075666
172418	Map1lc3b	AI841311
168320	Spg21	AV134215
160867	Pgcp	AV031149
158031	Smoc2	AV171917
183132	Ches1	BG069409
164266	Nr1h2	AV078182
154569	Atp6v1c1	AV051493
163377	Ikbkg	AV012628
178321	Stk3	BG064902
155591	1190002H23Rik	AV059100
171138	Neo1	AI327052
165876	Sepw1	AV023199
164799	Tde2	AV083974
177260	Capg	BG063978
160355	Ptk9l	AV103118
168387	NA	AV134168
162538	Araf1	AV003183
176257	Neu1	BG063149
172760	NA	NA
159767	Mrps34	AV094619
151931	ORF18	AV029842
170061	Ptpn4	AV041660
178119	Slc3a2	BG064714
157767	Laptm4a	AV162343
164681	NA	AV083716
185491	BC003331	BG071512
167916	NA	AV111490
165284	Ube2g2	AV086552
164661	Serpinb3c	AV083513
188902	Lamp2	BG074453
187444	Ube2q	BG073224
170917	Glb1	AA154019
154854	3110023E09Rik	AV053955
151240	Ndel1	AV088244
177174	Ubxd1	BG063907
160388	NA	AV103319
151198	6330407G11Rik	AV081309
169445	Nit1	AV000232
151598	Mmp24	AV084672
184021	Gstm5	BG070174
155833	Taf13	AV060638
179304	Gm2a	BG065795
167477	2310005P05Rik	AV087465
166934	AA415817	AV005834
156018	Rapsn	AV061434
181423	Spfh2	BG067720
163889	NA	AV073692
184474	D2Ertd391e	BG070613
152346	Xdh	AV068380
151582	Postn	AV084876
167456	NA	AV087555
177171	4732493F09Rik	BG063904
155644	1810058I24Rik	AV059411
185860	D7Ertd128e	BG071831
179287	Atp6v0a2	BG065780
172828	NA	NA
154787	Twsg1	AV053280
160589	Sqrdl	AV104064
166960	Fabp3	AV006024
166211	NA	AV025050
186448	NA	BI076451
161759	3110002H16Rik	AV037184
164012	1810073E21Rik	AV074292
163671	Synpo2l	AV015246
183170	1810055E12Rik	BG069447
177510	NA	AW543755
168593	Hbb-bh1	AV140553
184586	BC038286	BG070718
176202	Ctla2a	BG063011
191054	NA	BG076276
182387	Laptm4a	BG068617
170926	Ube2h	AA122513
185647	1810031K17Rik	BG071639
160251	Atp6v1e1	AV095133
168386	NA	AV134118
187983	D430028G21Rik	AW550913
160808	Atp1b3	AV030827
191221	Polr3h	BG076409
189529	Cdh2	AW554954
153820	Atp6v1c1	AV042904
151653	D12Ertd647e	AV084893
618878	Ppard	U10375
168281	Hexa	AV133930
187866	NA	BG073599
189994	Cfh	BG075397
154810	Mgll	AV053440
162965	4921507I02Rik	AV009307
190577	Hebp1	BG075868
161651	BC031181	AV036285
165402	Sdc2	AV016950
154831	Pycr1	AV053779
178506	Atp6v0c	BG065073
160830	NA	AV030939
164847	Insig2	AV084121
185321	AU040950	BG071373
164868	C1qtnf3	AV084286
187381	Hsd17b4	BG073167
183913	D6Wsu163e	BG069989
163718	Capn6	AV015724
189942	Bcat2	BG075348
164610	NA	AV083487
154800	Ifnar2	AV053471
170287	Pola1	AV095001
167460	NA	AV087582
155370	Vti1b	AV057798
163650	NA	AV015250
164539	C1r	AV083238
186166	NA	BG072109
172672	NA	NA
171195	Pfn2	AA032658
188857	Jarid1a	BG074418
158062	Agtrap	AV171817
186250	Fbxl3	BG072184
174142	NA	NA
165270	6720456B07Rik	AV086681
170989	Cdkn1a	AA072841
159357	NA	AV088542
159306	NA	AV088401
157103	Txndc9	AV112887
154846	Tpd52	AV053866
168209	1190002N15Rik	AV134044
174801	Cdkn1a	BG518983
176592	Sertad2	BG063425
152178	1500002I11Rik	AV066015
178320	Actr10	BG064901
161601	Ehhadh	AV035206
190306	NA	BI076812
176190	Avpi1	BG063000
190410	Cdon	BG075737
173015	NA	NA
187318	Plagl1	BG073111
186562	Prdx5	BG072478
172677	NA	NA
186206	Myd88	BG072146
166974	NA	AV006038
159305	NA	AV088364
174417	Cdkn1a	BG518983
184742	Poldip3	BG070942
619785	NA	ET61236
167288	Nupr1	AV087068
167696	Pigs	AV109329
170479	NA	AV140847
190037	Chd9	BG075434
188173	Ppt1	BG073841
184523	4933405A16Rik	BG070659
174549	Lamp1	AA239333
154886	B4galt4	AV054070
184825	5230400G24Rik	BG070850
175073	Itgb1	AA597282
159656	NA	AV093704
154538	3200001F09Rik	AV051084
175314	Fts	AA270408
169730	Idh1	AV090383
159517	Slpi	AV088759
155575	D17Wsu104e	AV059262
179286	NA	BG065779
170198	Kai1	AV078166
162771	Ppfibp1	AV007068
171575	Wdr23	AI414484
190734	Btd	BG076006
190693	Tbc1d15	BG075974
178580	Myd116	BG065145
169809	Lamr1	AV095354
188432	Cd164	BG074067
164833	1810031K17Rik	AV084230
190337	1500004A08Rik	BG075679
174545	Il18	AA237736
175084	Cdkn1a	AA681082
167010	Tmed3	AV006054
166680	1500004A08Rik	AV029242
155944	NA	AV061162
151265	Rabac1	AV088891
162954	Col11a2	AV009220
170910	Stxbp3	AA154846
185143	BC029214	BG071225
176586	B3gat2	BG063419
180631	D8Ertd354e	BG066977
185335	BC031181	BG071393
154247	NA	AV048197
619651	Surf4	AI788623
163553	Zbtb17	AV014493
181265	Acpl2	BG067566
151499	NA	AV090187
152151	NA	AV064965
174587	Ascl1	W36071
177853	Rab18	BG064483
185671	Tuft1	BG071659
181146	Hbp1	BG067449
152297	NA	AV067123
164667	Npc2	AV083728
180296	Plcd1	BG066587
160692	Itm2b	AV104519
170083	NA	AV042683
165002	1190007F08Rik	AV086012
160671	Il4ra	AV104239
154039	NA	AV043502
163318	Vps29	AV012225
175274	Prkcd	BE448170
178936	Bmpr1a	BG065473
180780	Dpp7	BG067113
190021	Fkbp9	BG075418
186045	Rabac1	BG072002
169546	NA	NA
185701	Cenph	BG071683
153712	Hunk	AV042550
152806	Uros	AV090364
186689	Cops7a	BG072559
165176	Clcn7	AV086339
165129	Ppib	AV086173
165449	Lrrc17	AV017092
186824	Prnp	BG072683
172541	Ppp3r1	AI847534
619756	Lgals3	X16834
160392	NA	AV103360
190623	Lrpap1	BG075910
181493	Lypla3	BG067786
182327	4732496O08Rik	BG068558
169397	Synj2	AV268070
166551	1700108J01Rik	AV028854
159234	Ssr4	AV088058
187867	9030624J02Rik	BG073600
154500	NA	AV051030
162377	Arhgdib	AV001134
164147	NA	AV074625
154279	Naga	AV048612
164895	Mic2l1	AV084293
177660	Pld1	BG064323
163417	Srpx2	AV013050
162963	Glce	AV009241
179449	4930527D15Rik	BG065922
190320	Lamp1	AW556823
154639	Aga	AV052058
165390	Col11a2	AV016910
152644	2410001H17Rik	AV085104
151255	Pla2g1br	AV088286
164357	C630002M10Rik	AV078553
187306	Ptpn13	BG073102
169853	Pdcd4	AV114712
151622	Rnf153	AV084771
187830	Zfp110	BG073565
170005	NA	AV034129
164449	Klhl7	AV082088
163458	NA	AV013452
168230	Cd59a	AV133920
152540	NA	AV070823
163175	Col6a1	AV011032
184489	Mllt3	BG070626
170056	Dnaja1	AV041579
176896	Phldb2	BG063684
186944	Col3a1	BG072787
159341	1810013D10Rik	AV088429
159749	Pnpo	AV094591
161988	0910001L09Rik	AV039207
164236	Efemp2	AV078146
164727	NA	AV083996
163535	1810045K07Rik	AV014233
166916	Sara1	AV005779
152388	Myst1	AV068570
169787	Bsg	AV112182
190572	Col6a2	BG075864
184608	Chst12	BG070738
154530	NA	AV051046
154763	Vamp8	AV053401
168103	9530068E07Rik	AV133863
168904	D230010M03Rik	AV137009
157083	Sat2	AV112797
181172	Hbp1	BG067475
164057	1200006O19Rik	AV074439
185336	Fgfrl1	BG071394
172901	NA	NA
169926	NA	AV140135
163241	2600009E05Rik	AV011650
151594	D630037F22Rik	AV084752
161581	Ctla2a	AV035023
157928	Tcf4	AV171094
172379	Rps6ka2	AI841242
159840	Ppia	AV094575
176834	2210016L21Rik	BG063633
165291	NA	AV086736
152088	NA	NA
165376	NA	AV016679
188761	Arsa	BG074336
165756	Slc35a1	AV021713
185194	NA	AU040550
165720	Rab18	AV021152
173970	NA	NA
177823	Atp6v0c	BG064460
187287	P4ha1	AW548258
164170	Pqlc1	AV074804
178796	Glrx1	BG065350
186952	Ly6a	BG072793
152069	Tpra40	AV064481
168660	Tm4sf8	AV140547
186144	NA	BG072089
163327	Col6a3	AV012366
166094	B230106I24Rik	AV024436
187917	NA	AW550680
154051	1700029G01Rik	AV043642
154792	Tcte1l	AV053447
152774	Cd24a	AV090456
161296	Slc12a5	AV033045
155012	Paip2	AV055184
619093	NA	NA
152747	NA	AV092988
167105	Fabp3	AV006145
185142	Il17rb	AU040393
162993	Slc10a1	AV009608
155800	Tmed4	AV060348
169722	Pdgfd	AV090099
152934	Slc43a3	AV105966
184867	Ppfia1	BG070975
167137	Sorbs1	AV006205
183337	Npc2	BG069532
186302	1810073G14Rik	BG072235
151827	Gzmm	AV085565
619346	NA	NA
165202	NA	AV086520
178645	1500002I11Rik	BG065209
151817	1810020D17Rik	AV085534
184646	Prdm5	BG070775
618806	Adfp	M93275
155316	NA	AV057504
183731	D14Ertd436e	BG069913
157594	NA	AV140939
190990	Cd200	BG076223
188136	Hrc	BG073810
184490	Cav1	BG070627
169876	NA	AV171584
164510	0610007C21Rik	AV082345
166827	2700089E24Rik	AV030038
175397	2610205H19Rik	BE629868
164875	Timm17b	AV084071
167140	Pex11b	AV006230
189669	Ecm1	BG075104
176664	C030002N13Rik	BG063491
172264	NA	AI840782
165504	AW554392	AV017738
171036	Prkdc	AA120498
182605	Rasa2	BG068828
159892	NA	AV094716
619525	Smad6	AA451501
190181	Pbxip1	AW556431
170940	Myd116	AA155095
166018	Nf2	AV024214
173949	NA	NA
166619	Gnas	AV029097
189071	Ube2e2	BG074603
159227	NA	AV088033
156979	Asah1	AV093380
180729	AW208599	C81600
159281	Mgst3	AV088029
168338	Mocs2	AV134202
165773	Col4a2	AV021908
167358	2310004I03Rik	AV087180
170176	NA	AV060598
178742	Clstn1	BG065300
175562	Osbpl1a	AI194827
187689	Scp2	BG073449
157020	Uckl1	AV095442
165931	Rab18	AV023790
171786	Asb8	AI836071
167187	Atp6v0c	AV006291
161451	Extl2	AV033591
169925	NA	AV143506
171164	Col4a6	AI327133
163354	Lrrc16	AV012619
152448	Comtd1	AV070774
189695	Narfl	BG075127
155158	NA	AV056245
171869	Tgfbr2	AI838600
171118	Loxl1	AA098349
167150	Tmed3	AV006232
165507	Serf2	AV017679
190776	Aplp2	BG076038
160647	NA	AV104216
152023	Dpysl4	AV029608
180979	Gdap1	C85845
169222	Col4a1	AV006151
163865	NA	AV073637
186432	Fah	BG072359
188215	4930402H24Rik	BG073874
159446	1810020D17Rik	AV088778
157586	NA	AV140974
179796	1110060F11Rik	BG066230
169078	NA	AV297168
164193	NA	AV077895
173881	NA	NA
187297	Hmga2	BG073094
152036	MGC65558	AV031353
176462	Ppib	BG063320
188657	Atp6v1h	BG074257
183756	Rfk	BG070014
166539	NA	AV028621
167932	NA	AV111526
187015	Nid2	AW547149
172600	LOC381240	AI851058
151930	Adh6a	AV061968
176206	Myo1b	BG063103
189312	Ankrd28	BG074812
151708	Sec14l1	AV085219
166536	Rps6kc1	AV028765
179143	Cst3	BG065652
183197	Ehf	BG069473
156024	Agtr1	AV061616
619638	Myb	BE332340
160369	5730593F17Rik	AV103254
186341	Tom1l2	BG072270
170103	Arhgdig	AV049028
164579	Egln1	AV083138
161483	Cd59a	AV033738
182828	Taok1	BG069041
165455	NA	AV017087
154450	NA	AV050301
181802	Fath	BG068068
170250	Gmnn	AV086649
176942	NA	AW538816
154561	1810017G16Rik	AV051238
153815	Lgals8	AV042964
173872	NA	NA
187076	Camk1	BG072901
164670	Itgb1bp1	AV083557
161763	Degs1	AV037185
165436	Mef2b	AV017166
186827	Agrn	BG072686
159266	1110007C05Rik	AV088125
170563	Naglu	AV085269
157207	NA	AV113654
167360	Eef2k	AV087234
160894	BC003277	AV031348
164444	Stx7	AV082000
165150	Tnfrsf19	AV086473
165071	Dhrs7	AV085956
157667	NA	AV141422
165581	Bglap1	AV018472
161625	Paip2	AV035627
173012	NA	NA
176899	T25661	AW538705
189812	Gpc1	BG075228
179870	Tmc6	BG066295
153104	Ptgs1	AV040586
619225	NA	NA
169594	Reps1	AV133836
178400	1200003O06Rik	BG064973
152441	Golph3l	AV070839
167503	Nupr1	AV087698
166214	NA	AV025111
176622	Rnf13	BG063454
185856	Atxn7l4	AU044942
179313	2310067L16Rik	BG065804
184550	Por	BG070686
165454	NA	AV017162
178444	Sparc	BG065013
181955	Capn7	BG068214
183177	Hsd17b4	BG069465
173721	NA	NA
188231	0610040B21Rik	BG073889
160591	Agpat2	AV104045
154629	Mef2b	AV052028
170646	Ssr4	AV153856
176609	Sh3bgrl3	BG063442
154614	Oaz2	AV051747
155509	Penk1	AV058671
155561	1810057E01Rik	AV059107
188445	Sdbcag84	AW552239
160970	Ghitm	AV031900
161908	Ctla2a	AV038462
168561	Ubxd1	AV140323
167580	NA	AV087851
152743	Epha4	AV089919
183207	Adipor1	BG069483
164300	NA	AV078205
170990	Arhgdib	AA072717
161118	Arfip2	AV032367
169028	Cacna1g	AV166558
152758	Gpr56	AV093068
164431	NA	NA
162698	Lgals7	AV006431
160884	NA	AV031258
174344	Gm2a	AA919242
159577	Cd63	AV093530
167471	1810020D17Rik	AV087522
619588	Bid	AA756391
160374	Actr10	AV103291
168619	NA	AV140471
151273	Mllt3	AV088805
166851	Tprt	AV030125
170585	Scarb2	AV109078
188450	Cdc42ep1	BG074082
170595	Itm1	AV120956
169400	NA	BB017079
168794	Atp6v1g1	AV150030
167427	Pink1	AV087434
187606	NA	AW549495
187453	2210409M21Rik	BG073232
161057	Rab7	AV032302
184362	Tex27	AU016199
154553	NA	AV051221
171075	Slpi	AI324399
190979	2700007P21Rik	BG076216
172948	NA	NA
162191	Bsg	AV040101
184127	Paip2	BG070278
151563	Hist1h1c	AV084713
166929	Mybpc3	AV005840
165281	Bckdha	AV086605
190081	Nr3c1	BG075473
153064	NA	AV108211
176584	Smpd3	BG063417
175185	Cask	AA120242
180131	Crtap	BG066603
170944	Zfp36l1	AA162569
162415	NA	AV001802
151840	Pglyrp1	AV085455
619390	NA	NA
168135	Ccnd2	AV133843
173937	NA	NA
152894	Sphk1	AV105934
189442	2700089E24Rik	BG074919
162699	Ifnar2	AV006514
163263	NA	AV011790
161879	NA	AV038244
168097	Slc25a11	AV133710
185664	Rnf130	BG071653
159598	Ubc	AV093564
170064	NA	AV041253
160407	Atp6v1g1	AV103381
153052	Prcp	AV108774
167025	Sdha	AV006084
188555	D6Wsu176e	BG074174
168725	Rnaset2	AV149886
188650	App	BG074250
176582	Gpsm2	BG063415
160750	Becn1	AV104535
166657	BC013529	AV029139
189745	NA	AW555387
619904	Eef1a1	BC005660
169174	Slc39a7	AV224601
182167	Wdr26	AU022819
186407	Lamp2	BG072334
161510	NA	AV033989
619143	NA	NA
172406	NA	AI841291
189585	Wdr7	AW555108
155352	Mina	AV057772
160048	NA	AV094927
152759	ORF18	AV091339
187897	Cipp	BG073704
160903	NA	AV031368
170952	Col4a1	AA162273
157104	NA	AV112821
170231	NA	AV084254
151771	Gstk1	AV085433
159367	NA	AV088555
157787	Enpp5	AV162295
152460	Ddit3	AV070098
619398	Atp1b3	U59761
189183	NA	AW554069
151629	Bglap2	AV084695
161344	Chn2	AV033550
157893	NA	AV170755
188536	Cdh2	BG074167
166752	Gpm6b	AV029749
160430	Stx8	AV103268
167391	NA	AV087311
618876	NA	NA
154362	1110055L24Rik	AV049675
159860	Hspd1	AV094785
172337	Sqstm1	AI840617
169331	NA	AV271357
167374	NA	AV087307
165014	Adnp	AV085996
168697	Calm2	AV150005
187415	Col1a1	BG073196
172092	NA	AI840047
167788	Ctsl	AV109477
619621	Smad7	BF144521
180423	Ssr4	BG066795
155238	Ddit3	AV056850
187941	Col1a2	BG073735
153123	NA	AV040590
183336	Trps1	BG069531
170286	NA	AV094683
167632	Cdk5rap3	AV087963
162299	NA	AV000162
618890	B2m	X01838
164304	NA	NA
153198	Ypel1	AV040739
619258	Ctsl	X06086
161776	H2-Q1	AV037365
152775	Naalad2	AV093065
169721	Nfe2l2	AV081263
155911	Ggh	AV061111
188864	NA	AW553287
189799	Matr3	BG075216
619126	NA	NA
619365	NA	NA
169914	Csh2	AV037736
151623	Ppp2cz	AV084789
161775	Klhl7	AV037280
165532	Klhl7	AV017692
155551	1810055E12Rik	AV058818
619801	NA	RW:285
164980	Pgm2l1	AV085863
165694	NA	AV020551
161235	Mrps34	AV032897
188106	Snx2	BG073785
178656	Ctsl	BG065220
167347	NA	NA
172633	Scand1	AI854100
619358	NA	NA
619881	Ppgb	J05261
167364	NA	AV087276
155954	Pck2	AV061336
163710	Pnrc2	AV015558
167590	NA	AV087838
619501	Smad4	AA415282
168607	Sdf4	AV140434
170927	B2m	AA139015
153327	Susd3	AV041356
161741	B2m	AV037118
183597	Tcte1l	BG069784
169560	Fabp4	AV006394
169557	Cpe	AV004714
166897	Ivns1abp	AV005809
187505	Pycr1	BG073280
153182	1700013N18Rik	AV040818
164668	Mtdh	AV083741
172440	Sep15	AI841349
619531	Bid	AI789030
170411	Timp1	AV142135
189175	Serpinf1	BG074697
152560	2010315L10Rik	AV070084
190665	Fcgrt	BG075948
168833	B2m	AV069980
155408	BC005624	AV057981
619806	NA	RW:290
154735	Tk2	AV052772
153065	Gnl2	AV108847
619375	NA	NA
160615	Agpat5	AV104100
151887	NA	AV085724
157313	NA	NA
151659	NA	AV084988
170815	Col11a1	AI385730
190530	E030010A14	BG075829
169297	Vegfa	AV328577
155178	NA	AV056554
170481	NA	AV112821
172697	NA	NA
166712	Nqo3a2	AV029528
171465	Add3	AA021816
188899	ORF18	BG074450
180767	Nucb1	BG067101
157614	NA	AV140973
155747	1810057E01Rik	AV060152
160746	NA	AV104512
170195	NA	NA
161778	NA	AV037348
169505	C1qa	AV003063
619238	NA	NA
166642	App	AV028985
180125	Nqo3a2	BG066520
167614	1110035L05Rik	AV087828
188395	Fabp3	BG074033
164789	Scpep1	AV083867
169693	Sprr2f	AV079186
178655	Ctsl	BG065219
155477	BC003331	AV058359
152014	NA	AV062456
160888	NA	AV031220
157984	Renbp	AV171611
169018	Pdgfra	AV166156
189295	NA	BG074801
155657	Lpp	AV059584
169511	NA	NA
163675	NA	AV015385
619660	Fabp4	AI317618
157195	NA	AV113584
157654	Calm2	AV141345
170994	Ppp3cc	AA062279
166765	1110017I16Rik	AV029776
157290	Kpna3	AV113950
164440	Ctsb	AV082012
169176	NA	AV223376
184502	Ptprz1	BG070638
159540	Mesdc2	AV093433
153688	Vhlh	AV042560
168578	Abcd3	AV140550
155089	Aldob	AV056025
155375	1810047C23Rik	AV057669
157060	2610014M12Rik	AV112703
172862	NA	NA
153215	NA	AV040875
