mirbase id	Score(d)	Fold Change	q-value(%)	FDR<0.05
hsa-mir-182	4.256726599	43.49991996	0	upregulated miRs with FDR < 0.05.
hsa-mir-18a	1.988790139	7.485136418	67.03486095
hsa-mir-422a	1.892572983	6.17665843	67.03486095
hsa-mir-193b	1.707376747	9.064770988	67.22146607
hsa-mir-19a	1.701391701	7.637368587	67.22146607
hsa-mir-106a	1.568225484	6.044469662	68.25656643
hsa-mir-33a	1.509799884	5.342252599	68.25656643
hsa-mir-18a	1.492851796	5.109543274	68.25656643
hsa-mir-20a	1.482150224	6.988260391	68.25656643
hsa-mir-130b	1.455472591	4.002484679	68.25656643
hsa-mir-17	1.451881409	5.978392805	68.25656643
hsa-mir-365-1	1.37854206	5.829191488	68.50640114
hsa-mir-148a	1.30188986	9.898565029	69.48845039
hsa-mir-19b-1	1.270848761	5.492313181	69.48845039
hsa-mir-424	1.263238282	7.059144868	69.48845039
hsa-mir-17	1.251489111	4.359310641	69.48845039
hsa-mir-20b	1.189612376	7.910620053	69.48845039
hsa-mir-219-1	1.166896141	4.148534692	69.48845039
hsa-mir-93	1.133625033	3.600506972	69.48845039
hsa-mir-183	1.103397676	3.781267677	69.48845039
hsa-mir-149	1.102330836	2.215696281	69.48845039
hsa-mir-212	1.013305946	4.238501804	69.48845039
hsa-mir-632	0.98498035	2.620040676	69.48845039
hsa-mir-770	0.983132231	2.12751726	69.48845039
hsa-mir-92a-1	0.974076636	5.80378723	69.48845039
hsa-mir-597	0.943508023	2.183377139	69.48845039
hsa-mir-362	0.934159468	2.898841951	69.48845039
hsa-mir-18a	0.930864909	3.212655262	69.48845039
hsa-mir-532	0.929412604	2.417490152	69.48845039
hsa-mir-635	0.888369895	2.359071689	69.48845039
hsa-mir-378	0.845317703	2.50047741	69.48845039
hsa-mir-99a	0.829896423	4.953636414	69.48845039
hsa-mir-487b	0.819242949	2.144613755	69.48845039
hsa-mir-647	0.811502536	2.226113424	69.48845039
hsa-mir-433	0.780169293	2.33786179	69.48845039
hsa-mir-596	0.778234367	1.794933132	69.48845039
hsa-mir-96	0.773565721	3.463082942	69.48845039
hsa-mir-301a	0.735921869	3.040548838	69.48845039
hsa-mir-217	0.696489899	1.343359217	69.48845039
hsa-mir-658	0.683878978	1.437560284	69.48845039
hsa-mir-92b	0.664120522	2.11904859	69.48845039
hsa-mir-182	0.662851209	1.6206907	69.48845039
hsa-mir-9-1	0.659382221	4.019593707	69.48845039
hsa-mir-345	0.65685101	3.462335052	69.48845039
hsa-mir-616	0.637703458	2.134000585	69.48845039
hsa-mir-210	0.633324008	2.690532782	69.48845039
hsa-mir-508	0.620344402	1.525030285	69.48845039
hsa-mir-338	0.611991071	1.495812367	69.48845039
hsa-mir-608	0.60632145	1.745419864	69.48845039
hsa-mir-621	0.599732161	14.33476717	69.48845039
hsa-mir-25	0.57034913	2.04593631	69.48845039
hsa-mir-181a-1	0.57018083	2.110663687	69.48845039
hsa-mir-545	0.567662732	1.703468912	69.48845039
hsa-mir-373	0.56302979	1.988251456	69.48845039
hsa-mir-509-1	0.544554012	2.827709152	69.48845039
hsa-mir-100	0.539171299	3.183048287	69.48845039
hsa-mir-501	0.538503853	2.847898804	69.48845039
hsa-mir-618	0.528122382	1.599784728	69.48845039
hsa-mir-299	0.523319222	1.93870921	69.48845039
hsa-mir-645	0.5016472	1.928918494	69.48845039
hsa-mir-526a-1	0.500146176	1.273953715	69.48845039
hsa-mir-629	0.494192135	2.370166502	69.48845039
hsa-mir-585	0.489985238	1.406380031	69.48845039
hsa-mir-181d	0.485746074	2.61139873	69.48845039
hsa-mir-604	0.457555748	1.551479985	69.48845039
hsa-mir-454	0.452931813	1.429767584	69.48845039
hsa-mir-580	0.449026867	1.408263176	69.48845039
hsa-mir-133a-1	0.448507055	2.585456298	69.48845039
hsa-mir-189	0.448155076	1.435084133	69.48845039
