Probe Set ID	Gene Symbol	ES exp 1	ES exp 2	NOS targets	NOS TFs	PRC2 targets	Myc targets	proliferation
206836_at	SLC6A3	0	0	0	0	1	0	0
209157_at	DNAJA2	0	0	0	0	0	0	1
217301_x_at	RBBP4	0	0	0	0	0	0	1
202176_at	ERCC3	0	0	0	0	0	0	1
206601_s_at	HOXD3	0	0	0	0	1	0	0
205522_at	HOXD4	0	0	0	0	1	0	0
211228_s_at	RAD17	0	0	0	0	0	0	1
207588_at	MYT2	0	0	0	0	0	0	1
208593_x_at	CRHR1	0	0	0	0	1	0	0
216262_s_at	TGIF2	0	0	0	0	0	0	0
217020_at	RARB	0	0	0	0	0	1	0
209123_at	QDPR	0	0	0	0	0	1	0
210736_x_at	DTNA	0	0	1	0	0	0	0
213816_s_at	MET	0	0	0	0	0	1	0
211267_at	HESX1	1	1	1	1	0	0	0
207656_s_at	ACOX1	0	0	0	0	0	1	0
208380_at	LBX1	0	0	0	0	1	0	0
206704_at	CLCN5	0	0	0	0	1	0	0
208491_s_at	PGM5	0	0	0	0	1	0	0
203001_s_at	STMN2	0	0	0	0	1	0	0
206401_s_at	MAPT	0	0	0	0	1	0	0
208486_at	DRD5	0	0	0	0	1	0	0
213277_at	ZFP36L1	0	0	1	1	0	0	0
207686_s_at	CASP8	0	0	0	0	0	1	0
210302_s_at	MAB21L2	0	0	0	0	1	0	0
202884_s_at	PPP2R1B	1	0	1	0	0	0	0
206800_at	MTHFR	0	0	0	0	0	1	0
211314_at	CACNA1G	0	0	0	0	1	0	0
209749_s_at	ACE	0	0	0	0	0	1	0
219301_s_at	CNTNAP2	1	0	0	0	0	0	0
213465_s_at	PPP1R7	0	0	0	0	0	1	0
207144_s_at	CITED1	0	0	0	0	1	0	0
218044_x_at	PTMS	0	0	0	0	0	0	1
220317_at	LRAT	0	0	1	0	0	0	0
213588_x_at	NAP1L1	0	0	0	0	0	0	1
213443_at	TRADD	0	0	0	0	1	0	0
207174_at	GPC5	0	0	0	0	1	0	0
220116_at	KCNN2	0	0	1	0	0	0	0
203194_s_at	NUP98	0	0	0	0	0	0	1
207290_at	PLXNA2	0	0	0	0	1	0	0
208224_at	HOXB1	0	0	0	0	1	0	0
33304_at	ISG20	0	0	0	0	0	1	0
208479_at	KCNA1	0	0	0	0	1	0	0
206858_s_at	HOXC6	0	0	0	0	1	0	0
201424_s_at	CUL4A	0	0	0	0	0	0	1
200959_at	FUS	0	0	1	0	0	0	0
220136_s_at	CRYBA2	0	0	0	0	1	0	0
207558_s_at	PITX2	0	0	0	0	1	0	0
206865_at	HRK	0	0	0	0	1	0	0
209777_s_at	SLC19A1	0	0	0	0	0	1	0
208005_at	NTN1	0	0	0	0	1	0	0
209591_s_at	BMP7	0	0	1	0	0	0	0
217280_x_at	GABRA5	1	0	0	0	0	0	0
213194_at	ROBO1	1	0	0	0	0	0	0
204760_s_at	NR1D1	0	0	0	0	0	1	0
207004_at	BCL2	0	0	0	0	1	1	0
208286_x_at	POU5F1	1	1	1	1	0	0	0
213806_at	PURA	0	0	0	0	0	0	1
204421_s_at	FGF2	1	0	1	0	0	0	0
202890_at	MAP7	1	0	0	0	0	0	0
217373_x_at	MDM2	0	0	0	0	0	1	1
210375_at	PTGER3	0	0	0	0	1	0	0
216651_s_at	GAD2	0	0	0	0	1	0	0
209134_s_at	RPS6	0	0	0	0	0	1	0
215878_at	ITGB1	0	0	0	0	0	1	1
206283_s_at	TAL1	0	0	1	1	1	0	0
212920_at	REST	0	0	1	1	0	0	0
217184_s_at	LTK	0	0	0	0	1	0	0
205377_s_at	ACHE	0	0	0	0	0	0	1
206174_s_at	PPP6C	0	0	0	0	0	0	1
220166_at	CNNM1	0	0	0	0	1	0	0
212952_at	CALR	0	0	0	0	0	0	0
221990_at	PAX8	0	0	0	0	1	0	0
207188_at	CDK3	0	0	0	0	0	0	1
209587_at	PITX1	0	0	0	0	1	0	0
212306_at	CLASP2	0	0	0	0	0	0	1
213992_at	COL4A6	0	0	0	0	1	0	0
34689_at	TREX1	0	0	0	0	0	0	1
202925_s_at	PLAGL2	0	0	0	0	0	0	0
203633_at	CPT1A	0	0	1	0	0	0	0
211021_s_at	RGS14	0	0	0	0	0	0	1
222091_at	HPCAL4	0	0	0	0	1	0	0
208986_at	TCF12	0	0	0	0	0	1	0
210946_at	PPAP2A	1	0	1	0	0	0	0
211341_at	POU4F1	0	0	0	0	1	0	0
203510_at	MET	0	0	0	0	0	1	0
201431_s_at	DPYSL3	0	0	1	0	0	0	0
221384_at	UCP1	0	0	0	0	1	0	0
210930_s_at	ERBB2	1	0	0	0	0	0	0
215980_s_at	IGHMBP2	0	0	0	0	0	0	1
202751_at	TIP39	0	0	0	0	1	0	0
221350_at	HOXC8	0	0	0	0	1	0	0
205297_s_at	CD79B	0	0	0	0	0	1	0
206032_at	DSC3	0	0	0	0	1	0	0
220559_at	EN1	0	0	0	0	1	0	0
206136_at	FZD5	1	0	0	0	0	0	0
207250_at	SIX6	0	0	0	0	1	0	0
206115_at	EGR3	0	0	0	0	1	1	0
205379_at	CBR3	0	0	0	0	1	0	0
71933_at	WNT6	0	0	0	0	1	0	0
200029_at	RPL19	0	0	0	0	0	1	0
203532_x_at	CUL5	0	0	0	0	0	0	1
217477_at	PIP5K1B	0	0	0	0	1	0	0
216824_at	ARF1	0	0	0	0	0	1	0
217455_s_at	SSTR2	0	0	0	0	1	0	0
220714_at	PRDM14	1	1	1	1	0	0	0
210850_s_at	ELK1	0	0	0	0	0	1	0
217359_s_at	NCAM1	0	0	0	0	1	0	0
201473_at	JUNB	0	0	0	0	0	1	0
217400_at	PCNA	0	0	0	0	0	0	1
208930_s_at	ILF3	1	0	0	0	0	0	0
207341_at	PRTN3	0	0	0	0	0	1	0
214532_x_at	POU5F1	1	1	1	1	0	0	0
205517_at	GATA4	0	0	0	0	1	0	0
209083_at	CORO1A	0	0	0	0	0	0	1
203000_at	STMN2	0	0	0	0	1	0	0
205906_at	FOXJ1	0	0	0	0	1	0	0
211248_s_at	CHRD	0	0	0	0	1	0	0
212967_x_at	NAP1L1	0	0	0	0	0	0	1
205386_s_at	MDM2	0	0	0	0	0	1	1
215538_at	LARGE	0	0	1	0	0	0	0
214019_at	CCND1	0	0	0	0	0	1	1
215664_s_at	EPHA5	0	0	0	0	1	0	0
208971_at	UROD	0	0	0	0	0	1	0
216837_at	EPHA5	0	0	0	0	1	0	0
204359_at	FLRT2	0	0	0	0	1	0	0
205551_at	SV2B	0	0	0	0	1	0	0
208570_at	WNT1	0	0	0	0	1	0	0
203222_s_at	TLE1	0	0	0	0	0	0	0
210833_at	PTGER3	0	0	0	0	1	0	0
214514_at	MCM3AP	0	0	0	0	0	0	1
205643_s_at	PPP2R2B	1	0	0	0	0	0	0
220552_at	TRPC5	0	0	0	0	1	0	0
210371_s_at	RBBP4	0	0	0	0	0	0	1
212942_s_at	KIAA1199	0	0	0	0	1	0	0
213792_s_at	INSR	0	0	0	0	0	1	0
212044_s_at	RPL27A	0	0	0	0	0	1	0
210261_at	KCNK2	0	0	0	0	1	0	0
201187_s_at	ITPR3	1	0	0	0	0	0	0
217246_s_at	DIAPH2	1	0	0	0	0	0	0
201100_s_at	USP9X	1	0	0	0	0	0	0
204836_at	GLDC	1	0	0	0	0	0	0
201237_at	CAPZA2	0	0	1	0	0	0	0
215485_s_at	ICAM1	0	0	0	0	0	1	0
207405_s_at	RAD17	0	0	0	0	0	0	1
210793_s_at	NUP98	0	0	0	0	0	0	1
206163_at	MAB21L1	0	0	0	0	1	0	0
207851_s_at	INSR	0	0	0	0	0	1	0
209837_at	AP4M1	0	0	0	0	0	1	0
203929_s_at	MAPT	0	0	0	0	1	0	0
216503_s_at	MLLT10	0	0	1	1	0	0	0
215471_s_at	MAP7	1	0	0	0	0	0	0
201213_at	PPP1R7	0	0	0	0	0	1	0
219736_at	TRIM36	0	0	0	0	1	0	0
208277_at	PITX3	0	0	0	0	1	0	0
206189_at	UNC5C	0	0	0	0	1	0	0
210245_at	ABCC8	0	0	0	0	1	0	0
216024_at	DNM2	0	0	0	0	0	0	1
207653_at	FOXD2	0	0	0	0	1	0	0
221936_x_at	SIRT2	0	0	0	0	0	0	1
210934_at	BLK	0	0	0	0	0	1	0
209959_at	NR4A3	0	0	0	0	1	0	0
203975_s_at	CHAF1A	1	0	0	0	0	0	1
215026_x_at	SCNN1A	1	0	0	0	0	0	0
202123_s_at	ABL1	0	0	0	0	0	0	1
201667_at	GJA1	1	0	1	0	0	0	0
204280_at	RGS14	0	0	0	0	0	0	1
213705_at	MAT2A	1	0	0	0	0	0	0
211467_s_at	NFIB	0	0	0	0	0	0	1
209491_s_at	AMPD3	0	0	0	0	0	1	0
213692_s_at	VDR	0	0	0	0	1	0	0
215714_s_at	SMARCA4	0	0	0	0	0	0	0
210611_s_at	DTNA	0	0	1	0	0	0	0
215937_at	PTGDR	0	0	0	0	1	0	0
206684_s_at	ATF7	0	0	0	0	0	1	0
202996_at	POLD4	0	0	0	0	0	0	1
222049_s_at	RBP4	0	0	0	0	1	0	0
213578_at	BMPR1A	1	0	0	0	0	0	0
205286_at	TFAP2C	0	0	0	0	0	0	0
206703_at	CHRNB1	0	0	0	0	0	1	0
216509_x_at	MLLT10	0	0	1	1	0	0	0
204684_at	NPTX1	0	0	0	0	1	0	0
203616_at	POLB	0	0	0	0	0	1	0
203603_s_at	ZFHX1B	0	0	0	0	0	0	0
205287_s_at	TFAP2C	0	0	0	0	0	0	0
201900_s_at	AKR1A1	0	0	0	0	0	1	0
211493_x_at	DTNA	0	0	1	0	0	0	0
203162_s_at	KATNB1	0	0	0	0	0	0	1
215329_s_at	CDC2L2	0	0	0	0	0	0	1
206045_s_at	NOL4	0	0	0	0	1	0	0
221700_s_at	UBA52	0	0	0	0	0	1	0
210858_x_at	ATM	0	0	0	0	0	0	1
217015_at	RBBP4	0	0	0	0	0	0	1
215511_at	TCF20	0	0	1	1	0	0	0
205861_at	SPIB	0	0	0	0	0	0	0
215152_at	MYB	0	0	0	0	0	0	1
221609_s_at	WNT6	0	0	0	0	1	0	0
210786_s_at	FLI1	0	0	0	0	1	0	0
204857_at	MAD1L1	0	0	0	0	0	0	1
211942_x_at	RPL13A	0	0	0	0	0	1	0
202517_at	CRMP1	1	0	0	0	0	0	0
203842_s_at	MAPRE3	0	0	0	0	0	0	1
207848_at	AVP	0	0	0	0	0	1	0
221351_at	HTR1A	0	0	0	0	1	0	0
200769_s_at	MAT2A	1	0	0	0	0	0	0
209864_at	FRAT2	1	0	1	0	0	0	0
208225_at	FGFR2	0	0	1	0	0	0	0
208501_at	GFI1B	0	0	0	0	0	0	1
212269_s_at	MCM3AP	0	0	0	0	0	0	1
208414_s_at	HOXB3	0	0	0	0	1	0	0
209590_at	BMP7	0	0	1	0	0	0	0
210620_s_at	GTF3C2	0	0	0	0	0	0	0
201015_s_at	JUP	0	0	1	0	0	0	0
201982_s_at	PAPPA	0	0	0	0	1	0	0
210831_s_at	PTGER3	0	0	0	0	1	0	0
215531_s_at	GABRA5	1	0	0	0	0	0	0
207607_at	ASCL2	0	0	0	0	1	1	0
204441_s_at	POLA2	0	0	0	0	0	0	1
204915_s_at	SOX11	0	0	0	0	0	0	0
210945_at	COL4A6	0	0	0	0	1	0	0
213668_s_at	SOX4	0	0	0	0	0	0	0
208218_s_at	ACVR1B	0	0	0	0	0	0	1
203084_at	TGFB1	0	0	0	0	0	1	0
209700_x_at	PDE4DIP	0	0	0	0	1	0	0
211489_at	ADRA1A	0	0	0	0	1	0	0
204669_s_at	RNF24	0	0	1	0	0	0	0
212470_at	SPAG9	0	0	1	0	0	0	0
203126_at	IMPA2	0	0	0	0	0	1	0
204689_at	HHEX	0	0	1	1	1	0	0
210701_at	CFDP1	0	0	0	0	0	1	0
211289_x_at	CDC2L1	0	0	0	0	0	0	1
206072_at	UCN	0	0	0	0	1	0	0
204158_s_at	TCIRG1	0	0	0	0	0	1	0
38290_at	RGS14	0	0	0	0	0	0	1
211264_at	GAD2	0	0	0	0	1	0	0
219764_at	FZD10	0	0	1	0	1	0	0
220804_s_at	TP73	0	0	0	0	1	0	0
211265_at	PTGER3	0	0	0	0	1	0	0
203130_s_at	KIF5C	1	0	0	0	0	0	0
204535_s_at	REST	0	0	1	1	0	0	0
203962_s_at	NEBL	0	0	1	0	0	0	0
208251_at	KCNC4	0	0	0	0	1	0	0
216961_s_at	C1QBP	1	0	0	0	0	0	0
205973_at	FEZ1	0	0	1	0	1	0	0
204798_at	MYB	0	0	0	0	0	0	1
207978_s_at	NR4A3	0	0	0	0	1	0	0
210303_at	MAB21L2	0	0	0	0	1	0	0
210380_s_at	CACNA1G	0	0	0	0	1	0	0
208214_at	ADRB1	0	0	0	0	1	0	0
220679_s_at	CDH7	0	0	0	0	1	0	0
204512_at	HIVEP1	0	0	0	0	0	0	0
205375_at	MDFI	0	0	0	0	0	0	0
216277_at	BUB1	1	0	0	0	0	0	1
204414_at	LARGE	0	0	1	0	0	0	0
220605_s_at	SIRT2	0	0	0	0	0	0	1
217379_at	RPL10	0	0	0	0	0	1	0
211086_x_at	NEK1	0	0	0	0	0	0	1
204255_s_at	VDR	0	0	0	0	1	0	0
207732_s_at	DLG3	1	0	0	0	0	0	0
210755_at	HGF	0	0	0	0	0	0	1
206358_at	PRM1	0	0	0	0	0	0	1
216971_s_at	PLEC1	0	0	0	0	1	0	0
206228_at	PAX2	0	0	0	0	1	0	0
208157_at	SIM2	0	0	0	0	1	0	0
211576_s_at	SLC19A1	0	0	0	0	0	1	0
206248_at	PRKCE	0	0	0	0	1	0	0
206780_at	GAD2	0	0	0	0	1	0	0
215099_s_at	RXRB	0	0	0	0	0	1	0
215438_x_at	GSPT1	0	0	0	0	0	0	1
206229_x_at	PAX2	0	0	0	0	1	0	0
212391_x_at	RPS3A	0	0	1	0	0	0	0
206306_at	RYR3	0	0	0	0	1	0	0
207792_at	OPRD1	0	0	0	0	1	0	0
207279_s_at	NEBL	0	0	1	0	0	0	0
206046_at	ADAM23	1	0	0	0	0	0	0
200659_s_at	PHB	0	0	0	0	0	1	1
204898_at	SAP30	0	0	0	0	0	0	0
203847_s_at	AKAP8	0	0	0	0	0	0	1
208195_at	TTN	0	0	0	0	0	0	1
219098_at	MYBBP1A	0	0	0	0	0	0	0
208330_at	ALX4	0	0	0	0	1	0	0
208530_s_at	RARB	0	0	0	0	0	1	0
217684_at	TYMS	0	0	0	0	0	0	1
217358_at	LGALS3	0	0	0	0	1	0	0
203179_at	GALT	0	0	0	0	0	1	0
209662_at	CETN3	0	0	0	0	0	0	1
205243_at	SLC13A3	1	0	0	0	0	0	0
206335_at	GALNS	0	0	0	0	0	1	0
202750_s_at	TIP39	0	0	0	0	1	0	0
207585_s_at	RPL36A	0	0	0	0	0	1	0
215407_s_at	ASTN2	0	0	0	0	1	0	0
220737_at	RPS6KA6	0	0	0	0	1	0	0
203740_at	MPHOSPH6	0	0	0	0	0	0	1
214300_s_at	TOP3A	0	0	0	0	0	0	1
213864_s_at	NAP1L1	0	0	0	0	0	0	1
213719_s_at	SMARCA4	0	0	0	0	0	0	0
207965_at	NEUROG3	0	0	0	0	1	0	0
212037_at	PNN	1	0	0	0	0	0	0
208442_s_at	ATM	0	0	0	0	0	0	1
206893_at	SALL1	1	0	1	1	0	0	0
205152_at	SLC6A1	0	0	0	0	1	0	0
206960_at	GPR23	0	1	0	0	0	0	0
218724_s_at	TGIF2	0	0	0	0	0	0	0
210122_at	PRM2	0	0	0	0	0	0	1
208814_at	HSPA4	1	0	0	0	0	0	0
220454_s_at	SEMA6A	1	0	0	0	0	0	0
221360_s_at	GHSR	0	0	0	0	1	0	0
206281_at	ADCYAP1	0	0	0	0	1	0	0
206129_s_at	ARSB	0	0	0	0	0	1	0
220394_at	FGF20	0	0	0	0	1	0	0
206745_at	HOXC11	0	0	0	0	1	0	0
205604_at	HOXD9	0	0	0	0	1	0	0
220738_s_at	RPS6KA6	0	0	0	0	1	0	0
219380_x_at	POLH	0	0	0	0	0	0	1
203949_at	MPO	0	0	0	0	0	1	0
211463_at	ZIC4	0	0	0	0	1	0	0
213849_s_at	PPP2R2B	1	0	0	0	0	0	0
210810_s_at	SLC6A5	0	0	0	0	1	0	0
218839_at	HEY1	0	0	0	0	1	0	0
216506_x_at	MLLT10	0	0	1	1	0	0	0
202611_s_at	CRSP2	0	0	0	0	0	0	0
205656_at	PCDH17	0	0	0	0	1	0	0
207143_at	CDK6	0	0	0	0	0	0	1
202388_at	RGS2	0	0	0	0	0	1	0
200793_s_at	ACO2	0	0	0	0	0	1	0
215685_s_at	DLX2	0	0	0	0	1	0	0
211260_at	BMP7	0	0	1	0	0	0	0
208487_at	LMX1B	0	0	0	0	1	0	0
201418_s_at	SOX4	0	0	0	0	0	0	0
220053_at	GDF3	1	1	0	0	0	0	0
206729_at	TNFRSF8	0	0	0	0	0	1	0
206395_at	DGKG	0	0	0	0	1	0	0
202111_at	SLC4A2	0	0	0	0	0	1	0
211401_s_at	FGFR2	0	0	1	0	0	0	0
213302_at	PFAS	1	0	0	0	0	0	0
203449_s_at	TERF1	1	0	0	0	0	0	1
221065_s_at	CHST8	0	0	0	0	1	0	0
216914_at	CDC25C	0	0	0	0	0	0	1
203275_at	IRF2	0	0	0	0	0	1	0
214299_at	TOP3A	0	0	0	0	0	0	1
205080_at	RARB	0	0	0	0	0	1	0
219046_s_at	PKNOX2	0	0	0	0	1	0	0
210832_x_at	PTGER3	0	0	0	0	1	0	0
213807_x_at	MET	0	0	0	0	0	1	0
204358_s_at	FLRT2	0	0	0	0	1	0	0
207469_s_at	PIR	0	0	0	0	1	0	0
216928_at	TAL1	0	0	1	1	1	0	0
214365_at	NTRK1	0	0	0	0	1	0	0
211832_s_at	MDM2	0	0	0	0	0	1	1
201254_x_at	RPS6	0	0	0	0	0	1	0
205453_at	HOXB2	0	0	0	0	1	0	0
205366_s_at	HOXB6	0	0	0	0	1	0	0
210220_at	FZD2	0	0	0	0	1	0	0
217006_x_at	FASN	0	0	0	0	0	1	0
210905_x_at	POU5F1	1	1	1	1	0	0	0
206935_at	PCDH8	0	0	0	0	1	0	0
209844_at	HOXB13	0	0	0	0	1	0	0
217303_s_at	ADRB3	0	0	0	0	1	0	0
216979_at	NR4A3	0	0	0	0	1	0	0
216059_at	PAX3	0	0	0	0	1	0	0
212390_at	PDE4DIP	0	0	0	0	1	0	0
211886_s_at	TBX5	0	0	0	0	1	0	0
206456_at	GABRA5	1	0	0	0	0	0	0
207295_at	SCNN1G	0	0	0	0	1	0	0
210271_at	NEUROD2	0	0	0	0	1	0	0
212392_s_at	PDE4DIP	0	0	0	0	1	0	0
213601_at	SLIT1	0	0	0	0	1	0	0
207468_s_at	SFRP5	0	0	0	0	1	0	0
207635_s_at	KCNH1	0	0	0	0	1	0	0
215711_s_at	WEE1	0	0	0	0	0	1	1
210504_at	KLF1	0	0	0	0	0	1	0
203085_s_at	TGFB1	0	0	0	0	0	1	0
219505_at	CECR1	1	0	0	0	0	0	0
202648_at	RPS19	0	0	0	0	0	1	0
207349_s_at	UCP3	0	0	0	0	0	1	0
214148_at	FOXM1	0	0	0	0	0	1	0
205977_s_at	EPHA1	1	1	1	0	0	0	0
209747_at	TGFB3	0	0	0	0	0	1	0
213721_at	SOX2	1	0	1	1	0	0	0
209415_at	FZR1	0	0	0	0	0	0	1
211219_s_at	LHX2	0	0	0	0	1	0	0
208500_x_at	FOXD3	1	0	0	0	1	0	0
215632_at	NEUROG1	0	0	0	0	1	0	0
200935_at	CALR	0	0	0	0	0	0	0
208605_s_at	NTRK1	0	0	0	0	1	0	0
206756_at	CHST7	1	0	0	0	0	0	0
207869_s_at	CACNA1G	0	0	0	0	1	0	0
210834_s_at	PTGER3	0	0	0	0	1	0	0
205408_at	MLLT10	0	0	1	1	0	0	0
202612_s_at	CRSP2	0	0	0	0	0	0	0
210372_s_at	TPD52L1	0	0	0	0	0	0	1
207152_at	NTRK2	0	0	0	0	1	0	0
210310_s_at	FGF5	0	0	0	0	1	0	0
214571_at	FGF3	0	0	0	0	1	0	0
219914_at	ECEL1	0	0	0	0	1	0	0
213718_at	RBM4	0	1	0	0	0	0	0
208223_s_at	ACVR1B	0	0	0	0	0	0	1
202672_s_at	ATF3	0	0	0	0	1	0	0
202037_s_at	SFRP1	1	0	1	0	1	0	0
207362_at	SLC30A4	0	0	0	0	1	0	0
210381_s_at	CCKBR	0	0	0	0	0	1	0
202621_at	IRF3	0	0	0	0	0	1	0
219105_x_at	ORC6L	0	0	0	0	0	0	1
221126_at	RIG	0	0	0	0	0	1	0
214315_x_at	CALR	0	0	0	0	0	0	0
210259_s_at	DLX4	0	0	0	0	1	0	0
213416_at	ITGA4	0	0	0	0	1	0	0
203129_s_at	KIF5C	1	0	0	0	0	0	0
206573_at	KCNQ3	0	0	0	0	1	0	0
213672_at	MARS	1	0	0	0	0	0	0
211070_x_at	DBI	0	0	0	0	0	1	0
214262_at	C1QBP	1	0	0	0	0	0	0
214521_at	HES2	0	0	0	0	1	0	0
204198_s_at	RUNX3	0	0	0	0	0	0	0
206603_at	SLC2A4	0	0	0	0	0	1	0
219528_s_at	BCL11B	0	0	0	0	0	0	0
203798_s_at	VSNL1	1	0	0	0	0	0	0
215305_at	PDGFRA	0	0	0	0	1	0	0
214251_s_at	NUMA1	0	0	0	0	0	0	1
215990_s_at	BCL6	0	0	0	0	0	0	1
219317_at	POLI	0	0	0	0	0	0	1
203617_x_at	ELK1	0	0	0	0	0	1	0
219845_at	BARX1	0	0	0	0	1	0	0
207237_at	KCNA3	0	0	0	0	1	0	0
213824_at	OLIG2	0	0	0	0	1	0	0
219813_at	LATS1	0	0	0	0	0	0	1
210706_s_at	RNF24	0	0	1	0	0	0	0
207454_at	GRIK3	0	0	0	0	1	0	0
213963_s_at	SAP30	0	0	0	0	0	0	0
211008_s_at	UBE2I	0	0	0	0	0	0	1
205875_s_at	TREX1	0	0	0	0	0	0	1
210311_at	FGF5	0	0	0	0	1	0	0
207680_x_at	PAX3	0	0	0	0	1	0	0
216955_at	TAF1	0	0	0	0	0	0	1
219139_s_at	RBP4	0	0	0	0	1	0	0
200932_s_at	DCTN2	0	0	0	0	0	0	1
208222_at	ACVR1B	0	0	0	0	0	0	1
220441_at	FLJ13236	0	0	0	0	1	0	0
209611_s_at	SLC1A4	0	0	0	0	1	0	0
208750_s_at	ARF1	0	0	0	0	0	1	0
200951_s_at	CCND2	0	0	0	0	0	1	0
219789_at	NPR3	0	0	0	0	1	0	0
215127_s_at	RBMS1	0	0	0	0	0	0	1
206939_at	DCC	0	0	0	0	1	0	0
210471_s_at	KCNAB1	0	0	0	0	1	0	0
207060_at	EN2	0	0	0	0	1	0	0
215131_at	GPRC5B	1	0	0	0	0	0	0
204178_s_at	RBM14	0	0	0	0	0	0	1
222086_s_at	WNT6	0	0	0	0	1	0	0
211226_at	GALR2	0	0	0	0	1	0	0
201753_s_at	ADD3	0	0	1	0	0	0	0
210406_s_at	RAB6C	0	0	0	0	1	0	0
205358_at	GRIA2	0	0	0	0	1	0	0
207826_s_at	ID3	0	0	0	0	0	1	0
201993_x_at	HNRPDL	0	0	0	0	0	1	0
209600_s_at	ACOX1	0	0	0	0	0	1	0
210091_s_at	DTNA	0	0	1	0	0	0	0
